bundle_id,genre_id,genre_count
230,9c917322-9aa1-4788-ab7d-77e5d58b171e,7
231,85c0ac04-9f32-4996-8a0f-c98803bedbd7,6
232,718bcd60-1797-491f-817c-e05572f82b53,1
232,85c0ac04-9f32-4996-8a0f-c98803bedbd7,16
233,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
234,718bcd60-1797-491f-817c-e05572f82b53,1
234,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
235,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
236,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
237,85c0ac04-9f32-4996-8a0f-c98803bedbd7,4
240,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
241,718bcd60-1797-491f-817c-e05572f82b53,1
241,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
243,21bd5fa6-7c23-4270-b87e-af04e419f079,1
243,718bcd60-1797-491f-817c-e05572f82b53,2
243,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
243,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
244,1e23ced5-f640-4457-bf0b-643f46c758e1,2
244,718bcd60-1797-491f-817c-e05572f82b53,2
244,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
245,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
245,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
247,21bd5fa6-7c23-4270-b87e-af04e419f079,3
247,3a36f60e-49ee-496e-8e85-995918d55f4e,6
247,5bc7529f-715e-40df-8957-00d9331fbe24,5
248,3a36f60e-49ee-496e-8e85-995918d55f4e,1
248,5bc7529f-715e-40df-8957-00d9331fbe24,1
249,3a36f60e-49ee-496e-8e85-995918d55f4e,21
249,5bc7529f-715e-40df-8957-00d9331fbe24,21
250,43d85243-a808-4914-aaa6-55cf20a105e8,1
250,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,65
250,7d0a9262-cf64-4af1-a674-d4e8948d8122,65
250,85c0ac04-9f32-4996-8a0f-c98803bedbd7,65
251,21bd5fa6-7c23-4270-b87e-af04e419f079,1
251,3a36f60e-49ee-496e-8e85-995918d55f4e,1
251,5bc7529f-715e-40df-8957-00d9331fbe24,1
251,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
251,c18ba94a-998a-40c6-a3c6-71390cb3f67c,1
254,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
255,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
255,ff34ceef-0597-4b3e-abb0-95faf96df93e,3
256,1e23ced5-f640-4457-bf0b-643f46c758e1,12
256,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,12
256,7d0a9262-cf64-4af1-a674-d4e8948d8122,12
257,1e23ced5-f640-4457-bf0b-643f46c758e1,7
257,85c0ac04-9f32-4996-8a0f-c98803bedbd7,7
258,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
259,1e23ced5-f640-4457-bf0b-643f46c758e1,4
259,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,4
259,7d0a9262-cf64-4af1-a674-d4e8948d8122,4
259,85c0ac04-9f32-4996-8a0f-c98803bedbd7,4
260,1e23ced5-f640-4457-bf0b-643f46c758e1,6
260,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,4
260,718bcd60-1797-491f-817c-e05572f82b53,1
260,7d0a9262-cf64-4af1-a674-d4e8948d8122,6
260,85c0ac04-9f32-4996-8a0f-c98803bedbd7,6
261,718bcd60-1797-491f-817c-e05572f82b53,34
261,85c0ac04-9f32-4996-8a0f-c98803bedbd7,34
262,21bd5fa6-7c23-4270-b87e-af04e419f079,1
262,718bcd60-1797-491f-817c-e05572f82b53,1
262,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
262,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
263,718bcd60-1797-491f-817c-e05572f82b53,5
264,718bcd60-1797-491f-817c-e05572f82b53,1
264,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
265,718bcd60-1797-491f-817c-e05572f82b53,1
265,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
266,718bcd60-1797-491f-817c-e05572f82b53,2
266,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
266,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
267,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
267,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
268,1e23ced5-f640-4457-bf0b-643f46c758e1,2
268,21bd5fa6-7c23-4270-b87e-af04e419f079,10
268,3a36f60e-49ee-496e-8e85-995918d55f4e,1
268,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,5
268,5bc7529f-715e-40df-8957-00d9331fbe24,1
268,718bcd60-1797-491f-817c-e05572f82b53,9
268,7d0a9262-cf64-4af1-a674-d4e8948d8122,18
268,85c0ac04-9f32-4996-8a0f-c98803bedbd7,16
268,c18ba94a-998a-40c6-a3c6-71390cb3f67c,1
268,ff34ceef-0597-4b3e-abb0-95faf96df93e,9
269,21bd5fa6-7c23-4270-b87e-af04e419f079,1
269,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,5
270,718bcd60-1797-491f-817c-e05572f82b53,4
270,7d0a9262-cf64-4af1-a674-d4e8948d8122,4
272,718bcd60-1797-491f-817c-e05572f82b53,5
272,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
272,ff34ceef-0597-4b3e-abb0-95faf96df93e,4
273,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
273,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
274,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,11
274,7d0a9262-cf64-4af1-a674-d4e8948d8122,11
275,718bcd60-1797-491f-817c-e05572f82b53,2
275,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
278,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
278,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
279,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
279,718bcd60-1797-491f-817c-e05572f82b53,1
279,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
279,85c0ac04-9f32-4996-8a0f-c98803bedbd7,4
279,ff34ceef-0597-4b3e-abb0-95faf96df93e,5
280,21bd5fa6-7c23-4270-b87e-af04e419f079,2
280,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
280,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
281,718bcd60-1797-491f-817c-e05572f82b53,4
281,7d0a9262-cf64-4af1-a674-d4e8948d8122,4
281,85c0ac04-9f32-4996-8a0f-c98803bedbd7,4
284,718bcd60-1797-491f-817c-e05572f82b53,1
284,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
285,1e23ced5-f640-4457-bf0b-643f46c758e1,4
285,718bcd60-1797-491f-817c-e05572f82b53,5
285,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
292,1e23ced5-f640-4457-bf0b-643f46c758e1,9
292,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,10
292,718bcd60-1797-491f-817c-e05572f82b53,3
292,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
296,21bd5fa6-7c23-4270-b87e-af04e419f079,3
296,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
296,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
296,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
297,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
297,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
297,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
298,21bd5fa6-7c23-4270-b87e-af04e419f079,1
298,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
298,5bc7529f-715e-40df-8957-00d9331fbe24,1
298,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
300,1e23ced5-f640-4457-bf0b-643f46c758e1,3
300,718bcd60-1797-491f-817c-e05572f82b53,3
300,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
301,21bd5fa6-7c23-4270-b87e-af04e419f079,5
301,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,4
301,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
301,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
301,ff34ceef-0597-4b3e-abb0-95faf96df93e,5
302,1e23ced5-f640-4457-bf0b-643f46c758e1,6
302,718bcd60-1797-491f-817c-e05572f82b53,3
302,7d0a9262-cf64-4af1-a674-d4e8948d8122,6
302,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
303,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,7
304,718bcd60-1797-491f-817c-e05572f82b53,1
304,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
304,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
305,718bcd60-1797-491f-817c-e05572f82b53,2
305,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
306,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
306,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
307,1e23ced5-f640-4457-bf0b-643f46c758e1,23
307,718bcd60-1797-491f-817c-e05572f82b53,4
307,85c0ac04-9f32-4996-8a0f-c98803bedbd7,27
308,1e23ced5-f640-4457-bf0b-643f46c758e1,5
308,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,5
308,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
308,ff34ceef-0597-4b3e-abb0-95faf96df93e,5
309,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,8
309,7d0a9262-cf64-4af1-a674-d4e8948d8122,8
309,ff34ceef-0597-4b3e-abb0-95faf96df93e,8
311,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,29
312,21bd5fa6-7c23-4270-b87e-af04e419f079,3
312,718bcd60-1797-491f-817c-e05572f82b53,3
312,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
313,718bcd60-1797-491f-817c-e05572f82b53,3
313,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
316,718bcd60-1797-491f-817c-e05572f82b53,2
316,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
317,718bcd60-1797-491f-817c-e05572f82b53,2
317,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
317,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
318,26588482-88c2-4cb5-b7c8-305120273980,4
318,fbbd43a4-2e74-4a42-8758-0209b183951d,4
319,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,18
319,5bc7529f-715e-40df-8957-00d9331fbe24,1
319,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
320,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
321,098dc937-a359-44c8-a5a6-9383d68d06d1,1
321,21bd5fa6-7c23-4270-b87e-af04e419f079,1
321,26588482-88c2-4cb5-b7c8-305120273980,1
321,3a0b3916-5cd7-4d1b-8962-79270ec3b670,1
321,718bcd60-1797-491f-817c-e05572f82b53,5
321,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
321,85c0ac04-9f32-4996-8a0f-c98803bedbd7,7
321,9c917322-9aa1-4788-ab7d-77e5d58b171e,1
321,fbbd43a4-2e74-4a42-8758-0209b183951d,1
322,0035d25e-7ca9-4862-8169-647a923b96df,1
322,098dc937-a359-44c8-a5a6-9383d68d06d1,5
322,26588482-88c2-4cb5-b7c8-305120273980,5
322,3a0b3916-5cd7-4d1b-8962-79270ec3b670,5
322,9c917322-9aa1-4788-ab7d-77e5d58b171e,5
322,fbbd43a4-2e74-4a42-8758-0209b183951d,5
326,1e23ced5-f640-4457-bf0b-643f46c758e1,2
326,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
326,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
327,1e23ced5-f640-4457-bf0b-643f46c758e1,3
327,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,3
327,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
328,1e23ced5-f640-4457-bf0b-643f46c758e1,3
328,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,3
328,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
329,1e23ced5-f640-4457-bf0b-643f46c758e1,3
329,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,3
329,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
330,21bd5fa6-7c23-4270-b87e-af04e419f079,2
330,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
330,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
331,081535ac-eb1c-4a37-879c-573fe6e82eaf,1
331,1e23ced5-f640-4457-bf0b-643f46c758e1,2
331,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,5
331,718bcd60-1797-491f-817c-e05572f82b53,1
331,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
331,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
332,1e23ced5-f640-4457-bf0b-643f46c758e1,1
332,21bd5fa6-7c23-4270-b87e-af04e419f079,2
332,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
332,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
332,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
332,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
333,0035d25e-7ca9-4862-8169-647a923b96df,1
333,098dc937-a359-44c8-a5a6-9383d68d06d1,5
333,26588482-88c2-4cb5-b7c8-305120273980,5
333,3a0b3916-5cd7-4d1b-8962-79270ec3b670,5
333,718bcd60-1797-491f-817c-e05572f82b53,2
333,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
333,9c917322-9aa1-4788-ab7d-77e5d58b171e,5
333,fbbd43a4-2e74-4a42-8758-0209b183951d,5
334,1e23ced5-f640-4457-bf0b-643f46c758e1,3
334,21bd5fa6-7c23-4270-b87e-af04e419f079,2
334,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
334,718bcd60-1797-491f-817c-e05572f82b53,10
334,7d0a9262-cf64-4af1-a674-d4e8948d8122,30
334,ff34ceef-0597-4b3e-abb0-95faf96df93e,25
335,1e23ced5-f640-4457-bf0b-643f46c758e1,4
335,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,4
335,7d0a9262-cf64-4af1-a674-d4e8948d8122,4
336,1e23ced5-f640-4457-bf0b-643f46c758e1,3
336,718bcd60-1797-491f-817c-e05572f82b53,3
336,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
336,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
337,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
337,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
337,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
338,718bcd60-1797-491f-817c-e05572f82b53,2
338,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
338,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
339,1e23ced5-f640-4457-bf0b-643f46c758e1,6
339,21bd5fa6-7c23-4270-b87e-af04e419f079,6
339,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,6
339,718bcd60-1797-491f-817c-e05572f82b53,6
339,7d0a9262-cf64-4af1-a674-d4e8948d8122,6
339,85c0ac04-9f32-4996-8a0f-c98803bedbd7,6
340,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
340,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
340,ff34ceef-0597-4b3e-abb0-95faf96df93e,3
341,718bcd60-1797-491f-817c-e05572f82b53,2
341,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
341,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
342,0035d25e-7ca9-4862-8169-647a923b96df,1
342,26588482-88c2-4cb5-b7c8-305120273980,1
344,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
344,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
344,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
345,1e23ced5-f640-4457-bf0b-643f46c758e1,1
345,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
345,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
346,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
346,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
346,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
347,1e23ced5-f640-4457-bf0b-643f46c758e1,4
347,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
347,718bcd60-1797-491f-817c-e05572f82b53,4
347,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
347,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
349,21bd5fa6-7c23-4270-b87e-af04e419f079,12
349,3a36f60e-49ee-496e-8e85-995918d55f4e,12
349,5bc7529f-715e-40df-8957-00d9331fbe24,12
350,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
350,718bcd60-1797-491f-817c-e05572f82b53,2
350,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
350,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
350,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
353,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
354,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
355,21bd5fa6-7c23-4270-b87e-af04e419f079,35
355,3a36f60e-49ee-496e-8e85-995918d55f4e,36
355,5bc7529f-715e-40df-8957-00d9331fbe24,34
356,1e23ced5-f640-4457-bf0b-643f46c758e1,7
356,21bd5fa6-7c23-4270-b87e-af04e419f079,3
356,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,3
356,718bcd60-1797-491f-817c-e05572f82b53,23
356,7d0a9262-cf64-4af1-a674-d4e8948d8122,50
356,85c0ac04-9f32-4996-8a0f-c98803bedbd7,19
356,ff34ceef-0597-4b3e-abb0-95faf96df93e,19
357,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
357,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
359,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
361,718bcd60-1797-491f-817c-e05572f82b53,2
362,1e23ced5-f640-4457-bf0b-643f46c758e1,6
362,21bd5fa6-7c23-4270-b87e-af04e419f079,2
362,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
362,718bcd60-1797-491f-817c-e05572f82b53,56
362,85c0ac04-9f32-4996-8a0f-c98803bedbd7,88
363,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
364,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
364,718bcd60-1797-491f-817c-e05572f82b53,3
364,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
364,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
365,1e23ced5-f640-4457-bf0b-643f46c758e1,2
365,718bcd60-1797-491f-817c-e05572f82b53,2
365,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
366,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
366,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
367,1e23ced5-f640-4457-bf0b-643f46c758e1,5
367,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,5
369,1e23ced5-f640-4457-bf0b-643f46c758e1,1
369,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
369,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
374,21bd5fa6-7c23-4270-b87e-af04e419f079,5
374,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
374,ff34ceef-0597-4b3e-abb0-95faf96df93e,5
375,5bc7529f-715e-40df-8957-00d9331fbe24,1
375,85c0ac04-9f32-4996-8a0f-c98803bedbd7,5
376,0035d25e-7ca9-4862-8169-647a923b96df,5
376,26588482-88c2-4cb5-b7c8-305120273980,3
377,3a36f60e-49ee-496e-8e85-995918d55f4e,3
378,081535ac-eb1c-4a37-879c-573fe6e82eaf,6
378,21bd5fa6-7c23-4270-b87e-af04e419f079,6
378,43d85243-a808-4914-aaa6-55cf20a105e8,6
378,5bc7529f-715e-40df-8957-00d9331fbe24,6
379,1e23ced5-f640-4457-bf0b-643f46c758e1,3
379,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,3
380,1e23ced5-f640-4457-bf0b-643f46c758e1,8
380,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,8
380,718bcd60-1797-491f-817c-e05572f82b53,2
381,718bcd60-1797-491f-817c-e05572f82b53,2
381,ff34ceef-0597-4b3e-abb0-95faf96df93e,3
382,1e23ced5-f640-4457-bf0b-643f46c758e1,2
382,21bd5fa6-7c23-4270-b87e-af04e419f079,1
382,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,3
382,718bcd60-1797-491f-817c-e05572f82b53,2
382,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
383,5bc7529f-715e-40df-8957-00d9331fbe24,2
383,718bcd60-1797-491f-817c-e05572f82b53,30
383,85c0ac04-9f32-4996-8a0f-c98803bedbd7,6
383,ff34ceef-0597-4b3e-abb0-95faf96df93e,6
384,718bcd60-1797-491f-817c-e05572f82b53,1
384,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
384,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
385,1e23ced5-f640-4457-bf0b-643f46c758e1,3
385,718bcd60-1797-491f-817c-e05572f82b53,3
385,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
385,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
391,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
391,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
394,718bcd60-1797-491f-817c-e05572f82b53,1
394,7d0a9262-cf64-4af1-a674-d4e8948d8122,4
395,1e23ced5-f640-4457-bf0b-643f46c758e1,1
395,21bd5fa6-7c23-4270-b87e-af04e419f079,1
395,3a36f60e-49ee-496e-8e85-995918d55f4e,1
395,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,4
395,5bc7529f-715e-40df-8957-00d9331fbe24,2
395,718bcd60-1797-491f-817c-e05572f82b53,4
395,7d0a9262-cf64-4af1-a674-d4e8948d8122,5
395,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
395,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
396,718bcd60-1797-491f-817c-e05572f82b53,2
396,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
396,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
398,1e23ced5-f640-4457-bf0b-643f46c758e1,6
398,718bcd60-1797-491f-817c-e05572f82b53,6
398,7d0a9262-cf64-4af1-a674-d4e8948d8122,6
398,85c0ac04-9f32-4996-8a0f-c98803bedbd7,6
399,1e23ced5-f640-4457-bf0b-643f46c758e1,1
399,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
399,718bcd60-1797-491f-817c-e05572f82b53,3
399,7d0a9262-cf64-4af1-a674-d4e8948d8122,4
399,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
399,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
403,1e23ced5-f640-4457-bf0b-643f46c758e1,3
403,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,2
403,718bcd60-1797-491f-817c-e05572f82b53,6
403,7d0a9262-cf64-4af1-a674-d4e8948d8122,9
403,85c0ac04-9f32-4996-8a0f-c98803bedbd7,8
403,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
406,7d0a9262-cf64-4af1-a674-d4e8948d8122,1
406,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
408,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
408,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
409,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
409,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
413,21bd5fa6-7c23-4270-b87e-af04e419f079,1
413,3a36f60e-49ee-496e-8e85-995918d55f4e,1
413,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
413,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
413,85c0ac04-9f32-4996-8a0f-c98803bedbd7,3
413,ff34ceef-0597-4b3e-abb0-95faf96df93e,2
414,58efd4d9-0a5b-4f0c-9d5a-0dd7808ef575,1
414,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
414,85c0ac04-9f32-4996-8a0f-c98803bedbd7,1
416,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
416,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
417,718bcd60-1797-491f-817c-e05572f82b53,2
419,21bd5fa6-7c23-4270-b87e-af04e419f079,10
419,718bcd60-1797-491f-817c-e05572f82b53,10
419,7d0a9262-cf64-4af1-a674-d4e8948d8122,10
419,85c0ac04-9f32-4996-8a0f-c98803bedbd7,10
420,718bcd60-1797-491f-817c-e05572f82b53,1
420,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
420,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
421,7d0a9262-cf64-4af1-a674-d4e8948d8122,3
421,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
421,ff34ceef-0597-4b3e-abb0-95faf96df93e,3
424,718bcd60-1797-491f-817c-e05572f82b53,2
424,7d0a9262-cf64-4af1-a674-d4e8948d8122,2
424,85c0ac04-9f32-4996-8a0f-c98803bedbd7,2
424,ff34ceef-0597-4b3e-abb0-95faf96df93e,1
425,1e23ced5-f640-4457-bf0b-643f46c758e1,2
