id,user_id,item_id,recommend,body,helpful_score,helpful_count,posted_date
1e004af4-cf74-43c1-9722-4b35f48ecadc,8039117046,207610,1,56,100%,1,2012-12-24
2cb0c8d9-f26a-490e-95d1-55dd303e04c0,8039117046,550,1,71,100%,1,2012-10-21
fa31535d-8d95-4e55-9532-bc68e2cafdab,8039117046,65800,1,78,100%,1,2012-03-20
8b74b9c1-27f5-4dc9-9af9-b0205d89b04f,8039117046,220,1,120,0%,0,2012-03-09
2737e576-da45-4291-b645-b90ca94d3e39,8079601835,730,1,13,0%,0,2020-05-20
b24d2384-9abf-4c87-9a8c-1fad77d8f88a,8071532177,730,1,29,0%,0,2020-07-24
2eb389e8-67e2-462c-b86d-d8b181a1cd94,8089393905,440,1,44,100%,3,2014-06-20
9345f41c-0ef7-4c9e-89e9-12c78f77df35,8156664158,252950,1,7,0%,0,2020-06-16
294e8013-858c-4c97-8245-a78a1bfda44b,8077246154,440,1,6,0%,0,2020-06-11
34601167-dcf6-43d4-9eb2-182f45d77ea3,8077246154,304930,1,11,0%,0,2014-08-25
24104a16-10b3-46de-abc2-a12de46b9e41,8041660154,4000,1,80,0%,0,2013-12-25
7a253b4e-7cc5-4e9d-af59-ed5703aa6bb4,8010803705,42910,1,23,0%,0,2012-06-23
4e370039-2d23-46f1-b70f-774e3189e184,8018556265,232090,1,723,0%,0,2015-09-05
06e28e5b-ba78-46c6-84c7-c44cf47327af,8018556265,1250,1,328,0%,0,2015-03-30
ff4d884f-032d-448e-8d77-9e632f6ca04e,8018556265,4000,1,56,0%,0,2014-02-19
a7fa55df-095d-4c15-a614-07be5b9d6b2f,8026039330,304930,1,789,50%,2,2014-07-14
f0714882-f647-45e4-995e-adfa2fe3c776,8026039330,570,1,126,0%,0,2013-04-27
ef25ba75-ebde-4022-a093-b7fd2007f636,8026039330,218620,1,688,33%,2,2015-07-20
ff72b020-cabc-414f-a874-b669f09d941f,8026039330,224260,1,210,0%,0,2013-11-04
7a0804ba-0837-4c5f-af52-5d5dd67e4840,8026039330,1250,1,270,0%,0,2013-07-12
e803dc03-11f3-412a-b90d-8d7fbfa3e81e,8026039330,440,1,28,0%,0,2012-08-19
4d7738b0-0870-4d6a-af3f-79c59c2565f6,8087659130,730,1,29,33%,1,2015-06-19
9f288ce2-c0b7-42c7-8afa-92dd365892c6,8087659130,440,1,9,0%,0,2014-09-20
53ea5466-55b8-4b6b-af52-58b21a957304,8087659130,49520,1,19,0%,0,2014-09-07
82df422e-e6f4-4841-b2d0-c83bdfb0d7eb,8062570934,220200,1,1009,90%,28,2015-02-17
691c6f7f-2da0-42e8-8256-ec834648c82a,8026157558,211820,1,1914,0%,0,2014-06-07
986253f7-d66d-476e-93eb-68f408b62507,8062380099,440,1,25,67%,6,2014-02-12
1cd5de60-6f43-4790-97c5-9460fa4dae16,8062380099,218740,1,31,0%,0,2014-02-09
df223412-337a-4486-9f51-850bb5fe7934,8062380099,550,1,7,0%,0,2015-10-31
d012028f-9acd-4800-b2c1-dd1ae90a4b90,8037965617,220,1,35,0%,0,2020-02-27
a8b66fa9-c13b-4c85-9a94-c4942d1a3b82,8059648579,238090,1,459,50%,1,2015-02-04
d0fe5592-44e3-4e6d-9185-fb8d06069322,8059648579,242130,1,109,0%,0,2020-08-23
857d2c34-819f-48d1-8632-6f44d05487d0,8059648579,277430,1,359,0%,0,2014-04-05
fad0497e-0144-46d8-875e-de1ec4198070,8058373434,8870,1,76,100%,2,2015-01-08
6548177e-acbe-482a-8e8f-742fbc3fa15d,8048353577,368230,1,133,60%,3,2015-10-26
237b0d05-df52-4db7-9ee1-f6796c5511f1,8048353577,4000,1,38,0%,0,2020-05-16
03d6d164-d4a2-4e4a-8a6e-3c6ea156cabf,8048353577,33930,1,53,0%,0,2013-03-20
9058371b-6108-436b-848e-e3cb515cf1d4,8066046412,359320,-1,71,80%,4,2015-12-28
3974e9de-23ef-4d84-bb5d-fa5f06176560,8066046412,219640,1,65,20%,1,2015-05-19
a315980d-5724-407b-b2db-ced0248ca267,8071250884,287980,1,395,0%,0,2015-12-15
9c60cc94-a315-42e1-af5a-dba5da3ecde4,8070565427,218620,1,875,0%,0,2020-03-31
fc3809d0-a6b5-4c6a-9b02-6ff1c369dac6,8070565427,208090,1,9,0%,0,2015-08-21
3008bb31-bfbe-4786-aa33-b943a6110f71,8070565427,242700,1,156,0%,0,2014-10-17
3af96f16-07e7-42ac-9bf4-9c3bb2b4a29f,8070565427,570,-1,2,0%,0,2014-06-27
0f3fb922-9827-40e4-8b9f-b2932ffe8bce,8070565427,224260,1,50,0%,0,2014-04-28
279739cb-b180-4c90-9ff8-b1bf704a7a23,8078235843,221100,1,181,0%,0,2015-11-12
d0944d24-3ef7-4129-8fee-33cc46515a6e,8076909484,570,1,9,0%,0,2014-06-18
bbf06d94-c7b1-4478-872d-1246238a9206,8129159264,331470,1,100,66%,27,2014-11-20
b268b3fa-ef2e-4d7c-bb89-7b523b7b531e,8129159264,4000,1,88,80%,8,2014-05-29
fd79a21e-fd54-4123-9755-6bbf481252e5,8305694024,323370,1,12,0%,0,2020-07-09
97a1630d-8f33-40b4-97b1-2be0ea9fc336,8086431390,304930,1,132,0%,0,2014-12-29
abc3f551-e6d4-4ca0-9a31-feeaf6cc3974,8054540475,48700,1,140,0%,0,2014-02-04
90459c8c-a326-4ad0-a7cd-4da19610d7d4,8085547365,238460,1,105,100%,1,2020-06-16
55aa379d-9eab-42ec-8246-efa532823d29,8085547365,34900,1,44,0%,0,2020-06-16
75084a2d-4719-449e-9093-027a10ae34e9,8061252210,730,1,173,0%,0,2015-05-21
00656d2f-f02a-4a39-807d-0522b37c812c,8059361962,113200,1,96,0%,0,2013-12-06
b8ec72c3-6412-4259-a2ae-9fb50aed072f,8106550365,440,1,13,100%,4,2014-05-12
8d0cc7e0-ae2b-4e3c-bce6-13012f42a8af,8092825399,213670,1,78,0%,0,2015-01-06
62061007-8dc0-4797-bdb4-230f89b9ba60,8083226897,105600,1,137,0%,0,2015-12-22
31111683-b6c1-4da8-bdef-45ab666c628d,8075277292,730,1,90,100%,1,2015-06-23
011140a0-164e-4e19-a4e9-e4f83ec4fbe1,8075277292,570,1,897,0%,0,2015-09-11
42e01c9e-d4eb-4518-b2be-ad2588857521,8028895010,620,1,41,0%,0,2012-05-27
cbf8f1da-467a-424e-ac4c-4c5416027739,8082027703,4000,1,142,0%,0,2020-07-30
7d14191e-e357-46d5-a5f1-44dd96ae9c2a,8082027703,317360,1,79,0%,0,2020-07-28
e51f5bdc-90ca-423b-b62b-2f4cc82d790e,8082027703,223710,1,14,0%,0,2015-12-05
5505d434-1022-4460-ae8a-0a391e65e78e,8082027703,299360,1,91,0%,0,2015-10-04
32b6376c-131e-4069-894d-7bc18bd8a983,8082027703,322330,1,136,0%,0,2015-10-03
ef555640-3991-4dbc-85eb-7a9a4bec2bcc,8082027703,1250,1,10,0%,0,2015-08-13
f35ff6c1-f8cc-4141-a247-3eb54c6585c6,8082027703,12100,1,25,0%,0,2015-02-22
94be710b-8b46-4f20-a9b1-be820628ff9f,8082027703,204360,1,19,0%,0,2015-01-14
a029eff1-c8b0-4770-9f94-77fdf4c6dc43,8082027703,440,1,574,0%,0,2013-12-14
c0fc299a-7a5d-4482-aa8b-d51e6f1cb187,8082027703,224260,1,23,0%,0,2013-12-01
0ed601d8-f126-497e-95cd-d61662a637c0,7999173629,440,1,20,0%,0,2012-02-11
3cebe0a3-053a-4f44-8fec-0f7361bb8205,8078738103,304930,1,285,0%,0,2020-02-20
462aa9e7-6bf0-4a13-a449-6a3ed482ef2f,8067936203,440,1,73,100%,1,2015-03-12
ea00c15a-da61-428a-b179-c64e360177bc,8079770573,1840,1,20,50%,3,2015-10-14
e9cc37f6-7c5a-4216-9fe5-d4e546e0a4d0,8087586464,440,1,31,100%,1,2013-10-27
175e2b96-a57e-427d-9f04-ff1054a775be,8045022050,440,1,1701,100%,1,2015-11-27
9447c729-2408-4325-b5e3-7661d97968db,8070194565,449140,1,307,0%,0,2020-05-07
c41d5bf2-b0b7-4a69-a462-5a0fb9cb8bd5,8070194565,368730,1,58,0%,0,2020-05-07
773eaed6-c4da-4c3c-a1d3-70b387d3cdbc,8070194565,427270,1,595,0%,0,2020-03-30
1ce44da1-3d53-4ed1-b059-666deb8e81de,8070194565,397100,1,550,0%,0,2020-03-28
9f364533-3203-4a80-94b6-e0c8e96a0cff,8070194565,248570,1,137,0%,0,2015-11-09
f488dd1a-9034-4f97-bbcb-2b6acdacd3dc,8104187800,298630,1,12,0%,0,2015-12-23
9103a991-5ab0-4ea3-9b2f-189dc7d2a7fd,8053985682,244210,1,328,100%,1,2014-05-06
be58b5b8-d1a8-4a64-b400-05f7fb549525,8053985682,440,1,52,50%,1,2015-12-02
10d90de5-04e8-4aed-aadf-f2b5204ed968,8053985682,376920,1,361,48%,13,2015-06-06
4d4279f8-f5b6-4bf0-8bd1-773adeffffb6,8053985682,257750,1,106,0%,0,2015-09-29
8b39450c-ef15-4674-ab03-9b85b8759cd4,8053985682,221910,1,46,0%,0,2014-09-08
7a6c24ff-92aa-4441-b50d-8d9963e2acd8,8053985682,2280,1,208,0%,0,2013-12-15
c61a5b85-62a5-4676-8351-4549feb298ec,8052850911,417860,-1,15,0%,0,2015-11-23
8f34d8eb-a53c-4834-bc42-08d1c0f662c6,8138053270,218620,1,10,0%,0,2014-06-01
3a630a96-1800-4fcd-84ab-cd3906e44249,8056696376,218620,1,89,67%,2,2014-07-11
d27b4170-2079-4323-809d-e47159e266d7,8056696376,222880,1,3,50%,1,2014-11-14
3fabd89c-caa1-434c-85b7-2204913ea9f1,8065991640,377160,1,33,20%,1,2015-11-13
b532e0b4-1cc3-4ef0-9adc-742267185807,8065991640,211820,1,160,0%,0,2013-12-15
f76cc5ef-6c86-464c-b02e-4b52468509db,8100886422,252490,1,153,0%,0,2015-12-17
be99f53b-284d-4b42-9ab2-db94165efe1a,8075895633,440,1,85,100%,1,2014-10-26
d76ee57a-5814-4635-9529-ea3a3c3aca8a,8066482493,242920,1,192,100%,2,2020-01-11
26d349ed-3aba-4804-ba7b-287037887ebd,8031442694,251990,1,74,100%,1,2014-06-28
c8fd490b-9fc5-4d4e-a5c5-509091645ed0,8101807736,344760,-1,117,75%,3,2015-09-12
d98a8243-6dd4-4fa4-ac51-d20c8b4a966a,8101807736,252950,1,21,100%,1,2015-09-13
9e83f391-b115-4008-9ad8-1af763a425d6,8101807736,236430,1,84,40%,2,2020-04-20
35c67a82-2c8d-439e-abd1-be349d52e6ff,8101807736,399730,1,102,0%,0,2015-10-14
e73d2691-1120-4f4b-baa4-bde688154d34,8092334812,550,1,40,100%,1,2020-02-26
f48466bc-4e19-42eb-b4b3-751ca5ef0429,8043608819,377160,1,52,33%,1,2015-11-19
ac6070b3-106e-4f50-bb43-c47d7912ad62,8043608819,219150,1,128,0%,0,2013-06-25
45974d1e-71a3-47f0-bfbe-1a8a819248e0,8055519677,277430,1,134,0%,0,2014-04-11
356c3302-bd99-4bd6-b281-9077410ae19c,8055519677,239820,1,408,0%,0,2014-02-22
407f72a1-8d8d-4f0c-b56d-7706cd28866d,8055519677,17410,1,60,0%,0,2012-09-24
63816db8-6a0d-499c-8001-0aeeb0a1f799,8095258412,440,1,110,100%,1,2015-09-26
2bf9260e-6ed6-4e07-ae98-65f74dc6bf50,8102421718,270550,1,110,50%,1,2015-06-12
6a728842-3f9f-4ec4-93b0-4e034a34682b,8102421718,274940,1,756,0%,0,2015-08-03
31632f38-e16f-4bdd-923e-e68db722edbb,8102421718,333930,1,64,0%,0,2015-06-26
e5dc659a-2d0f-45d5-ac5a-bbbbb540476f,8087407319,440,1,10,100%,1,2014-01-15
b449995f-e302-4bec-81f8-e77712c4de3b,8056741844,730,1,28,67%,2,2014-10-14
31b6a480-2e8e-499e-a33d-df029007ea50,8040301510,294100,1,82,100%,2,2020-08-31
b681f079-6e7c-4ba4-9e37-e147fff7fbbb,8040301510,212070,1,129,60%,3,2014-07-09
adf31660-e947-4fda-be0f-ad7162199ea7,8040301510,264140,1,161,0%,0,2014-03-13
04228529-fb9d-44af-816b-d5e404355e4b,8030567998,332800,1,39,69%,194,2014-11-11
1dbd6c15-c7e2-40a4-92a2-1d349ca34d53,8030567998,319630,1,1118,50%,1,2015-07-21
bfee6ed4-1ae0-4283-b8d0-4716a1b9b459,8030567998,6020,1,67,0%,0,2015-07-05
90cf4838-b615-4e43-8d00-516a29184cf5,8030567998,55230,1,46,0%,0,2015-03-12
7f51bbc0-bbaa-48e3-aa4a-26a5580371b6,8030567998,32430,1,225,0%,0,2014-02-23
779859ee-bad0-4dec-8894-ce720664b8d5,8010674657,377160,-1,1327,75%,3,2020-03-27
df1742f5-3afb-49af-bb71-d3a0f809690a,8010674657,440,1,729,0%,0,2020-01-15
d85c1da3-0fc7-40db-8c7b-64f3e8f54d71,8126946946,35450,1,37,100%,1,2015-03-22
3b4753b4-1128-4657-b587-cbcb8f509581,8126946946,440,1,51,100%,1,2014-08-21
a13b57fb-171b-48c9-ba5b-98d4b2c110da,8126946946,236390,1,91,40%,2,2015-03-13
fcf41dc8-057c-4df2-a43d-11093d662932,8082552101,351570,1,47,0%,0,2015-03-20
dd93b42b-47be-4a86-978c-f1fcb7620cbe,8082552101,212680,1,22,0%,0,2015-03-07
da398032-12bd-4bc9-958a-e98163dd35e1,8026747561,391540,1,65,67%,2,2015-10-10
f565748b-b693-424e-900b-2614e8f1937e,8061730629,550,1,91,0%,0,2014-07-06
5faece76-6a63-4d70-a60d-cf51b5ab8f29,8024740070,440,1,19,100%,1,2014-06-19
2eb9236f-a9e8-4c55-ac66-cc8ef7fc94b0,8024740070,570,1,14,100%,1,2014-02-19
0513a501-1c69-4c48-a6e1-50056cac91cd,8073017892,440,1,1508,0%,0,2015-12-24
dc3a9cc1-898d-441e-a060-3224920d73d7,8073017892,113400,1,203,0%,0,2014-05-17
89200d0a-e722-4e83-bf8d-b563e87c4c53,8093112529,440,1,18,100%,3,2014-08-09
10c57e23-d7c0-411f-b6a4-ae0c07c676af,8060447950,200510,1,60,0%,0,2015-09-26
f4bab943-e6cb-4fa2-a83c-8486b9c93128,8136952974,730,1,27,100%,2,2015-05-22
e2f7fb45-67d6-4b94-9456-8f1db97d5fb3,8081962345,200210,1,16,0%,0,2020-05-26
bb0acd87-27a5-4d4a-b60d-e6b98ffcefc6,8081962345,1250,1,96,0%,0,2014-04-05
a2fd70d2-73ba-4e64-b93d-6e73c0cb5e3e,8073210139,304050,1,126,0%,0,2020-01-18
e855b4c1-7d10-4a57-beff-1b5126828068,8076738682,265610,1,68,68%,28,2015-12-30
ff4f264c-8222-409e-bf50-438b30544bba,8076738682,264200,1,71,100%,4,2014-08-01
d1c5b4e3-16a2-49cb-a4ec-01e9d7c5e8ae,8076738682,417860,1,115,100%,2,2015-12-26
8eeeaaf8-8f90-4dee-9b99-0a3b7a4a87df,8076738682,213670,1,517,100%,2,2014-12-30
b9328ce6-728b-434f-8878-ebee6ad6292b,8076738682,210770,1,357,0%,0,2013-12-04
31fbbf24-f9ef-4ec3-982f-b45d9b0dfa2b,8069920369,351640,1,859,95%,97,2015-11-10
17b1461c-22a2-450b-bc17-0012fe0e7a8e,8069920369,202530,-1,712,100%,1,2020-09-14
13338499-1cda-4dfa-9e86-437a70e0f1b9,8069920369,105600,1,21,67%,2,2012-08-27
aca4442e-2ea2-42ab-b08c-87c0ca39addb,8069920369,440,1,489,50%,3,2014-02-05
e7bf257b-c435-4a4f-b6b3-db0eb023ac23,8069920369,47870,1,398,33%,1,2013-01-27
ec5e235c-8430-4e6f-b417-9ac727d55783,8056290589,730,1,14,0%,0,2014-12-16
cd32d06e-9a94-4073-aabe-3a774b8c0817,8075905679,253710,-1,318,50%,1,2014-06-29
891a6854-3793-479a-b16c-63c3043cf016,8075905679,339280,1,454,40%,2,2015-04-11
e6246a24-e04b-4c35-aa86-cd24a00f443e,8075905679,203290,1,88,0%,0,2013-11-16
d7f0b2ea-0ab2-450f-b4f9-c5decf42e920,8097762318,440,1,81,0%,0,2015-11-11
26a7e51b-4ff0-4c5e-b0b4-1d92c32a85af,8097762318,233150,1,39,0%,0,2014-12-26
aad4c053-767c-4973-8c66-7aabf4bac3c1,8061518530,550,1,58,0%,0,2013-01-17
871b2e79-21f1-4abc-acf8-eddf28304a65,8066728567,730,1,157,100%,1,2015-07-17
4a754a6b-61e7-4512-9a9a-e6b88fe85ce3,8066728567,211820,1,633,0%,0,2013-12-29
c38ca71b-3a49-45a0-bc08-658236a11e81,8183396245,440,1,280,0%,0,2015-05-06
a9c47272-c877-4cd9-ad3f-30d253355f8f,8064054499,346330,-1,127,29%,2,2020-07-20
1e0bea30-5ed2-4ea8-b8d1-49d256faadfc,8064054499,224260,1,166,0%,0,2015-01-26
9bbc311f-d5ba-42e8-984e-c801f8288623,8064054499,317360,1,123,0%,0,2014-11-16
733b653b-6778-4564-8c2d-c919ddd31d03,8064054499,295550,1,39,0%,0,2014-08-17
3c01243f-582d-415b-a1a2-cf6f509e3148,8064054499,250180,1,67,0%,0,2014-07-21
97fb0487-d0d5-418b-9f80-5267c27353a9,8064054499,227940,1,36,0%,0,2014-07-19
2e2af151-6334-4bc2-a9b7-ace51f4f9295,8064054499,17520,1,38,0%,0,2014-02-08
985962d0-845d-436d-9cb5-1c2fdb9eac11,8064054499,113420,1,13,0%,0,2014-01-07
56032991-9aac-4471-8281-49c7ebf61abc,8064469140,320760,1,230,67%,4,2015-07-06
e427b790-b6fa-47bc-b8af-a52347fa7695,8064469140,8850,1,581,100%,1,2015-09-06
51f7d76e-ee41-4d8a-ae08-bb187c0e5721,8064469140,233720,1,359,100%,1,2014-04-24
eac5c345-18f6-4843-a5ce-2ea894521695,8064469140,218620,1,212,40%,2,2015-07-06
9227899b-21de-4085-a8ee-4b91b336f532,8064469140,730,1,116,0%,0,2015-01-27
cc707f7b-1c36-47f9-8a6a-1da8ee531055,8064469140,220240,1,550,0%,0,2014-05-24
033c1fb7-66b0-4ab7-8a3f-234a214be6f1,8064469140,440,1,273,0%,0,2012-10-20
a6c135b1-4b84-4c79-8d40-e1971ad9104e,8090715178,4000,1,24,100%,1,2014-03-28
3cd03522-0b18-4dbf-9291-145ac8d76cc3,8090715178,304930,1,119,0%,0,2014-07-09
bf38e95f-66db-41cf-9ee9-8168fe9bdf01,8072380677,333950,1,212,50%,1,2015-02-23
cc487496-3f62-4a92-b643-83d46c883d08,8072380677,107410,1,650,0%,0,2014-11-23
0805b36a-8383-427d-bed2-041b08c51466,8072380677,206210,1,12,0%,0,2014-09-09
0b66eb4a-aea1-44b4-ba41-6ed0ec865cf3,8073784601,221100,1,52,50%,3,2015-03-26
d55b594b-3f6e-4f21-90cb-2e15283cb3c8,8073784601,299740,-1,35,0%,0,2020-07-08
b3039d6c-31b0-4490-9eac-dbbf73e45700,8098305358,730,1,34,0%,0,2015-11-23
75014737-c710-4bf4-95a0-859d5bb87b5e,8102410011,440,1,3,0%,0,2015-09-14
d786ad3a-fb54-4b19-bb6e-0d73b72330c8,8092276029,209870,1,91,38%,3,2014-10-13
9509113c-5eb0-41b5-b1e2-d597a06628b2,8027947401,322170,1,134,50%,1,2020-07-23
b8e158b7-3d46-4b48-9235-7266a72ace33,8027947401,304050,1,11,33%,1,2020-02-20
44771ea0-6ade-4033-ac81-e4c4e890a561,8228257988,440,1,60,100%,1,2015-12-27
30bcb4b4-243e-43c2-950c-94c560102f8e,8228257988,730,1,42,100%,1,2015-05-13
bc4b58b0-505a-45bc-80d6-38afed4f7dcc,8228257988,362890,1,52,0%,0,2015-12-27
961a6052-6def-4a84-b866-9063902ec039,8228257988,413850,1,57,0%,0,2015-12-21
6750e06e-98b3-4110-80c8-388fd9fcbd4d,8074200011,730,1,142,0%,0,2015-11-15
9e4c96b5-8d48-44fd-9cc9-6cbfb3d7a115,8026525528,346110,1,694,17%,2,2020-09-09
98d74ff8-e61f-4994-9cd1-ee86e1ec7097,8059515552,570,1,31,50%,1,2014-06-13
5452ea76-0f41-4378-94ba-3536d95e9cef,8121529183,311560,1,2544,60%,6,2015-03-13
7ad9945b-4afa-4f0b-9057-3df42cc418fc,8121529183,322170,1,335,0%,0,2015-01-07
02e93e43-87bf-4541-bff9-2eb8bb011370,8086661549,440,1,92,100%,1,2015-11-18
6c6fb510-088f-470a-9356-478c27f0bc21,8086661549,248570,1,79,100%,1,2014-06-01
a40464a8-ddf0-49bf-b048-a9cd7b674385,8086661549,264140,1,143,100%,1,2014-03-18
2a99df0b-7bf2-44bd-92a5-03905b31f794,8086661549,4000,1,43,100%,1,2014-02-16
cf8e1d8e-3147-4651-9619-690a1ddb5729,8086661549,266430,1,11,50%,1,2015-02-25
cfb01341-69f4-4782-a62c-5c077e069573,8086661549,316010,1,171,40%,2,2015-08-15
6a2f8f54-5f8a-4e96-8dad-d1ff510288eb,8086661549,249570,1,15,33%,1,2014-12-25
755871a0-b522-4df7-9d55-aa21b9ccb2bc,8168665156,730,1,93,100%,1,2020-02-22
d5a2a444-8559-4cd8-891d-6d1ce41d4302,8078752187,240,1,14,0%,0,2014-12-16
f302544c-a54b-49da-93e0-0dec61e26d79,8078378562,304930,1,2,0%,0,2015-08-14
16717335-aa1d-4f09-8d56-82359756ab3c,8078378562,440,1,34,0%,0,2014-11-11
9d6eb1db-1d6c-4742-86c9-b1b519dfde3c,8211054671,730,1,22,0%,0,2020-05-29
0d5b401a-b7c3-467d-b09e-2ee0c78a874f,8211054671,333930,1,24,0%,0,2020-07-03
9127d817-752c-4455-9375-bcd9fbfdfbc1,7994493402,365590,1,785,41%,7,2020-06-20
5f30d299-1c11-4c2d-9996-b884874bad9e,7994493402,264200,1,73,0%,0,2015-03-01
da6bd95e-ae81-4ce3-a130-989fd1f3553b,7994493402,440,1,74,0%,0,2014-11-27
653edc79-9ba0-4553-a2e9-292e4aa56f6d,8104221843,298050,-1,20,33%,16,2020-05-17
f05d468f-2d82-461f-984d-1c6c0761fbd0,8188979775,440,1,17,0%,0,2020-09-17
fec8ec6e-f870-46f6-a094-cadb047f16ce,8090575193,301520,1,83,50%,1,2014-08-23
a0939884-2d27-4a8f-90e7-e096935bcdf5,8090575193,218230,-1,88,20%,1,2014-07-10
23c2c7a2-5b79-4859-9ac5-4c61cc89ed55,8090575193,291550,-1,40,0%,0,2020-08-26
b92203ed-b80e-4494-a0af-d6b9fb95cdcf,8126640317,221100,1,217,33%,1,2015-02-14
86567bbf-083e-4e2b-9ec0-a39061dce260,8126640317,316010,1,232,0%,0,2015-09-12
895329c1-8cb3-4f10-a145-bef3f093ce45,8126640317,218230,1,168,0%,0,2015-09-12
97946f49-a253-4981-9d0c-7dc702879c6d,8126640317,333930,1,319,0%,0,2015-07-01
3f36296f-88c3-47cb-be4a-8f0ad5aab0ef,8126640317,222880,1,259,0%,0,2015-07-01
b308c157-67bb-4322-a36d-fdb02cfcfc50,8126640317,730,1,804,0%,0,2015-06-15
8260267a-8637-40d1-9014-8451d325a919,8083882871,55230,1,145,100%,1,2015-01-15
14244ad7-762d-4888-856a-c3f77de09437,8083882871,232090,1,114,0%,0,2015-04-29
16f2eae7-9cca-46c1-ad8d-2899bdf73865,8083882871,4000,1,32,0%,0,2015-03-29
966afefb-ba03-4453-9e4d-de56242a4e64,8083882871,206420,1,103,0%,0,2014-11-23
53833ab8-d82a-49ca-8e17-d00abe3670bf,8083882871,224260,1,91,0%,0,2014-02-12
2ae83dff-cc26-40b8-a904-383a232b8f6a,8083882871,550,1,26,0%,0,2013-12-26
6c65bfec-c8fc-4829-bdba-d4334d7f837e,8010679125,346110,1,217,0%,0,2015-08-29
0c871d1d-2812-4306-b8bd-8f490234b45d,8010679125,454890,1,301,0%,0,2020-06-29
4f2970a0-f6bd-4fb2-b0db-7fa3d56866e1,8086990597,570,-1,29,43%,3,2020-09-04
a4e7f483-ac74-4669-a606-e51967e1e7c8,8081394779,273350,1,305,33%,1,2020-07-16
e0465731-7c6b-4828-b487-1905e02df496,8085068505,730,1,107,100%,2,2015-05-31
d5b9afdd-b4b9-4ca0-905a-f7ed97b33ff5,8085068505,440,-1,424,0%,0,2020-06-26
92ecc411-cc6f-4096-9143-7676f1e0608b,8141443390,730,1,38,75%,3,2015-05-03
778b2cba-c804-471c-87f8-5b9cd151437a,8097333029,570,1,49,0%,0,2020-06-14
59c8e89f-2623-48d7-9945-e958524cdf4c,8073910768,730,1,74,0%,0,2015-08-06
ff14d845-a545-4bcd-9064-cf3d8de255b7,8042805870,370480,1,248,100%,2,2015-10-05
5a32d599-ac45-4695-831d-f183f1fe927c,8049699081,1840,1,152,100%,1,2014-12-17
2696787a-333b-4059-bdf9-667e78401c3d,8049699081,440,1,112,100%,1,2014-09-30
65b752a3-0320-4fa9-adb6-be85c5907d7b,8049699081,266210,1,70,50%,1,2015-03-10
ba787c76-228a-4ee1-8ce9-0ed1783f855f,8049699081,252490,-1,47,0%,0,2020-03-05
8b6b6857-b8dd-4d5d-a0d8-88de1077637c,8049699081,264200,1,48,0%,0,2015-03-10
fbf23363-af0e-493e-b39a-48619976b23d,8141694336,287700,1,38,80%,4,2015-09-01
7bf9180e-53ba-45af-a685-8cacdbe889c7,8141694336,730,-1,31,100%,2,2020-04-19
721420db-46b7-4163-aa29-f6c4f214b8fa,8141694336,310950,1,89,67%,2,2020-04-18
5548d1b9-a03d-47d1-b4dd-5e3f5044d5d8,8141694336,377160,1,11,0%,0,2015-11-18
173d0427-b6aa-47ef-a553-10c578f2133e,8141694336,221380,1,27,0%,0,2015-08-08
