item_id,tag_name,tag_order
102500,open world,3
102500,singleplayer,4
102500,fantasy,5
102500,hack and slash,6
102500,great soundtrack,7
102500,adventure,8
102500,character customization,9
102500,loot,10
102500,story rich,11
102500,crafting,12
102500,controller,13
102500,magic,14
102500,female protagonist,15
102500,sandbox,16
102500,rpg,17
102500,exploration,18
102500,atmospheric,19
102510,rpg,0
102510,action,1
102511,rpg,0
102511,action,1
10260,naval,0
10260,simulation,1
102600,third person,0
102600,fantasy,1
102600,shooter,2
102600,action,3
102600,funny,4
102600,co-op,5
102600,arcade,6
102600,indie,7
102600,adventure,8
102600,tower defense,9
102600,comedy,10
102600,multiplayer,11
102600,rpg,12
102600,third-person shooter,13
102600,great soundtrack,14
102600,score attack,15
102600,magic,16
102600,strategy,17
102600,singleplayer,18
102600,cartoony,19
102622,strategy,0
102622,indie,1
102622,action,2
102623,indie,0
102623,action,1
102623,strategy,2
10270,singleplayer,0
10270,rpg,1
10270,turn-based,2
10270,gothic,3
10270,turn-based strategy,4
10270,multiplayer,5
10270,strategy,6
10270,fantasy,7
10270,dark fantasy,8
102700,horror,0
102700,massively multiplayer,1
102700,strategy,2
102700,funny,3
102700,online co-op,4
102700,free to play,5
102700,fps,6
102700,adventure,7
102700,gore,8
102700,zombies,9
102700,singleplayer,10
102700,co-op,11
102700,multiplayer,12
102700,controller,13
102700,military,14
102700,survival,15
102700,open world,16
102700,first-person,17
102700,shooter,18
102700,action,19
102810,adventure,0
102810,twin stick shooter,1
102810,action,2
102810,co-op,3
102810,indie,4
102810,steampunk,5
102840,2d,0
102840,stylized,1
102840,action,2
102840,shooter,3
102840,indie,4
102840,difficult,5
102840,local co-op,6
102840,platformer,7
102840,controller,8
102840,mature,9
102840,side scroller,10
102840,co-op,11
102840,gore,12
102840,beat em up,13
102840,hack and slash,14
102840,adventure,15
102840,singleplayer,16
102850,aliens,0
102850,puzzle,1
102850,adventure,2
102850,stealth,3
102850,action,4
102850,indie,5
104000,indie,0
104000,strategy,1
104000,tower defense,2
104000,casual,3
104020,indie,0
104020,casual,1
104020,platformer,2
104200,casual,0
104200,comedy,1
104200,physics,2
104200,difficult,3
104200,shooter,4
104200,puzzle,5
104200,strategy,6
104200,exploration,7
104200,great soundtrack,8
104200,adventure,9
104200,anime,10
104200,family friendly,11
104200,indie,12
104200,open world,13
104200,2d,14
104200,action,15
104200,sci-fi,16
104200,shoot em up,17
104200,platformer,18
104200,singleplayer,19
10460,action,0
10460,third-person shooter,1
104600,singleplayer,0
104600,documentary,1
104700,free to play,0
104700,strategy,1
104700,indie,2
104700,third-person shooter,3
104700,sports,4
104700,singleplayer,5
104700,funny,6
104700,moba,7
104700,massively multiplayer,8
104700,multiplayer,9
104700,adventure,10
104700,action,11
104700,character customization,12
104700,first-person,13
104700,third person,14
104700,shooter,15
104700,competitive,16
104700,co-op,17
104700,class-based,18
104700,comedy,19
104900,multiplayer,0
104900,open world,1
104900,indie,2
104900,online co-op,3
104900,shooter,4
104900,action,5
104900,mechs,6
104900,first-person,7
104900,team-based,8
104900,third person,9
104900,co-op,10
104900,strategy,11
104900,fps,12
104900,rogue-like,13
104900,adventure,14
104900,pvp,15
104900,singleplayer,16
104900,third-person shooter,17
104900,sci-fi,18
104900,dinosaurs,19
10500,naval,0
10500,classic,1
10500,multiplayer,2
10500,america,3
10500,turn-based tactics,4
10500,great soundtrack,5
10500,historical,6
10500,adventure,7
10500,rts,8
10500,real time tactics,9
10500,grand strategy,10
10500,tactical,11
10500,action,12
10500,military,13
10500,singleplayer,14
10500,war,15
10500,strategy,16
10500,turn-based,17
10500,atmospheric,18
10500,turn-based strategy,19
105000,indie,0
105000,hand-drawn,1
105000,singleplayer,2
105000,story rich,3
105000,adventure,4
105000,sci-fi,5
105000,post-apocalyptic,6
105000,female protagonist,7
105000,puzzle,8
105000,point & click,9
105000,2d,10
105100,female protagonist,0
105100,puzzle,1
105100,casual,2
105100,indie,3
105100,point & click,4
105100,singleplayer,5
105100,short,6
105100,adventure,7
10520,sports,0
105300,casual,0
105300,indie,1
105300,puzzle,2
105300,singleplayer,3
105300,match 3,4
105420,comedy,0
105420,co-op,1
105420,platformer,2
105420,action,3
105420,female protagonist,4
105420,indie,5
105420,local co-op,6
105450,online co-op,0
105450,multiplayer,1
105450,city builder,2
105450,real-time,3
105450,war,4
105450,co-op,5
105450,base building,6
105450,resource management,7
105450,adventure,8
105450,real-time with pause,9
105450,rts,10
105450,strategy,11
105450,action,12
105450,open world,13
105450,simulation,14
105450,singleplayer,15
105450,building,16
105450,military,17
105450,historical,18
105450,classic,19
105600,adventure,0
105600,rpg,1
105600,crafting,2
105600,pixel graphics,3
105600,sandbox,4
105600,platformer,5
105600,exploration,6
105600,indie,7
105600,multiplayer,8
105600,family friendly,9
105600,atmospheric,10
105600,singleplayer,11
105600,building,12
105600,replay value,13
105600,online co-op,14
105600,open world,15
105600,2d,16
105600,co-op,17
105600,action,18
105600,survival,19
105700,retro,0
105700,adventure,1
105700,platformer,2
105700,action,3
105700,local co-op,4
105700,indie,5
105800,great soundtrack,0
105800,atmospheric,1
105800,colorful,2
105800,casual,3
105800,relaxing,4
105800,indie,5
105800,music,6
105800,action,7
105800,pixel graphics,8
105800,singleplayer,9
105800,platformer,10
105800,2d,11
105802,indie,0
105802,casual,1
10600,strategy,0
10604,strategy,0
10606,strategy,0
10607,strategy,0
10608,strategy,0
10680,atmospheric,0
10680,gore,1
10680,first-person,2
10680,blood,3
10680,action,4
10680,hunting,5
10680,co-op,6
10680,strategy,7
10680,online co-op,8
10680,survival,9
10680,stealth,10
10680,sci-fi,11
10680,survival horror,12
10680,fps,13
10680,aliens,14
10680,shooter,15
10680,singleplayer,16
10680,multiplayer,17
10680,horror,18
10680,adventure,19
10695,action,0
10697,action,0
107100,controller,0
107100,great soundtrack,1
107100,2d,2
107100,story rich,3
107100,twin stick shooter,4
107100,post-apocalyptic,5
107100,indie,6
107100,colorful,7
107100,singleplayer,8
107100,action rpg,9
107100,hack and slash,10
107100,atmospheric,11
107100,isometric,12
107100,adventure,13
107100,action,14
107100,dynamic narration,15
107100,narration,16
107100,music,17
107100,rpg,18
107100,fantasy,19
107104,great soundtrack,0
107104,action,1
107104,music,2
107104,indie,3
107104,soundtrack,4
107200,indie,0
107200,space,1
107200,exploration,2
107200,sci-fi,3
107200,rpg,4
107200,procedural generation,5
107200,2d,6
107200,singleplayer,7
107200,sandbox,8
107200,strategy,9
107200,open world,10
107200,adventure,11
107200,pirates,12
107200,rts,13
107200,zombies,14
107200,top-down,15
107200,action,16
107200,shooter,17
107300,fantasy,0
107300,turn-based,1
107300,indie,2
107300,horror,3
107300,retro,4
107300,parody,5
107300,rpg,6
107300,pixel graphics,7
107300,2d,8
107300,funny,9
107300,singleplayer,10
107300,rpgmaker,11
107300,comedy,12
107300,jrpg,13
107300,adventure,14
107300,short,15
107310,turn-based,0
107310,rpgmaker,1
107310,great soundtrack,2
107310,action,3
107310,comedy,4
107310,fantasy,5
107310,singleplayer,6
107310,adventure,7
107310,lovecraftian,8
107310,retro,9
107310,indie,10
107310,jrpg,11
107310,2d,12
107310,rpg,13
107310,parody,14
107310,memes,15
107310,funny,16
107310,pixel graphics,17
107410,online co-op,0
107410,strategy,1
107410,realistic,2
107410,action,3
107410,third-person shooter,4
107410,war,5
107410,moddable,6
107410,shooter,7
107410,simulation,8
107410,fps,9
107410,singleplayer,10
107410,trackir,11
107410,open world,12
107410,tactical,13
107410,military,14
107410,co-op,15
107410,multiplayer,16
107410,sandbox,17
107410,first-person,18
107410,team-based,19
107800,2.5d,0
107800,puzzle-platformer,1
107800,casual,2
107800,2d,3
107800,adventure,4
107800,side scroller,5
107800,physics,6
107800,space,7
107800,great soundtrack,8
107800,action,9
107800,platformer,10
107800,sci-fi,11
107800,indie,12
107800,puzzle,13
107800,singleplayer,14
107821,platformer,0
107821,indie,1
107821,action,2
107821,casual,3
108110,space,0
108110,sci-fi,1
108110,simulation,2
108110,rpg,3
108200,singleplayer,0
108200,family friendly,1
108200,trains,2
108200,turn-based,3
108200,indie,4
108200,touch-friendly,5
108200,strategy,6
108200,casual,7
108200,board game,8
108200,multiplayer,9
108210,simulation,0
108210,board game,1
108210,world war ii,2
108210,tactical,3
108210,multiplayer,4
108210,casual,5
108210,military,6
108210,turn-based,7
108210,strategy,8
108210,free to play,9
108230,indie,0
108230,casual,1
108230,strategy,2
108231,casual,0
108231,indie,1
108231,strategy,2
108232,indie,0
108232,casual,1
108232,strategy,2
108233,board game,0
108233,strategy,1
108233,casual,2
108233,indie,3
108500,puzzle-platformer,0
108500,singleplayer,1
108500,strategy,2
108500,sci-fi,3
108500,indie,4
108500,adventure,5
108500,puzzle,6
108500,steampunk,7
108500,platformer,8
108500,physics,9
108500,2d,10
108500,great soundtrack,11
108500,action,12
108600,open world,0
108600,survival horror,1
108600,singleplayer,2
108600,survival,3
108600,building,4
108600,multiplayer,5
108600,sandbox,6
108600,adventure,7
108600,co-op,8
108600,post-apocalyptic,9
108600,early access,10
108600,real-time with pause,11
108600,indie,12
108600,2d,13
108600,simulation,14
108600,crafting,15
108600,realistic,16
108600,zombies,17
108600,isometric,18
108600,rpg,19
108700,arcade,0
108700,racing,1
108700,remake,2
108700,action,3
108700,top-down,4
108710,cinematic,0
108710,mystery,1
108710,third-person shooter,2
108710,action,3
108710,great soundtrack,4
108710,thriller,5
108710,dark,6
108710,survival,7
108710,narration,8
108710,survival horror,9
108710,psychological horror,10
108710,supernatural,11
108710,story rich,12
108710,adventure,13
108710,third person,14
108710,horror,15
108710,atmospheric,16
108710,shooter,17
108710,episodic,18
108710,singleplayer,19
108726,adventure,0
108726,action,1
108800,futuristic,0
108800,singleplayer,1
108800,adventure,2
108800,story rich,3
108800,atmospheric,4
108800,benchmark,5
108800,open world,6
108800,first-person,7
108800,great soundtrack,8
108800,action,9
108800,3d vision,10
108800,sci-fi,11
108800,stealth,12
108800,multiplayer,13
108800,shooter,14
108800,survival,15
108800,aliens,16
108800,cyberpunk,17
108800,fps,18
108800,rpg,19
109200,rpg,0
109200,puzzle,1
109200,female protagonist,2
109200,casual,3
109200,match 3,4
109200,indie,5
109200,fantasy,6
109500,action,0
109500,indie,1
109500,memes,2
109600,co-op,0
109600,zombies,1
109600,action rpg,2
109600,fantasy,3
109600,character customization,4
109600,adventure,5
109600,rpg,6
109600,hack and slash,7
109600,action,8
109600,pvp,9
109600,third person,10
109600,open world,11
109600,mmorpg,12
109600,atmospheric,13
109600,comedy,14
109600,pve,15
109600,multiplayer,16
109600,free to play,17
109600,dragons,18
109600,massively multiplayer,19
109700,multiplayer,0
109700,time manipulation,1
109700,strategy,2
109700,rts,3
109700,sci-fi,4
109700,indie,5
109700,time travel,6
109700,moddable,7
109702,indie,0
11020,first-person,0
11020,sports,1
11020,arcade,2
11020,simulation,3
11020,competitive,4
11020,massively multiplayer,5
11020,indie,6
11020,casual,7
11020,difficult,8
11020,multiplayer,9
11020,adventure,10
11020,racing,11
11020,co-op,12
11020,controller,13
11020,level editor,14
11020,open world,15
11020,singleplayer,16
11020,free to play,17
11020,action,18
11020,sandbox,19
11040,rpg,0
11040,adventure,1
11040,puzzle,2
11040,mystery,3
11040,point & click,4
11040,detective,5
110400,indie,0
110400,parkour,1
110400,first-person,2
110400,platformer,3
110400,multiplayer,4
110400,fast-paced,5
110400,racing,6
11050,puzzle,0
11050,point & click,1
11050,adventure,2
11050,vampire,3
110500,arcade,0
110500,indie,1
110500,action,2
110600,arcade,0
110600,action,1
110600,indie,2
110600,shooter,3
110600,shoot em up,4
110610,arcade,0
110610,action,1
110610,indie,2
110630,twin stick shooter,0
110630,action,1
110630,indie,2
110630,arcade,3
110800,singleplayer,0
110800,third person,1
110800,open world,2
110800,story rich,3
110800,nudity,4
110800,puzzle,5
110800,investigation,6
110800,noir,7
110800,action,8
110800,detective,9
110800,strategy,10
110800,mystery,11
110800,crime,12
110800,third-person shooter,13
110800,mature,14
110800,adventure,15
110800,atmospheric,16
110800,rpg,17
110800,cinematic,18
110800,3d vision,19
110810,adventure,0
110810,singleplayer,1
110810,detective,2
110810,noir,3
110810,strategy,4
110810,open world,5
111000,indie,0
111000,steampunk,1
111000,puzzle,2
111000,casual,3
111000,hidden object,4
111000,point & click,5
111010,indie,0
111010,adventure,1
111010,hidden object,2
111010,point & click,3
111010,casual,4
111100,racing,0
111100,singleplayer,1
111100,level editor,2
111100,indie,3
111100,driving,4
111100,casual,5
11130,point & click,0
11130,mystery,1
11130,detective,2
11130,adventure,3
11130,first-person,4
111300,sports,0
111300,racing,1
111300,action,2
11140,point & click,0
11140,adventure,1
11140,horror,2
11140,detective,3
11140,first-person,4
11140,lovecraftian,5
11140,mystery,6
111400,action,0
111400,multiplayer,1
111400,co-op,2
111400,shooter,3
111400,indie,4
111402,action,0
111402,indie,1
111403,indie,0
111403,action,1
11150,adventure,0
11150,detective,1
11150,point & click,2
11150,mystery,3
111600,platformer,0
111600,action,1
111600,2d,2
111600,shooter,3
111600,comedy,4
111600,indie,5
111600,gore,6
111600,local co-op,7
111800,platformer,0
111800,puzzle,1
111800,casual,2
111800,indie,3
111800,puzzle-platformer,4
111800,robots,5
111800,singleplayer,6
111800,2d,7
11190,mystery,0
11190,rpg,1
11190,point & click,2
11190,detective,3
11190,puzzle,4
11190,adventure,5
111900,action,0
111900,multiplayer,1
111900,fantasy,2
111900,strategy,3
111900,moba,4
111900,co-op,5
111910,action,0
111910,strategy,1
111911,strategy,0
111911,action,1
111912,action,0
111912,strategy,1
111913,action,0
111913,strategy,1
111914,strategy,0
111914,action,1
111915,strategy,0
111915,action,1
111916,strategy,0
111916,action,1
11200,shooter,0
11200,singleplayer,1
11200,action,2
11200,local co-op,3
11200,sci-fi,4
11200,top-down,5
11200,top-down shooter,6
11200,co-op,7
11200,aliens,8
11200,isometric,9
112100,turn-based,0
112100,2d,1
112100,fantasy,2
112100,indie,3
112100,story rich,4
112100,retro,5
112100,crpg,6
112100,party-based rpg,7
112100,strategy,8
112100,exploration,9
112100,female protagonist,10
112100,adventure,11
112100,singleplayer,12
112100,grid-based movement,13
112100,rpg,14
112100,isometric,15
112100,turn-based combat,16
11230,casual,0
11230,platformer,1
11230,multiplayer,2
11230,racing,3
11230,indie,4
11240,casual,0
11240,space,1
11240,trading,2
11240,indie,3
11240,shooter,4
11240,first-person,5
11240,fps,6
11240,sci-fi,7
11240,action,8
11240,strategy,9
11250,simulation,0
11250,strategy,1
11250,world war ii,2
11260,strategy,0
11260,naval,1
11260,world war ii,2
11260,simulation,3
11280,first-person,0
11280,multiplayer,1
11280,indie,2
11280,memes,3
11280,action,4
11280,casual,5
11280,fps,6
11280,family friendly,7
11280,shooter,8
11280,great soundtrack,9
113020,action,0
113020,casual,1
113020,co-op,2
113020,controller,3
113020,loot,4
113020,crime,5
113020,singleplayer,6
113020,online co-op,7
113020,local multiplayer,8
113020,pixel graphics,9
113020,strategy,10
113020,local co-op,11
113020,heist,12
113020,great soundtrack,13
113020,2d,14
113020,indie,15
113020,adventure,16
113020,top-down,17
113020,stealth,18
113020,multiplayer,19
113200,adventure,0
113200,great soundtrack,1
113200,perma death,2
113200,arena shooter,3
113200,replay value,4
113200,procedural generation,5
113200,indie,6
113200,atmospheric,7
113200,rogue-lite,8
113200,rogue-like,9
113200,survival,10
113200,dungeon crawler,11
113200,bullet hell,12
113200,2d,13
113200,action,14
113200,top-down,15
113200,rpg,16
113200,difficult,17
113200,singleplayer,18
113200,dark,19
113204,singleplayer,0
113204,rogue-lite,1
113204,horror,2
113204,procedural generation,3
113204,adventure,4
113204,dark,5
113204,2d,6
113204,rogue-like,7
113204,difficult,8
113204,dungeon crawler,9
113204,replay value,10
113204,rpg,11
113204,gore,12
113204,great soundtrack,13
113204,indie,14
113204,action,15
11330,strategy,0
11330,indie,1
11330,singleplayer,2
11330,physics,3
11330,atmospheric,4
11330,casual,5
11330,puzzle,6
11330,great soundtrack,7
11340,casual,0
11340,top-down shooter,1
11340,2d,2
11340,top-down,3
11340,singleplayer,4
11340,indie,5
11340,action,6
11340,adventure,7
11340,shooter,8
11340,retro,9
11340,zombies,10
11340,arcade,11
11340,rpg,12
11340,horror,13
11340,atmospheric,14
113400,singleplayer,0
113400,nudity,1
113400,crime,2
113400,open world,3
113400,third person,4
113400,hacking,5
113400,character customization,6
113400,sandbox,7
113400,third-person shooter,8
113400,co-op,9
113400,adventure,10
113400,anime,11
113400,multiplayer,12
113400,action,13
113400,shooter,14
113400,racing,15
113400,fps,16
113400,massively multiplayer,17
113400,free to play,18
113400,pvp,19
113404,rpg,0
113404,survival,1
113404,massively multiplayer,2
113404,post-apocalyptic,3
113404,adventure,4
113404,action,5
113404,free to play,6
113405,massively multiplayer,0
113405,action,1
113405,free to play,2
113420,free to play,0
113420,co-op,1
113420,shooter,2
113420,fps,3
113420,open world,4
113420,multiplayer,5
113420,third-person shooter,6
113420,zombies,7
113420,mmorpg,8
113420,post-apocalyptic,9
113420,singleplayer,10
113420,action rpg,11
113420,rpg,12
113420,action,13
113420,crafting,14
113420,adventure,15
113420,survival,16
113420,sandbox,17
113420,first-person,18
113420,massively multiplayer,19
11360,2d,0
11360,casual,1
11360,retro,2
11360,great soundtrack,3
11360,singleplayer,4
11360,atmospheric,5
11360,physics,6
11360,puzzle,7
11360,indie,8
11370,short,0
11370,atmospheric,1
11370,adventure,2
11370,story rich,3
11370,first-person,4
11370,sci-fi,5
11370,horror,6
11370,singleplayer,7
11370,dystopian,8
11370,cyberpunk,9
11370,point & click,10
11370,indie,11
11390,simulation,0
11390,open world,1
11390,action,2
11390,racing,3
11390,singleplayer,4
11390,split screen,5
11390,local multiplayer,6
11390,driving,7
11390,adventure,8
11450,action rpg,0
11450,funny,1
11450,atmospheric,2
11450,action,3
11450,comedy,4
11450,fantasy,5
11450,story rich,6
11450,villain protagonist,7
11450,rpg,8
11450,rts,9
11450,open world,10
11450,multiplayer,11
11450,dark humor,12
11450,third person,13
11450,strategy,14
11450,puzzle,15
11450,action-adventure,16
11450,singleplayer,17
11450,hack and slash,18
11450,adventure,19
11480,rts,0
11480,world war ii,1
11480,strategy,2
115100,turn-based combat,0
115100,short,1
115100,puzzle,2
115100,funny,3
115100,controller,4
115100,casual,5
115100,cute,6
115100,jrpg,7
115100,indie,8
115100,comedy,9
115100,family friendly,10
115100,turn-based strategy,11
115100,singleplayer,12
115100,turn-based,13
115100,fantasy,14
115100,adventure,15
115100,quick-time events,16
115100,female protagonist,17
115100,rpg,18
115110,indie,0
115110,casual,1
115110,steampunk,2
115110,comedy,3
115110,funny,4
115110,short,5
115110,atmospheric,6
115110,family friendly,7
115110,puzzle,8
115110,third person,9
115110,adventure,10
115110,exploration,11
115110,cute,12
115110,singleplayer,13
115120,strategy,0
115120,mechs,1
115120,third-person shooter,2
115120,tower defense,3
115120,online co-op,4
115120,funny,5
115120,action,6
115120,comedy,7
115120,co-op,8
115200,rts,0
115200,historical,1
115200,strategy,2
115210,strategy,0
115210,historical,1
115210,rts,2
115220,rts,0
115220,historical,1
115220,strategy,2
115300,story rich,0
115300,survival,1
115300,controller,2
115300,co-op,3
115300,multiplayer,4
115300,shooter,5
115300,military,6
115300,point & click,7
115300,adventure,8
115300,action,9
115300,war,10
115300,linear,11
115300,first-person,12
115300,massively multiplayer,13
115300,zombies,14
115300,casual,15
115300,fps,16
115300,family friendly,17
115300,singleplayer,18
115300,online co-op,19
115320,hack and slash,0
115320,adventure,1
115320,gore,2
115320,violent,3
115320,co-op,4
115320,stealth,5
115320,parkour,6
115320,multiplayer,7
115320,third person,8
115320,zombies,9
115320,sandbox,10
115320,action,11
115320,sci-fi,12
115320,story rich,13
115320,open world,14
115320,horror,15
115320,rpg,16
115320,atmospheric,17
115320,singleplayer,18
115320,superhero,19
115340,action,0
115340,open world,1
11560,rts,0
11560,strategy,1
115800,adventure,0
115800,open world,1
115800,cute,2
115800,action,3
115800,atmospheric,4
115800,fantasy,5
115800,indie,6
115800,platformer,7
115800,funny,8
115800,metroidvania,9
115800,action-adventure,10
115800,2d,11
115800,puzzle-platformer,12
115800,pixel graphics,13
115800,rpg,14
115800,singleplayer,15
115800,retro,16
115800,great soundtrack,17
115800,flight,18
115800,story rich,19
11590,singleplayer,0
11590,simulation,1
11590,management,2
11610,adventure,0
11610,action,1
11610,multiplayer,2
11610,anime,3
11610,hack and slash,4
11610,dragons,5
11610,massively multiplayer,6
11610,mmorpg,7
11610,free to play,8
11610,dungeon crawler,9
11610,rpg,10
11610,fantasy,11
116100,arcade,0
116100,local multiplayer,1
116100,multiplayer,2
116100,indie,3
116100,racing,4
116120,casual,0
116120,arcade,1
116120,puzzle,2
116120,indie,3
116120,action,4
11900,puzzle,0
11900,casual,1
11900,music,2
1200,team-based,0
1200,historical,1
1200,action,2
1200,singleplayer,3
1200,fps,4
1200,simulation,5
1200,classic,6
1200,multiplayer,7
1200,realistic,8
1200,strategy,9
1200,world war ii,10
1200,tactical,11
1200,war,12
1200,shooter,13
1200,military,14
1200,atmospheric,15
12100,third person,0
12100,moddable,1
12100,singleplayer,2
12100,great soundtrack,3
12100,driving,4
12100,mature,5
12100,open world,6
12100,satire,7
12100,sandbox,8
12100,crime,9
12100,action,10
12100,violent,11
12100,adventure,12
12100,atmospheric,13
12100,silent protagonist,14
12100,shooter,15
12100,classic,16
12100,story rich,17
12100,multiplayer,18
12100,third-person shooter,19
12110,open world,0
12110,adventure,1
12110,music,2
12110,sandbox,3
12110,atmospheric,4
12110,third-person shooter,5
12110,driving,6
12110,classic,7
12110,mature,8
12110,action,9
12110,1980s,10
12110,shooter,11
12110,multiplayer,12
12110,great soundtrack,13
12110,moddable,14
12110,violent,15
12110,third person,16
12110,crime,17
12110,singleplayer,18
12110,funny,19
12120,third-person shooter,0
12120,story rich,1
12120,mature,2
12120,comedy,3
12120,rpg,4
12120,shooter,5
12120,classic,6
12120,atmospheric,7
12120,adventure,8
12120,action,9
12120,crime,10
12120,open world,11
12120,sandbox,12
12120,funny,13
12120,singleplayer,14
12120,third person,15
12120,driving,16
12120,moddable,17
12120,great soundtrack,18
12120,multiplayer,19
12130,third person,0
12130,mature,1
12130,survival,2
12130,action,3
12130,dark,4
12130,great soundtrack,5
12130,singleplayer,6
12130,psychological horror,7
12130,atmospheric,8
12130,horror,9
12130,stealth,10
12130,classic,11
12130,violent,12
12130,gore,13
12130,survival horror,14
12140,linear,0
12140,horror,1
12140,dark,2
12140,noir,3
12140,third-person shooter,4
12140,third person,5
12140,action,6
12140,shooter,7
12140,violent,8
12140,story rich,9
12140,great soundtrack,10
12140,crime,11
12140,singleplayer,12
12140,cinematic,13
12140,bullet time,14
12140,atmospheric,15
12140,detective,16
12140,classic,17
12140,psychological horror,18
12140,adventure,19
12150,dark,0
12150,story rich,1
12150,third person,2
12150,action,3
12150,bullet time,4
12150,cinematic,5
12150,third-person shooter,6
12150,singleplayer,7
12150,noir,8
12150,detective,9
12150,nudity,10
12150,classic,11
12150,atmospheric,12
12150,great soundtrack,13
12150,shooter,14
12150,adventure,15
12150,crime,16
12160,racing,0
12160,sandbox,1
12160,singleplayer,2
12160,multiplayer,3
12160,arcade,4
12160,great soundtrack,5
12160,classic,6
12160,open world,7
12170,singleplayer,0
12170,classic,1
12170,1990s,2
12170,open world,3
12170,top-down,4
12170,action,5
12170,2d,6
12170,adventure,7
12180,gore,0
12180,shooter,1
12180,crime,2
12180,singleplayer,3
12180,2d,4
12180,free to play,5
12180,open world,6
12180,action,7
12180,violent,8
12180,classic,9
12180,adventure,10
12200,simulation,0
12200,comedy,1
12200,open world,2
12200,classic,3
12200,multiplayer,4
12200,mature,5
12200,adventure,6
12200,atmospheric,7
12200,story rich,8
12200,exploration,9
12200,funny,10
12200,satire,11
12200,controller,12
12200,great soundtrack,13
12200,third person,14
12200,singleplayer,15
12200,dark humor,16
12200,first-person,17
12200,action,18
12200,sandbox,19
12220,adventure,0
12220,shooter,1
12220,mature,2
12220,driving,3
12220,funny,4
12220,atmospheric,5
12220,moddable,6
12220,open world,7
12220,nudity,8
12220,multiplayer,9
12220,great soundtrack,10
12220,third-person shooter,11
12220,racing,12
12220,crime,13
12220,singleplayer,14
12220,third person,15
12220,action,16
12220,sandbox,17
12220,comedy,18
12220,story rich,19
1230,multiplayer,0
1230,action,1
1230,world war ii,2
1230,mod,3
1230,realistic,4
1230,fps,5
1230,free to play,6
12310,dystopian,0
12310,casual,1
12310,sci-fi,2
12310,point & click,3
12310,female protagonist,4
12310,cyberpunk,5
12310,rpg,6
12310,adventure,7
12320,classic,0
12320,atmospheric,1
12320,hack and slash,2
12320,multiplayer,3
12320,female protagonist,4
12320,adventure,5
12320,singleplayer,6
12320,open world,7
12320,story rich,8
