item_id,spec_name
396750,Gamepad
4770,Single-player
306410,Single-player
396930,Steam Achievements
300060,Oculus Rift
294860,Steam Cloud
107200,Steam Trading Cards
412150,Single-player
17570,Stats
262120,Full controller support
8690,Multi-player
459630,Single-player
469990,Oculus Rift
385380,Online Multi-Player
453810,Single-player
443860,Shared/Split Screen
265240,Steam Leaderboards
451670,Partial Controller Support
12830,Single-player
336130,Single-player
335090,Partial Controller Support
397270,Steam Cloud
380100,Steam Leaderboards
412230,Single-player
285960,Single-player
268870,Steam Leaderboards
349250,Steam Achievements
419090,Steam Trading Cards
22230,Partial Controller Support
370460,Multi-player
252770,Steam Trading Cards
385600,Single-player
393950,Steam Trading Cards
230410,Single-player
366610,Steam Trading Cards
466170,Steam Leaderboards
398630,Single-player
244950,Single-player
266090,Single-player
389650,Full controller support
433950,Steam Leaderboards
437890,Single-player
230190,Online Multi-Player
365140,Full controller support
248820,Multi-player
220240,Single-player
341150,Steam Cloud
409920,Single-player
325610,Steam Trading Cards
302060,Partial Controller Support
248820,Single-player
367090,Steam Achievements
458970,Local Multi-Player
34420,Multi-player
429690,Local Multi-Player
356090,Steam Trading Cards
423770,Single-player
326520,Steam Trading Cards
461710,Steam Achievements
320340,Steam Achievements
367670,Full controller support
235210,Steam Achievements
390940,Steam Trading Cards
433340,Steam Trading Cards
265120,Steam Workshop
248530,Partial Controller Support
337110,Steam Cloud
102700,Co-op
339200,Single-player
269170,Steam Cloud
269670,Shared/Split Screen
454420,Steam Achievements
246620,Online Multi-Player
227080,Steam Achievements
246680,Includes level editor
252490,Valve Anti-Cheat enabled
372930,Steam Achievements
372030,Single-player
312450,Includes level editor
463980,Steam Achievements
416180,Online Co-op
107410,Steam Workshop
352240,Steam Cloud
268220,Full controller support
102700,Online Co-op
200410,Partial Controller Support
343440,Full controller support
57900,Single-player
392580,Steam Achievements
389170,Full controller support
316600,Steam Trading Cards
454460,Single-player
350150,Multi-player
95400,Steam Leaderboards
237430,Steam Trading Cards
497580,Steam Cloud
356890,Multi-player
427510,Steam Trading Cards
341150,Local Multi-Player
447310,Steam Leaderboards
324800,Full controller support
372350,Steam Achievements
451840,Online Co-op
350620,Multi-player
493780,Includes level editor
80000,Co-op
396750,Steam Achievements
253370,Includes level editor
91810,Partial Controller Support
45740,Co-op
462830,Shared/Split Screen
328640,Full controller support
298400,Stats
239160,Steam Leaderboards
384190,Single-player
315860,Single-player
303860,Multi-player
421030,Single-player
349460,Steam Achievements
63710,Full controller support
308060,Single-player
485870,Steam Achievements
408900,Multi-player
12600,Single-player
203290,Steam Cloud
230270,Shared/Split Screen
361850,Steam Achievements
375040,Full controller support
286940,Co-op
339510,Captions available
373290,Steam Achievements
232890,Includes level editor
254590,Keyboard / Mouse
222940,Single-player
377200,Single-player
464830,Steam Trading Cards
244930,Steam Trading Cards
345540,Steam Achievements
211970,Multi-player
418650,Tracked Motion Controllers
397780,Steam Achievements
374900,Full controller support
61600,Single-player
493650,Steam Achievements
458480,Single-player
225260,Multi-player
20820,Single-player
232890,Steam Trading Cards
517910,Single-player
450390,HTC Vive
290790,Includes level editor
302790,Steam Achievements
45400,Steam Achievements
51020,Single-player
501990,Single-player
363680,Single-player
422140,Single-player
280180,Steam Workshop
57730,Multi-player
419810,Steam Cloud
237570,Steam Trading Cards
385980,Partial Controller Support
239090,Shared/Split Screen
102840,Steam Leaderboards
49470,Partial Controller Support
379290,Shared/Split Screen
499230,Online Multi-Player
18820,Steam Cloud
357280,Steam Trading Cards
358460,Steam Achievements
386420,Steam Trading Cards
318480,Single-player
249950,Cross-Platform Multiplayer
285840,Steam Trading Cards
287860,Full controller support
265770,Steam Leaderboards
428190,Single-player
437160,Steam Achievements
262000,Steam Cloud
367260,Shared/Split Screen
210770,Co-op
314590,Full controller support
361380,Single-player
384110,Full controller support
310560,Oculus Rift
212070,Steam Trading Cards
340380,Single-player
455160,HTC Vive
235400,Multi-player
28000,Single-player
17570,Valve Anti-Cheat enabled
294810,Steam Trading Cards
21500,Single-player
434220,Single-player
420790,In-App Purchases
397460,Partial Controller Support
211900,Cross-Platform Multiplayer
235380,Steam Achievements
209670,Shared/Split Screen
356050,Single-player
224260,Co-op
501280,Oculus Rift
39800,Steam Cloud
207140,Stats
460990,Tracked Motion Controllers
333210,Steam Trading Cards
279140,Partial Controller Support
357010,Steam Leaderboards
338630,Steam Leaderboards
351450,Single-player
285520,Steam Trading Cards
307960,Includes level editor
418910,Single-player
427250,Co-op
274620,Steam Leaderboards
46520,Steam Leaderboards
485440,Single-player
341310,Single-player
241720,Includes level editor
340350,Cross-Platform Multiplayer
260250,Steam Achievements
293500,Multi-player
263980,Single-player
299720,Steam Trading Cards
337180,Steam Cloud
278460,Steam Achievements
37100,Single-player
325520,Single-player
423810,Steam Trading Cards
462480,Oculus Rift
296010,Single-player
440810,Steam Trading Cards
251710,Single-player
397820,Steam Achievements
237740,Steam Achievements
334470,Single-player
46600,Multi-player
200050,Single-player
397060,Steam Trading Cards
398970,Steam Trading Cards
46750,Single-player
464760,Partial Controller Support
392950,Steam Achievements
398980,Steam Achievements
438080,Cross-Platform Multiplayer
291480,Multi-player
413680,Steam Achievements
20500,Steam Trading Cards
351400,Single-player
356800,Single-player
317530,Full controller support
366280,Single-player
246070,Steam Workshop
434700,Single-player
367500,Steam Leaderboards
368740,Steam Leaderboards
275670,Steam Trading Cards
4300,Includes level editor
211340,Steam Trading Cards
242590,Single-player
17430,Single-player
12200,Partial Controller Support
502140,Steam Achievements
350780,Single-player
31300,Single-player
414120,Tracked Motion Controllers
300300,Partial Controller Support
306700,Full controller support
467480,Full controller support
223220,Steam Achievements
246700,Partial Controller Support
241720,Co-op
284830,Steam Trading Cards
330680,Single-player
455230,Full controller support
364380,HTC Vive
301250,Cross-Platform Multiplayer
298050,Single-player
294100,Single-player
431290,Full controller support
346770,Single-player
414370,Local Multi-Player
297120,Steam Leaderboards
280220,Single-player
468780,Partial Controller Support
513980,Steam Trading Cards
222980,Full controller support
365070,Partial Controller Support
431590,Single-player
473460,Single-player
404050,Single-player
339230,Single-player
356560,Steam Trading Cards
348020,Full controller support
497590,Single-player
347710,Steam Trading Cards
305620,Steam Achievements
467760,Steam Achievements
320430,Steam Achievements
521330,Co-op
369860,Steam Achievements
286880,Shared/Split Screen
438130,Steam Cloud
446050,Steam Achievements
331440,Single-player
263540,Steam Trading Cards
458450,Captions available
498470,Steam Leaderboards
518680,Steam Leaderboards
328680,Steam Trading Cards
239140,Steam Achievements
445420,Single-player
269270,Includes level editor
252870,Standing
494660,Single-player
255320,Steam Achievements
278510,Single-player
296590,Steam Achievements
6060,Partial Controller Support
200910,Single-player
359260,Single-player
327150,Shared/Split Screen
326720,Single-player
364250,Steam Achievements
438130,Steam Trading Cards
451570,Steam Achievements
503480,Shared/Split Screen
367270,Steam Cloud
320630,Single-player
449210,Steam Trading Cards
338300,Steam Cloud
434620,Steam Achievements
510780,Steam Cloud
432850,HTC Vive
485490,Steam Trading Cards
298520,Single-player
231160,Full controller support
394230,Online Multi-Player
35130,Single-player
359320,Co-op
314070,Steam Trading Cards
283640,Full controller support
241540,Steam Leaderboards
247350,Shared/Split Screen
277390,Shared/Split Screen
230290,Seated
414510,Steam Achievements
302320,Multi-player
342980,Single-player
352140,Steam Trading Cards
296710,Full controller support
492710,Steam Trading Cards
203750,Steam Achievements
356100,Steam Trading Cards
204340,Co-op
276810,Single-player
397670,Single-player
339160,Steam Trading Cards
272470,Co-op
203160,Steam Trading Cards
223220,Multi-player
330620,Steam Achievements
510990,Seated
416790,Steam Cloud
277520,Single-player
268520,Multi-player
356180,HTC Vive
377100,Steam Achievements
325110,Single-player
310700,Full controller support
299420,Includes level editor
380670,Room-Scale
503210,Steam Trading Cards
454830,Seated
336110,Stats
413740,Partial Controller Support
498240,Full controller support
388500,Steam Achievements
227860,Includes level editor
235070,Full controller support
234820,Steam Cloud
269210,Multi-player
204860,Single-player
411080,Single-player
418310,Steam Achievements
383180,Steam Cloud
501920,Single-player
102700,Online Multi-Player
426560,Single-player
217120,Steam Leaderboards
415150,Full controller support
332250,Full controller support
340700,Steam Cloud
500,Steam Cloud
62000,Single-player
33460,Single-player
450650,Full controller support
57900,Stats
374640,Steam Achievements
352700,Stats
468150,Shared/Split Screen
251830,Partial Controller Support
490880,Steam Trading Cards
510930,Steam Leaderboards
516650,Single-player
499110,Steam Trading Cards
248290,Steam Trading Cards
252730,Multi-player
7220,Single-player
46600,Steam Leaderboards
318260,Steam Cloud
476240,Steam Cloud
435150,Captions available
473910,Standing
407880,Single-player
287450,Steam Leaderboards
438080,Steam Leaderboards
398110,Single-player
302590,Online Multi-Player
285160,Full controller support
263060,Steam Workshop
244210,HTC Vive
13000,Single-player
424010,Single-player
337880,Single-player
253190,Includes level editor
205070,Steam Cloud
362810,Shared/Split Screen
377080,Steam Trading Cards
461180,Oculus Rift
397500,Full controller support
344220,Single-player
499340,Full controller support
403270,Standing
263880,Full controller support
392940,Steam Achievements
279920,Gamepad
303800,Single-player
237570,Steam Cloud
334270,Single-player
441640,Single-player
335550,Steam Achievements
207250,Steam Achievements
438650,Keyboard / Mouse
380220,Steam Leaderboards
359250,Steam Trading Cards
331980,Steam Achievements
381120,Full controller support
476460,Single-player
17390,Single-player
398480,Steam Trading Cards
252330,Steam Cloud
272510,Steam Cloud
453090,Stats
426790,Full controller support
300,Stats
252770,Single-player
369030,Steam Leaderboards
262390,Single-player
399920,Single-player
346110,Steam Workshop
395580,Multi-player
351480,Cross-Platform Multiplayer
314770,Single-player
221540,Captions available
415150,Steam Cloud
343390,Single-player
422590,Multi-player
209730,Partial Controller Support
270010,Steam Leaderboards
290770,Steam Achievements
208460,Stats
11330,Steam Achievements
258010,Co-op
311800,Steam Achievements
45500,Multi-player
357830,Full controller support
407510,Multi-player
310700,Single-player
482920,Cross-Platform Multiplayer
391210,Steam Leaderboards
434050,Steam Workshop
225420,Cross-Platform Multiplayer
276430,Steam Cloud
355080,Steam Achievements
466720,Tracked Motion Controllers
333810,Single-player
448750,Steam Trading Cards
333540,Single-player
31170,Single-player
448570,Steam Achievements
376560,Partial Controller Support
365160,Single-player
236390,MMO
340580,Shared/Split Screen
314000,Steam Achievements
302830,Co-op
377870,Steam Achievements
405970,Single-player
32900,Single-player
449530,Single-player
473460,Steam Achievements
286120,Steam Achievements
434650,Local Co-op
349300,Steam Trading Cards
379530,Full controller support
252870,HTC Vive
463290,Tracked Motion Controllers
337930,Steam Trading Cards
33520,Single-player
437660,Steam Achievements
404050,Full controller support
523080,Single-player
455400,Steam Cloud
277930,Single-player
414810,Steam Leaderboards
358080,Single-player
505210,Single-player
338810,Shared/Split Screen
370020,Single-player
42910,Steam Trading Cards
242800,Steam Trading Cards
13530,Single-player
253710,Steam Achievements
314360,Steam Trading Cards
49300,Steam Achievements
368310,Single-player
284200,Steam Cloud
422130,Single-player
282800,Stats
202130,Steam Cloud
349720,Single-player
262940,Full controller support
363600,Steam Trading Cards
215670,Steam Trading Cards
457770,Steam Leaderboards
206250,Single-player
291010,Single-player
400380,Steam Achievements
244630,Steam Cloud
261350,Cross-Platform Multiplayer
249130,Single-player
200510,Steam Cloud
17410,Partial Controller Support
10250,Single-player
207320,Steam Achievements
508820,Steam Trading Cards
321940,Single-player
352190,Steam Cloud
497470,Single-player
305390,Multi-player
46350,Single-player
406550,Steam Trading Cards
284410,Single-player
460890,Single-player
244030,Co-op
402000,Single-player
271760,Multi-player
431250,Multi-player
433600,Steam Achievements
500100,Single-player
443860,Full controller support
427270,Partial Controller Support
111900,Single-player
247310,Steam Achievements
273030,Captions available
502710,Single-player
320760,Steam Trading Cards
336250,Steam Leaderboards
384590,Steam Leaderboards
268540,Single-player
371460,Steam Cloud
45000,Partial Controller Support
315940,Partial Controller Support
340050,Single-player
501180,Single-player
286200,Steam Achievements
485370,Steam Trading Cards
225260,Full controller support
453960,Single-player
517810,Single-player
274880,Multi-player
349040,Full controller support
404770,In-App Purchases
254200,Online Multi-Player
334690,Single-player
454520,Full controller support
368690,Online Multi-Player
473770,Includes level editor
208670,Partial Controller Support
386930,Tracked Motion Controllers
348360,Single-player
451230,MMO
397960,Single-player
297590,Captions available
498600,HTC Vive
376880,Steam Achievements
367500,Full controller support
46250,Includes level editor
80310,Single-player
45730,Steam Achievements
357670,Local Multi-Player
371550,Full controller support
278640,Partial Controller Support
385270,Steam Leaderboards
290790,Steam Achievements
448620,Steam Trading Cards
454530,Single-player
339500,Stats
361020,Single-player
239200,Single-player
212700,Steam Achievements
293940,Single-player
357010,Seated
346080,Steam Trading Cards
214730,Stats
228440,Includes level editor
383330,Single-player
331600,Partial Controller Support
420570,Steam Leaderboards
453830,Steam Trading Cards
274700,Steam Leaderboards
368140,Single-player
342610,Steam Trading Cards
452060,Steam Cloud
416720,Single-player
378750,Single-player
730,In-App Purchases
375420,Includes level editor
273850,Steam Cloud
503480,Full controller support
491520,Partial Controller Support
312980,Single-player
420790,Steam Achievements
285920,Single-player
4700,Multi-player
392020,Single-player
294860,Steam Trading Cards
402170,Steam Achievements
368770,Single-player
324830,Valve Anti-Cheat enabled
234650,Steam Cloud
390890,Shared/Split Screen
389840,Steam Trading Cards
497180,Steam Trading Cards
351170,Captions available
434820,Steam Leaderboards
340340,Full controller support
257850,Steam Achievements
42500,Steam Cloud
347400,Steam Achievements
393430,Seated
416030,Steam Trading Cards
35140,Steam Achievements
360170,Co-op
344230,Steam Cloud
366270,Single-player
24010,In-App Purchases
251410,Steam Achievements
336060,Single-player
46350,Steam Cloud
282680,Single-player
350210,Steam Achievements
254480,Single-player
314380,Single-player
245170,Steam Leaderboards
323470,Steam Trading Cards
431290,Steam Cloud
256070,Full controller support
436140,Steam Trading Cards
19500,Partial Controller Support
403200,Includes level editor
15170,Single-player
432610,Partial Controller Support
357670,Online Multi-Player
393920,Steam Trading Cards
15200,Multi-player
207000,Full controller support
438160,Single-player
386880,Steam Trading Cards
282900,Steam Trading Cards
494120,Steam Trading Cards
422860,Standing
314150,Steam Leaderboards
462730,Steam Trading Cards
347660,Steam Leaderboards
433790,Partial Controller Support
463710,Steam Trading Cards
355180,Cross-Platform Multiplayer
422250,Single-player
355130,Steam Trading Cards
440730,Steam Leaderboards
461580,Steam Achievements
393600,Single-player
269570,Single-player
274170,Full controller support
366670,Single-player
391310,Partial Controller Support
299540,Captions available
238240,Multi-player
398180,Tracked Motion Controllers
348490,Steam Achievements
249130,Steam Achievements
224040,Full controller support
430240,Steam Achievements
348460,Steam Achievements
524690,HTC Vive
450540,HTC Vive
384750,Single-player
333130,Steam Leaderboards
413150,Steam Cloud
25010,Single-player
283000,Steam Workshop
292380,Steam Trading Cards
361420,Full controller support
341980,Steam Achievements
208140,Online Multi-Player
269110,Steam Trading Cards
424830,Full controller support
272600,Steam Trading Cards
512020,Partial Controller Support
298600,Partial Controller Support
356110,Full controller support
263960,Single-player
461480,Single-player
343120,Shared/Split Screen
465170,Steam Achievements
244410,Multi-player
212160,Partial Controller Support
270010,Steam Achievements
323850,Includes level editor
454570,Steam Trading Cards
357280,Steam Achievements
468160,Steam Achievements
412740,Standing
339340,Steam Trading Cards
469560,Tracked Motion Controllers
366270,Shared/Split Screen
348270,Stats
439440,Co-op
477160,Stats
404860,Steam Trading Cards
254480,Partial Controller Support
102840,Steam Achievements
273350,Single-player
301650,Partial Controller Support
237870,Steam Trading Cards
307960,Partial Controller Support
368830,Single-player
448610,Steam Trading Cards
339860,Steam Cloud
331210,Single-player
1520,Multi-player
218510,Co-op
105600,Steam Trading Cards
437080,Seated
322440,Steam Achievements
299360,Steam Workshop
367260,Steam Achievements
410150,Full controller support
249930,Single-player
520820,Single-player
504240,Single-player
234490,Single-player
437340,Online Multi-Player
457960,HTC Vive
405000,Local Multi-Player
394280,Single-player
342190,Windows Mixed Reality
457660,Standing
425410,Steam Achievements
471160,Room-Scale
3310,Single-player
388060,Steam Trading Cards
222980,Steam Achievements
295750,Single-player
263620,Full controller support
323490,Steam Cloud
486140,Room-Scale
355150,Single-player
437900,Multi-player
273350,Valve Anti-Cheat enabled
390730,Steam Achievements
236870,Steam Cloud
260570,Single-player
203140,Single-player
110610,Steam Achievements
338530,Steam Trading Cards
253710,Single-player
384490,Steam Cloud
40980,Co-op
403270,Co-op
342240,Captions available
267920,Steam Trading Cards
494470,Steam Trading Cards
373810,Steam Leaderboards
215670,Single-player
32360,Full controller support
348430,Steam Leaderboards
16600,Multi-player
449540,Steam Workshop
291410,Steam Achievements
336510,Steam Trading Cards
358830,Captions available
400580,Steam Achievements
367930,Captions available
413510,Full controller support
250720,Steam Trading Cards
469650,HTC Vive
279800,Steam Cloud
111800,Steam Achievements
434420,Full controller support
444940,Full controller support
366690,Full controller support
334100,Stats
411590,Steam Cloud
395930,Single-player
105420,Full controller support
317790,Single-player
348440,Steam Cloud
256010,Steam Workshop
388440,Single-player
273600,Multi-player
319740,Full controller support
404770,Online Multi-Player
262770,Single-player
238460,Co-op
438430,Partial Controller Support
462530,Seated
426630,Co-op
37500,Co-op
436390,Full controller support
248550,Full controller support
497400,Steam Trading Cards
61700,Valve Anti-Cheat enabled
312450,Single-player
230410,Steam Trading Cards
491170,Steam Trading Cards
523090,Tracked Motion Controllers
252690,Co-op
208200,Multi-player
296930,Partial Controller Support
18820,Stats
299360,Stats
280320,Single-player
402390,Shared/Split Screen
487530,Steam Achievements
371200,Steam Workshop
91100,Partial Controller Support
254700,Steam Achievements
385590,Single-player
280600,Partial Controller Support
371370,Single-player
320540,Single-player
8930,Multi-player
390340,Full controller support
511010,Single-player
209080,Steam Trading Cards
65700,Multi-player
287700,Steam Cloud
205080,Single-player
495890,Steam Trading Cards
113020,Co-op
415910,Steam Achievements
335300,Multi-player
511830,Tracked Motion Controllers
305980,Partial Controller Support
391040,Full controller support
266370,Steam Leaderboards
434890,Single-player
422980,Shared/Split Screen
396860,Single-player
331980,Steam Trading Cards
500660,Single-player
247000,Online Multi-Player
422590,Cross-Platform Multiplayer
316140,Steam Cloud
496300,Full controller support
439250,Single-player
444930,HTC Vive
381090,Steam Achievements
406120,Multi-player
528580,Tracked Motion Controllers
388450,Steam Achievements
365760,Single-player
453650,Steam Leaderboards
32440,Full controller support
458370,Room-Scale
288140,In-App Purchases
327060,Steam Trading Cards
434480,Partial Controller Support
369310,Steam Trading Cards
420,Includes Source SDK
486630,Single-player
464620,Single-player
427980,Steam Trading Cards
444090,Multi-player
427860,Single-player
251370,Steam Achievements
399640,Single-player
375750,Steam Cloud
91100,Single-player
351860,Multi-player
392920,Steam Cloud
252610,Single-player
433790,Single-player
111100,Includes level editor
321370,Single-player
408960,Co-op
65300,Steam Trading Cards
375450,Single-player
281610,Steam Cloud
429280,Single-player
437520,Full controller support
364250,Steam Leaderboards
219780,Single-player
439910,Steam Cloud
61600,Steam Cloud
372030,Partial Controller Support
416350,Steam Achievements
201210,Single-player
94303,Steam Trading Cards
408760,Steam Cloud
346470,Steam Cloud
373610,Steam Leaderboards
444550,Gamepad
325730,Steam Trading Cards
285350,Steam Leaderboards
224820,Single-player
277390,Single-player
260330,Steam Trading Cards
347940,Single-player
300300,Steam Achievements
227780,Includes level editor
341800,Gamepad
20500,Multi-player
408440,Steam Trading Cards
262080,Steam Leaderboards
514290,Steam Achievements
267530,Steam Achievements
512240,Tracked Motion Controllers
382050,Shared/Split Screen
286360,Steam Trading Cards
312610,Multi-player
400450,Steam Cloud
382320,Single-player
382130,Steam Leaderboards
266130,Single-player
324510,Full controller support
278810,Steam Cloud
276730,Shared/Split Screen
215510,Steam Achievements
220823,Steam Achievements
214420,Multi-player
416180,Includes level editor
44600,Single-player
295670,Steam Leaderboards
471170,Steam Trading Cards
4520,Co-op
1930,Multi-player
23700,Multi-player
242820,Steam Trading Cards
311190,Steam Trading Cards
332390,Steam Achievements
234630,Steam Trading Cards
110400,Single-player
282370,Steam Cloud
438920,Multi-player
318260,Steam Trading Cards
269230,Shared/Split Screen
9030,Single-player
282100,Steam Achievements
467890,Standing
364250,Full controller support
407290,Steam Achievements
269810,Single-player
386560,Full controller support
367090,Steam Leaderboards
413470,Single-player
414510,Single-player
233450,Steam Achievements
242640,Single-player
35420,Single-player
285820,Shared/Split Screen
424830,Multi-player
18820,Partial Controller Support
461500,Gamepad
291960,Steam Trading Cards
61500,Single-player
377280,Steam Trading Cards
211400,Full controller support
468820,Full controller support
436060,Steam Cloud
203680,Steam Achievements
45750,Partial Controller Support
521000,Stats
273240,Steam Trading Cards
482120,Steam Trading Cards
437880,Full controller support
363460,Single-player
266170,Single-player
416630,Steam Achievements
412860,Steam Achievements
295690,Single-player
378580,Single-player
386360,Steam Trading Cards
316480,Shared/Split Screen
326670,Steam Trading Cards
367660,Steam Leaderboards
363900,Single-player
262920,Steam Trading Cards
345290,Single-player
454970,Steam Trading Cards
263680,Steam Achievements
400910,Steam Achievements
280520,Single-player
457960,Standing
431770,Local Multi-Player
448440,Steam Trading Cards
456830,Shared/Split Screen
383540,Single-player
496160,Seated
312920,Steam Achievements
493730,Commentary available
329320,Steam Achievements
460890,Steam Trading Cards
411820,Oculus Rift
321260,Stats
204060,Steam Achievements
503340,Multi-player
423800,Single-player
2810,Single-player
463350,Steam Trading Cards
32200,Steam Achievements
314950,Gamepad
323470,Steam Leaderboards
80340,Steam Achievements
280740,Single-player
452120,Single-player
346510,Full controller support
209520,Steam Achievements
256370,Partial Controller Support
467930,Steam Achievements
358330,Single-player
322680,Steam Trading Cards
249050,Online Co-op
484950,Steam Achievements
415800,Steam Workshop
303210,Captions available
366570,Single-player
282140,Full controller support
342540,Single-player
337350,Steam Workshop
417900,Multi-player
244770,Partial Controller Support
16600,Single-player
435530,Steam Trading Cards
437740,Single-player
242960,Single-player
437400,Keyboard / Mouse
316810,Single-player
404790,Partial Controller Support
424100,HTC Vive
294390,Single-player
335690,Single-player
215100,Steam Trading Cards
333340,Cross-Platform Multiplayer
335220,Single-player
275490,Steam Achievements
391180,Steam Achievements
377080,Steam Cloud
458110,Room-Scale
265590,Single-player
273940,Single-player
365020,Full controller support
302470,Single-player
366970,Full controller support
314590,Steam Trading Cards
351730,Single-player
343020,Steam Leaderboards
361280,Steam Cloud
3020,Multi-player
204960,Stats
322950,Steam Achievements
425670,Steam Cloud
410320,Steam Achievements
282860,Steam Workshop
239070,Multi-player
414810,Single-player
247910,Steam Cloud
436560,Online Multi-Player
353640,Steam Achievements
319430,Shared/Split Screen
429680,Single-player
265120,Single-player
257830,Single-player
268500,Steam Workshop
269690,Single-player
67000,Steam Leaderboards
427930,Single-player
427030,Partial Controller Support
317330,Steam Trading Cards
216890,Multi-player
280740,Steam Workshop
278590,Steam Trading Cards
444580,Partial Controller Support
342260,Gamepad
379720,Multi-player
285840,Steam Leaderboards
105300,Steam Achievements
98300,Partial Controller Support
22200,Single-player
243780,Single-player
259760,Shared/Split Screen
375530,Steam Achievements
338040,Single-player
204760,Single-player
242530,Steam Cloud
421740,Single-player
344880,Steam Achievements
342490,Steam Achievements
348540,Steam Achievements
380550,Steam Trading Cards
41500,Single-player
421260,Steam Cloud
358340,Partial Controller Support
463000,Partial Controller Support
473710,Single-player
108500,Steam Achievements
298520,Cross-Platform Multiplayer
281260,Single-player
415420,Steam Achievements
266410,MMO
498580,Steam Trading Cards
285310,Single-player
501190,Steam Achievements
344850,Single-player
463100,Single-player
339400,Steam Trading Cards
265330,Steam Trading Cards
360640,Single-player
428370,Seated
330720,Single-player
322970,Steam Trading Cards
375290,Steam Trading Cards
344740,Local Co-op
458450,Steam Leaderboards
397580,Stats
241600,Steam Trading Cards
418430,Full controller support
238530,Single-player
38740,Partial Controller Support
327010,Steam Achievements
346120,Steam Achievements
351710,Steam Achievements
508990,Steam Trading Cards
322680,Single-player
359220,Includes level editor
102200,Stats
346430,Steam Trading Cards
312450,Steam Achievements
376770,Single-player
290040,Single-player
467790,Single-player
513630,Single-player
264400,Steam Cloud
314410,Co-op
228960,Commentary available
275610,Steam Cloud
440950,Single-player
355630,Steam Leaderboards
443250,Single-player
32400,Steam Cloud
223470,Steam Workshop
10090,Single-player
364830,Stats
407290,Steam Trading Cards
521000,Single-player
432310,Multi-player
311770,Shared/Split Screen
305800,Commentary available
242980,Single-player
425450,Stats
6510,Multi-player
212070,Multi-player
267980,Steam Cloud
397090,Single-player
279480,Cross-Platform Multiplayer
493100,Single-player
500,Captions available
372360,Steam Achievements
368730,Full controller support
