id,user_name,profile_image,items_count
8052784112,76561198052784112,0,0
8072706529,76561198072706529,0,59
8215949741,76561198215949741,0,2
8086990597,GGargula,1,185
8081394779,Myther43,1,213
8085068505,getf0kinn0sc0pedm9,1,78
8141443390,76561198141443390,0,107
8031924053,76561198031924053,0,4
8097333029,76561198097333029,0,23
8069196370,dominiclim99,1,16
8073910768,whodafuqisthisguilao,1,41
8072205329,76561198072205329,0,21
8040729204,Icamebackbitches,1,76
8042805870,Magjiikal,1,162
8049699081,ohnospaghet,1,176
8060062487,76561198060062487,0,5
8050347115,76561198050347115,0,95
8141694336,2768820078,1,91
8049968536,76561198049968536,0,53
8056392326,76561198056392326,0,141
8077997412,2d4nk4m3,1,160
8074003102,76561198074003102,0,9
8078478151,76561198078478151,0,23
8069274972,exiaez,1,37
8043909770,BURNINGchicken3,1,307
8066835162,76561198066835162,0,112
8069593452,76561198069593452,0,34
7997052702,undietaker,1,92
8095921854,76561198095921854,0,82
8160640899,EizanAratoFujimaki,1,391
8067103238,POOTISSPENSOR,1,26
8081342211,angorabug,1,49
8034252291,TeCool,1,56
8067775813,ZyhgarThestarweaver,1,179
8043816230,2xDelorean,1,55
8044031549,washington_,1,112
8085386998,jewxxl,1,0
8088944293,76561198088944293,0,131
8092540221,76561198092540221,0,0
8061769804,76561198061769804,0,40
8061475436,76561198061475436,0,0
8051258119,76561198051258119,0,73
8065771371,76561198065771371,0,64
8053801332,nubquake123,1,76
8059267109,Pyromanic,1,41
8109656922,76561198109656922,0,43
8149432604,76561198149432604,0,14
8031111554,Unplanned_stategy,1,39
8000290610,CobRazor,1,70
8039196279,relesprit,1,104
8090294067,76561198090294067,0,59
8069329007,jimmyarcexd,1,1
8068604808,talove112345,1,105
8055094875,76561198055094875,0,41
8049338296,WitchHunter4542,1,75
8203244300,76561198203244300,0,40
8092377415,pwrt,1,51
8095435043,wantmahbody,1,83
8115868847,76561198115868847,0,33
8047971656,benedictcuminherbatch,1,5
8031207016,76561198031207016,0,41
8089077856,76561198089077856,0,4
8043458582,76561198043458582,0,168
8034475640,kerim77,1,0
8140446256,smashiroshh,1,172
8073360997,shark854,1,37
8062876401,76561198062876401,0,153
8011661078,76561198011661078,0,11
8047569011,PabloSanches,1,116
7991074667,76561197991074667,0,14
8033203747,killbunny38,1,110
8047630659,76561198047630659,0,133
8069713121,76561198069713121,0,115
8086801155,1997-07-06_J077,1,7
8076248461,76561198076248461,0,19
8058095161,1337lolroflmao,1,197
8080832419,76561198080832419,0,10
8151645088,76561198151645088,0,27
8007380166,IAA_Recon_Dropbear,1,195
8059540034,sithjjf,1,0
8106147641,goonbagger,1,30
8060039459,76561198060039459,0,35
8049756768,OzfurAtlas,1,125
8065593074,76561198065593074,0,111
8086168469,madmax64,1,81
8044169764,76561198044169764,0,57
8074141366,euzi,1,19
8074935997,76561198074935997,0,0
7961778802,76561197961778802,0,0
8092019152,lucasrash,1,27
8016602703,76561198016602703,0,0
8082845362,76561198082845362,0,6
8087767019,76561198087767019,0,25
8045506359,thisissohardtomakeoneup,1,15
8087010391,76561198087010391,0,7
8015747875,76561198015747875,0,0
8004054805,66666669999999,1,121
8061174192,76561198061174192,0,131
8053143446,DoaFapbeforeaNap,1,114
8069676842,ReMiXOfficalSteam,1,106
8036810834,Wilfire77,1,113
8042730234,76561198042730234,0,36
8069159579,76561198069159579,0,25
8086476445,76561198086476445,0,18
8085016240,76561198085016240,0,59
8060808273,76561198060808273,0,310
8084390807,76561198084390807,0,26
8003688205,76561198003688205,0,7
8070257177,Mastic,1,365
8160377098,Scooterinooo,1,40
8028286104,76561198028286104,0,30
8088447673,76561198088447673,0,36
8063067690,tarjla,1,193
7995287773,deathnz1,1,250
8089643196,readingthis4noobs,1,57
8092383889,SonicMCGamer,1,19
8286931078,xXBoss1Xx,1,3
8084698198,76561198084698198,0,143
8104393251,76561198104393251,0,51
8049508546,Borne901,1,58
8075322986,76561198075322986,0,91
8055786387,redsncrimson,1,65
8151910904,76561198151910904,0,38
8066902183,H1DD3NT3RR0R,1,108
8071214618,76561198071214618,0,93
8115115631,76561198115115631,0,58
8047046499,sisiiik,1,33
8071175142,76561198071175142,0,67
8191333731,t8s,1,70
8052736868,pikawuu2,1,100
8088147599,Sammeh00,1,96
8080807756,godlike_bot,1,33
8044204914,76561198044204914,0,0
8067512897,dpswaffles,1,18
8032786959,NoObFiGHtEr,1,49
8059519402,Michaelele,1,66
8045754869,76561198045754869,0,124
8076098774,76561198076098774,0,9
8074963071,76561198074963071,0,24
8103253374,76561198103253374,0,26
8048417105,76561198048417105,0,12
7989175394,76561197989175394,0,31
8090842891,76561198090842891,0,40
8058706736,76561198058706736,0,20
8055767971,76561198055767971,0,95
7998052647,76561197998052647,0,113
8123280390,adohya343,1,137
8145436942,76561198145436942,0,34
7973962178,jjas01,1,0
8046015922,3xotic26,1,153
8063595238,iamthetrashlord,1,191
8085452091,nothingheretrustme,1,44
8071253729,76561198071253729,0,43
8064608459,3dster,1,113
8041808338,76561198041808338,0,81
8016685643,76561198016685643,0,124
8069002084,_za,1,0
8035588228,76561198035588228,0,0
8079990063,76561198079990063,0,26
8087332642,Forty-Nine,1,114
8051017916,76561198051017916,0,763
8050176480,L4M1NAS,1,74
8057408937,emurphy8,1,29
8096766604,76561198096766604,0,48
8042796550,Sephirical,1,130
7995322437,76561197995322437,0,36
8070484359,imsojipper,1,196
8066840831,76561198066840831,0,7
8096220900,76561198096220900,0,38
8084542731,76561198084542731,0,61
8054734103,fullswag0to100realquick,1,24
8061913628,76561198061913628,0,0
8102121026,76561198102121026,0,1
8023094381,76561198023094381,0,0
8103671881,76561198103671881,0,96
7974266367,mrpfresh,1,791
8006592023,GamerFag,1,64
7970628046,76561197970628046,0,83
8013858002,76561198013858002,0,40
8058570014,76561198058570014,0,67
8045133986,76561198045133986,0,43
8090629243,CocoRichy,1,0
8050004858,EHS-R3AP3R,1,0
8002820828,76561198002820828,0,129
8018683659,chidori_647,1,723
8092227136,76561198092227136,0,333
7975388604,76561197975388604,0,0
8089539976,hellcat59,1,55
8007584361,76561198007584361,0,138
8061137771,tbimperator,1,279
8072341833,Allahu_Akbar666,1,86
8055973093,ulramite,1,135
8080534850,76561198080534850,0,63
7978442610,-GM-Dragon,1,106
8083940248,LeoRocksAce,1,24
8054040292,76561198054040292,0,90
8078799606,76561198078799606,0,0
8155458511,76561198155458511,0,56
8045065985,76561198045065985,0,0
8067520555,I_DID_911_JUST_SAYING,1,154
8077035732,76561198077035732,0,14
8072625764,76561198072625764,0,44
8070273727,A_Je_100,1,13
8050771457,imagoatieatpoo,1,22
8095708135,750805,1,690
8080881726,76561198080881726,0,43
8055320702,Thatishayden,1,122
8033864626,76561198033864626,0,0
8063584783,Flabbernackle,1,261
8072918306,diabeticfuck,1,121
8248835684,magicalpony,1,6
7962104795,76561197962104795,0,79
8054465623,76561198054465623,0,230
8074257942,76561198074257942,0,178
8084687167,aaropro,1,36
7975146915,Aaron_ggf,1,664
8074324939,76561198074324939,0,0
7994852170,abhorence,1,0
8057005123,abiam,1,46
8037346576,76561198037346576,0,89
8119635144,FrankoWalker,1,53
8052108889,LightfootSword7,1,255
8044300314,DaDanMan,1,184
8087436922,SALTTHEW0UND,1,114
8037257505,abuffalostuckinatree,1,0
8065500375,express157,1,75
8070215484,76561198070215484,0,0
8074644990,76561198074644990,0,132
8064304806,76561198064304806,0,36
8069126647,3456457568,1,90
8045776691,76561198045776691,0,0
8044661522,TomoeMamiewe,1,63
8057086148,76561198057086148,0,66
8103673180,Acidius99,1,128
8067150343,76561198067150343,0,105
8001612399,acorn13,1,404
8049455674,adamcookie,1,40
8091378873,AddzyTheBaddzy,1,138
8035060604,mrfunkyjunkie,1,0
7997824340,76561197997824340,0,255
8076154360,76561198076154360,0,18
8055524901,76561198055524901,0,28
8060344583,mradobe7,1,250
8081816492,zomboy151,1,164
8167207237,76561198167207237,0,58
8042686759,cancerkek,1,50
8050553065,matto1499,1,55
8073508075,76561198073508075,0,47
8074323290,76561198074323290,0,0
8090899557,76561198090899557,0,62
8072468669,76561198072468669,0,12
8053319942,Advancebest,1,92
8029864696,advenger95,1,104
8055363234,EndAtHallow,1,66
8060820384,76561198060820384,0,24
8063624801,76561198063624801,0,87
8107138336,aeryal,1,55
8170477598,vault_brothers,1,59
8085732302,After2night,1,30
8029090446,76561198029090446,0,79
7968819541,76561197968819541,0,39
8070263209,76561198070263209,0,0
8015968275,76561198015968275,0,278
8052049909,defender_10,1,54
8006540520,76561198006540520,0,0
8085624670,Agiegamma,1,109
8082614708,76561198082614708,0,28
8066465411,76561198066465411,0,38
8054531989,Agronoth,1,206
8097012821,UnholyFallenAngel,1,83
8069056938,Ricardio556,1,113
8047923966,madgamerzzz,1,15
8068565589,76561198068565589,0,120
8031629115,SlutOnTheSpit,1,62
7974897475,76561197974897475,0,0
8031955420,WestyGaming,1,89
8031278382,76561198031278382,0,0
8076727678,NaruseAiria,1,390
8017238367,airro,1,0
8265081359,76561198265081359,0,16
8065907945,RemixEbola,1,0
8046844795,76561198046844795,0,11
8067713802,76561198067713802,0,46
8187212131,76561198187212131,0,29
8044678148,76561198044678148,0,0
8069258468,rjh91,1,51
8088142152,Alex680,1,0
8068368825,alansiulun,1,47
8053689884,whitewolfang1,1,0
8127777505,Albolah,1,11
8003056556,76561198003056556,0,557
8063941075,76561198063941075,0,228
8088886304,76561198088886304,0,97
8094996791,maxpaynepillkiller,1,207
8066501403,AlexNoClutch,1,0
8081216764,Alexwai04,1,0
8056092813,76561198056092813,0,236
8095481910,76561198095481910,0,74
8060059014,76561198060059014,0,0
8089024454,76561198089024454,0,54
8034129825,76561198034129825,0,111
7994664479,76561197994664479,0,0
8164545985,76561198164545985,0,4
8060102025,tninjat,1,26
8068935240,76561198068935240,0,90
8091368975,76561198091368975,0,0
8036955150,76561198036955150,0,24
8018840908,76561198018840908,0,101
8040467599,AlkalineDeath,1,53
8075935236,76561198075935236,0,42
7994751966,Vigilante8,1,0
8080703915,Jupeter117,1,114
8057524205,gsgg,1,104
8075258452,76561198075258452,0,50
8062009245,Jesusunholy,1,22
8113948502,mintifreshbadger,1,101
8048914936,HenryCT,1,35
8064165439,AlpacaRevolution,1,57
7996305896,76561197996305896,0,72
8109133095,AlphaBryn444,1,99
8071952798,76561198071952798,0,0
8009001563,76561198009001563,0,245
8016753953,76561198016753953,0,31
8044281309,smegmyfoodle,1,78
8141882120,76561198141882120,0,0
8127762021,altas2011,1,44
8047925260,silentbroadcaster,1,116
8057869849,76561198057869849,0,84
8058836921,76561198058836921,0,0
8055479817,lol_ursuchanoob,1,160
8003694107,rhysf,1,51
8098156489,76561198098156489,0,57
8068802744,AMLN,1,0
8040021446,76561198040021446,0,57
8094660755,ShadowBall4011,1,0
8035890730,76561198035890730,0,30
7971372464,AMV72,1,1041
8069170979,76561198069170979,0,50
8085956238,76561198085956238,0,88
8132540690,76561198132540690,0,55
8087759807,711armageddoncarmageddon,1,96
8058301224,76561198058301224,0,397
8055326484,76561198055326484,0,25
8034868596,76561198034868596,0,140
8094461173,AncientBlade,1,23
8067449201,Andraison,1,84
8048401235,76561198048401235,0,78
8055790408,76561198055790408,0,0
8050465176,76561198050465176,0,72
8026258913,76561198026258913,0,109
8069560699,76561198069560699,0,76
8099625419,76561198099625419,0,198
8013091048,someone6245,1,116
8084032274,76561198084032274,0,70
8030772859,76561198030772859,0,102
8060146226,Angrovar,1,82
8131002806,AngryAinsley,1,101
8069005048,76561198069005048,0,32
8074664792,-AnimeIsMyThing-,1,127
8064433302,uradumbtit,1,246
8037038784,76561198037038784,0,136
8046317409,IKillNoobsFirst,1,48
8037888300,76561198037888300,0,124
8080548524,operationblueberry,1,65
8086384812,1234865654,1,76
8040925596,76561198040925596,0,0
8091761253,antacy,1,35
7992148038,76561197992148038,0,523
8084123358,76561198084123358,0,35
8034942509,76561198034942509,0,212
8032377745,76561198032377745,0,71
8053619146,capitaomurilao,1,63
8056692523,Apachehavoc,1,81
8075053271,ApexNZ,1,62
8039441595,76561198039441595,0,389
8036687918,76561198036687918,0,130
8070628567,Apollopepsi,1,96
8083557617,benjamin27,1,105
8052921535,AppoGetsSuperAdmin,1,54
8107355391,ARRIVE,1,45
8071475367,76561198071475367,0,37
8011684252,r3ap3r78,1,331
8005934962,Aquilares,1,296
8049916759,76561198049916759,0,0
8065064829,76561198065064829,0,10
8031162085,XABLAUziitu,1,86
8012909706,76561198012909706,0,182
8056946489,aarcanicuss,1,21
8011336251,dragonchief,1,264
8040530605,76561198040530605,0,120
8060989765,76561198060989765,0,0
7974500703,76561197974500703,0,309
8047185525,76561198047185525,0,114
8097707197,mestuajix2,1,8
8067188826,76561198067188826,0,34
8061147800,ArcticTek,1,62
7974465310,76561197974465310,0,72
8067808950,sweep6060,1,107
8090279813,76561198090279813,0,0
8082360492,bilyitu,1,53
8021244661,76561198021244661,0,0
8088538797,76561198088538797,0,53
8089844789,76561198089844789,0,43
8072861800,76561198072861800,0,7
8071483936,deployablearchnagel,1,119
8045715119,rotflmaoman,1,120
8088670023,76561198088670023,0,54
8081028176,76561198081028176,0,66
8093106303,76561198093106303,0,0
8325896496,ArmouredForBattle,1,6
8104386187,armouredmarshmallow,1,119
8057323866,darrenfordfalcon,1,85
8020928326,76561198020928326,0,110
8045570160,76561198045570160,0,131
8083884120,arockstar28,1,38
8039667033,Array71,1,222
8204406408,alexms69,1,0
8039874575,76561198039874575,0,103
8089824807,arronlim13,1,131
8042389215,76561198042389215,0,170
8006534186,76561198006534186,0,81
8102226879,artej96,1,12
8066630066,ARTHERDUNGER10,1,167
8074783119,Mackus1011,1,267
8041877981,76561198041877981,0,83
8059173677,ARZARNAR,1,119
8089950447,76561198089950447,0,40
8080132669,sontersaurus,1,0
8054496878,darkmassieh,1,174
8096088167,Boomblasty,1,12
8100436187,asianturtlefrenzy,1,87
8063903340,Edmund28,1,38
8090520850,blowjobsfurdayzandgayz,1,104
8082992295,76561198082992295,0,21
8027993240,LaLocaDeLosDulces,1,48
8096064761,76561198096064761,0,12
8064352761,76561198064352761,0,117
8027176626,assassin_warman,1,165
8019431054,76561198019431054,0,137
8056770012,Astrelt,1,297
8050693553,bakhtiar93tiarstudio,1,0
8078867478,bobjimmy007,1,126
8091740831,76561198091740831,0,25
8095380303,76561198095380303,0,68
7970409140,AtomicWoodchuck,1,0
8050251204,76561198050251204,0,0
8052003136,76561198052003136,0,27
8072886602,omgihaveawebpage,1,126
8044571371,Swish0009,1,181
8030943851,76561198030943851,0,81
8060037470,Aurora99,1,136
8053071988,76561198053071988,0,174
8049650023,minionking,1,22
8083375450,76561198083375450,0,215
8007437864,scroopy22,1,460
8078730600,76561198078730600,0,0
8076984454,76561198076984454,0,31
8091054851,76561198091054851,0,144
8096240087,iDestrix,1,46
7999326884,auzmoz,1,49
8150875994,auzzie_96,1,92
8009353440,76561198009353440,0,43
8082020576,76561198082020576,0,47
8088436468,fatrangacuntnolifevirgin,1,52
8074228269,helvisavillon,1,2
8080015704,76561198080015704,0,27
8040602004,76561198040602004,0,75
8082959786,76561198082959786,0,25
8064150679,76561198064150679,0,86
8110293299,76561198110293299,0,80
8026500891,cam5699,1,105
8075881644,de_triggered,1,53
8071748311,76561198071748311,0,29
8045888087,76561198045888087,0,0
8048639345,azzydazzy,1,136
8048900256,76561198048900256,0,44
8000392178,76561198000392178,0,0
7964215262,Azrafael,1,73
7997534851,-Azsael-,1,167
8076301023,76561198076301023,0,12
8038664557,arewefaded,1,232
8012828735,wolfhunter,1,0
8065247809,76561198065247809,0,170
8046512409,76561198046512409,0,0
8086081043,76561198086081043,0,54
8064199288,hoarbiscuit,1,183
8045742150,bohgeraltofrivia,1,130
8066255404,TeH-B-Rad,1,128
7962403792,BAW_Killer,1,134
7974106883,moriceplease,1,20
8072107662,gamerdude7892,1,72
7970168558,76561197970168558,0,33
8062362368,Arsenal_,1,0
8071797390,timothyshen,1,20
8227794828,76561198227794828,0,53
8083985672,2ez4medick,1,32
8118595651,76561198118595651,0,35
8107930572,BBBirb,1,51
8044742654,AgentXiri,1,37
8018950738,76561198018950738,0,138
7998761331,76561197998761331,0,0
8004968304,hamfritta,1,168
8064579722,76561198064579722,0,54
8096750939,76561198096750939,0,0
8043890597,potatoskins,1,72
8091215848,crispymemesmantheyremyfavourite,1,97
8044593618,76561198044593618,0,41
8074409406,76561198074409406,0,57
8051433041,76561198051433041,0,0
8156282807,76561198156282807,0,0
8049617612,76561198049617612,0,102
8033993807,H-Alo,1,86
8042365104,76561198042365104,0,0
8075444114,76561198075444114,0,43
8005849033,420Blz,1,199
8076548816,76561198076548816,0,73
8026741163,76561198026741163,0,0
8075039895,76561198075039895,0,35
8084316222,chillrend,1,56
8218877443,76561198218877443,0,3
8070149038,76561198070149038,0,31
7994407780,76561197994407780,0,21
8035548591,76561198035548591,0,15
8068765460,76561198068765460,0,0
8078195232,BarretaJrs,1,0
8081021515,Gborges,1,122
8108641918,lukeyturley,1,42
8057711253,SergeantBash111,1,191
7980751730,76561197980751730,0,0
8071872532,76561198071872532,0,26
8089414638,PolygonCloud,1,126
8084280687,ZUERA12,1,197
8083661294,76561198083661294,0,1
8043660058,76561198043660058,0,118
8095142204,76561198095142204,0,71
8034974534,BOB_200,1,121
8070735033,76561198070735033,0,130
8018560501,76561198018560501,0,44
8069458790,76561198069458790,0,0
8010642927,76561198010642927,0,196
8051148175,76561198051148175,0,55
8047208452,76561198047208452,0,285
8066376745,bcott,1,0
8060590391,rangi92,1,0
8035099927,generalale,1,59
8027831921,76561198027831921,0,14
7992830435,76561197992830435,0,0
8070081938,brendoboy,1,255
8071234254,76561198071234254,0,50
8165870150,76561198165870150,0,38
8083049918,76561198083049918,0,36
8072652548,76561198072652548,0,102
7988934555,76561197988934555,0,0
8092508814,Infixation,1,601
8071162228,76561198071162228,0,40
8084478833,brodo764,1,117
8047304525,76561198047304525,0,177
8068855162,76561198068855162,0,115
7998217937,76561197998217937,0,0
7994969639,76561197994969639,0,69
8200015694,76561198200015694,0,30
8064016444,76561198064016444,0,58
8044182857,minecraft123,1,56
7960694096,76561197960694096,0,187
8079788896,JuanManSnipez,1,102
8088398113,Ben_Andy,1,54
8095218545,Bennysaputra,1,87
8067021476,76561198067021476,0,44
8190487725,76561198190487725,0,38
8045071942,76561198045071942,0,67
8027081791,76561198027081791,0,328
8077820099,Bhappiikhat,1,29
8027046431,76561198027046431,0,63
8087471896,76561198087471896,0,13
8082863312,76561198082863312,0,8
8063323473,76561198063323473,0,0
8077285385,Ahahahahahahahahahahahahahahaha,1,59
8088407186,BITCHPLESE,1,139
8021712879,Too_1337,1,264
8069143001,76561198069143001,0,62
8074755143,76561198074755143,0,229
8079216484,limabeansaregross,1,158
8040852965,ChunkyAsCharged,1,0
8075175410,76561198075175410,0,83
8045214274,76561198045214274,0,40
8062205562,kinglemon1222,1,128
8050404009,76561198050404009,0,51
8030636321,76561198030636321,0,139
8007342405,76561198007342405,0,214
8089612280,IJustWantedToTalk,1,0
8081885254,76561198081885254,0,34
8034643189,76561198034643189,0,0
8060719404,LlamasInNigjamas,1,39
8067568601,mavros88,1,0
8048370750,76561198048370750,0,58
8035363871,76561198035363871,0,129
8080148967,76561198080148967,0,0
8156157448,Hummingsenpai,1,22
8059368921,bioturdz,1,132
8018845815,76561198018845815,0,63
8017794638,CHAAANG,1,78
8056980314,76561198056980314,0,74
8077586769,76561198077586769,0,66
8043296029,76561198043296029,0,49
8048737111,76561198048737111,0,0
7966132503,bitmat,1,385
8030806320,76561198030806320,0,0
8028483487,76561198028483487,0,88
8075122935,Ghoster09,1,54
8081496844,76561198081496844,0,80
7969841865,180577,1,66
7989390390,BlackHeart,1,17
8105387448,76561198105387448,0,0
8078725425,76561198078725425,0,0
8087322051,Barridos,1,45
8053775195,76561198053775195,0,16
8066797197,Blackhawk611,1,125
8069125112,MRSALM0N,1,269
8090119638,76561198090119638,0,7
8039778856,76561198039778856,0,114
8035782795,76561198035782795,0,96
8077278011,76561198077278011,0,84
7988863895,76561197988863895,0,97
8077116471,76561198077116471,0,7
8007478325,76561198007478325,0,421
7988976770,76561197988976770,0,46
8042728201,76561198042728201,0,0
8171166530,76561198171166530,0,15
8071216195,hbk1462,1,75
8088724903,76561198088724903,0,0
8025470631,BurntBlizzardZ,1,0
7966695501,blocks477,1,0
8044500343,76561198044500343,0,81
8057521157,76561198057521157,0,88
8053766465,76561198053766465,0,73
8083368833,76561198083368833,0,82
8057389499,76561198057389499,0,0
8006893092,FHK,1,104
8082282442,76561198082282442,0,22
8095017709,Blue333,1,65
8030735076,76561198030735076,0,46
7971857001,Bluegills,1,1280
7970931849,76561197970931849,0,0
8061044569,BlueWombat5242,1,0
8066253111,76561198066253111,0,48
8054184029,rrbr,1,111
7982825956,13lazer,1,398
8070259755,76561198070259755,0,11
8044344399,76561198044344399,0,84
7999613236,76561197999613236,0,247
8065380469,RespekPlox,1,39
8062288797,76561198062288797,0,48
7989449545,76561197989449545,0,49
8063180875,bobseagull,1,137
