id,item_name,price,beta_version,ratings,metascore,developer,release_date
385950,infection: humanitys last gasp,$9.99 ,0,0,0,criss cross games,2016.5.26
366290,carp fishing simulator,$12.99 ,1,0,0,dangerous derk interactive,2015.4.28
316610,a good snowman is hard to build,$9.99 ,0,3,0,alan hazelden.benjamin davis,2015.2.25
331670,the jackbox party pack,$24.99 ,0,3,0,jackbox games. inc.,2014.11.26
386340,megasphere,$14.99 ,1,2,0,akgames,2015.8.25
529820,beyond power vr,$1.99 ,0,0,0,,
33420,call of juarezxae: the cartel,$9.99 ,0,0,51,,2011.9.13
219890,antichamber,$19.99 ,0,4,82,alexander bruce,2013.1.31
329770,4089: ghost within,$5.99 ,0,0,0,,
214510,lego the lord of the rings,$19.99 ,0,3,80,travellers tales,2012.11.27
266250,procyon,$3.99 ,0,3,0,deadly red cube,2014.2.26
401550,legena: union tides,$3.99 ,0,0,0,grandpa pixel,2015.10.8
297130,titan souls,$14.99 ,0,3,74,acid nerve,2015.4.14
466830,remnants of a beautiful day,$7.99 ,0,-2,0,from soy sauce llc,2016.5.25
244910,homesick,$14.99 ,0,2,72,lucky pause,2015.5.28
98100,trauma,$6.99 ,0,2,62,krystian majewski,2011.8.8
428510,solitaire christmas. match 2 cards,$4.99 ,0,0,0,creobit,2015.12.24
331440,bit dungeon ii,$3.99 ,0,3,0,kintogames,2014.12.15
270330,ku: shroud of the morrigan,$4.99 ,0,-2,0,bitsmith games,2014.3.17
497790,ayumi: enhanced edition,$2.99 ,0,0,0,lord rutsah,2016.7.7
430190,wondershot,$12.99 ,0,0,0,leikir studio,2016.2.19
329430,state of decay: yose,$29.99 ,0,2,0,undead labs,2015.4.27
399230,kitchen simulator 2015,$0.99 ,0,-2,0,whackakey games,2015.9.4
340490,subterrain,$16.99 ,0,3,0,pixellore,2016.1.21
343820,dxe9jxe0 vu: macventure series,$2.99 ,0,2,0,zojoi,2015.1.26
390930,aipd - artificial intelligence police department,$9.99 ,0,2,0,blazing badger,2016.1.28
289580,aggression: europe under fire,$9.99 ,0,0,0,lesta studio,2007.5.10
371400,downpour,$0.99 ,0,0,0,modesto a. rabena,2015.5.14
245730,flashback,$9.99 ,0,0,0,,2013.10.1
271590,grand theft auto v,$39.99 ,0,0,96,rockstar north,2015.4.14
368470,geovox,$39.99 ,0,0,0,axis game factory. inc.,2015.5.22
396320,tank battle: 1944,$9.99 ,0,2,0,hexwar games,2016.3.1
21690,resident evilu2122 5/ biohazard 5xae,$19.99 ,0,3,86,capcom,2009.9.15
289800,dracula: the resurrection,$4.99 ,0,-2,67,microids,2014.4.17
386280,vendetta - curse of ravens cry,$29.99 ,0,0,0,reality pump studios,2015.11.20
289050,shannon tweeds attack of the groupies,$4.99 ,0,0,0,gogii games,2014.4.1
396260,worlds fastest pizza,$2.99 ,0,1,0,oscar brittain,2016.3.15
455340,warhammer 40.000: armageddon - da orks,$19.99 ,0,2,0,flashback games.the lordz games studio,2016.8.18
255390,max: the curse of brotherhood,$14.99 ,0,3,0,press play,2014.5.21
243970,invisible. inc.,$19.99 ,0,3,82,klei entertainment,2015.5.12
468100,aqua moto racing utopia,$29.99 ,0,2,0,zordix ab,2016.11.30
4000,garrys mod,$9.99 ,0,4,0,facepunch studios,2006.11.29
429620,dungeon rushers: crawler rpg,$14.99 ,0,2,0,goblinz studio,2016.9.6
451700,secrets of deep earth shrine,$7.99 ,0,0,0,chronicle games,2016.5.3
34900,bad rats: the rats revenge,$0.99 ,0,2,0,invent4 entertainment,2009.7.20
448510,overcooked,$16.99 ,0,3,81,ghost town games ltd.,2016.8.3
332630,the guilt and the shadow,$8.99 ,0,1,0,oophok,2015.2.2
395150,dark storm: vr missions,$9.99 ,1,0,0,fenrir studios,2015.8.19
33570,patrician iii,$4.99 ,0,2,75,ascaron entertainment ltd.,2010.11.18
379320,clandestinity of elsie,$4.99 ,0,1,0,cole neumann.albin bernhardsson,2015.7.8
338030,mission control: nanomech,$8.99 ,1,0,0,wisdomtools,2014.12.17
401420,match 3 revolution,$3.99 ,0,0,0,dreamssoftgames,2015.9.11
432640,buriedtown,$6.99 ,0,0,0,dice7,2016.1.22
4460,city life 2008,$9.99 ,0,0,0,monte cristo,2008.7.18
350840,bonetown - the power of death,$7.99 ,0,0,0,cpsoft,2015.2.16
463000,hero battle,$0.99 ,0,-2,0,wang liwen,2016.4.28
40420,tidalis,$4.99 ,0,2,75,arcen games. llc,2010.7.16
373800,fantastic pinball thrills,$4.99 ,0,0,0,fancy bytes. reactor,2015.6.26
343140,disneyu2022pixar cars: radiator springs adventures,$19.99 ,0,0,0,awe games,2006.6.6
415890,crystal picnic,$1.99 ,0,0,0,nooskewl,2015.11.2
512080,fancy skiing vr,$9.99 ,0,3,0,,
257400,fuse,,0,0,0,mixamo,2013.11.6
340170,final fantasy type-0u2122 hd,$29.99 ,0,0,69,square enix,2015.8.18
9070,doom 3 resurrection of evil,$2.99 ,0,3,78,id software,2005.4.3
354970,shin samurai jazz,$0.99 ,0,0,0,blaze epic,2015.3.16
446870,glitchrunners,$12.99 ,0,0,0,torque studios,2016.4.8
4720,condemned: criminal origins,$14.95 ,0,3,78,monolith,2006.4.11
26900,crayon physics deluxe,$19.99 ,0,3,79,kloonigames,2009.1.7
470250,break ups,$3.99 ,0,1,0,,2016.6.13
473770,ballisticng,$4.99 ,1,3,0,neognosis,2016.5.30
431410,mazement,$4.99 ,0,0,0,wronghut,2016.3.7
402150,string theory,$8.99 ,0,0,0,zenisport,2016.2.17
32620,delta force,$4.99 ,0,3,0,novalogic,1998.9.30
314570,the sun at night,$4.99 ,0,0,59,minicore studios,2014.8.1
311190,super panda adventures,$2.99 ,0,3,0,blueeagle productions,2014.7.14
461690,iron impact,$3.99 ,0,3,0,vasiliy kostin,2016.5.27
31800,nancy drewxae: danger by design,$6.99 ,0,0,70,her interactive,2006.7.11
448500,little walker,$3.99 ,0,1,0,blake fix,2016.4.6
393970,burning man: beyond black rock,,0,2,0,,2005.11.5
42210,nancy drewxae: secrets can kill remastered,$6.99 ,0,2,0,her interactive,2010.8.24
269430,burning cars,$5.99 ,0,-2,0,polynetix studio,2014.1.31
348470,samurai warriors 4-ii,$49.99 ,0,2,0,koei tecmo games co.. ltd.,2015.9.29
288970,dark lore mysteries: the hunt for truth,$4.99 ,0,0,0,gogii games,2014.4.8
439700,h1z1 test server,,0,0,0,daybreak game company,2016.2.24
288630,sharpe investigations: death on the seine,$6.99 ,0,0,0,icarus games,2014.7.15
440730,survival zombies the inverted evolution,$4.99 ,0,0,0,racing bros,2017.5.8
414860,robotpencil presents: painting with confidence,$4.99 ,0,0,0,,2016.1.28
215630,demonicon,$9.99 ,0,0,0,noumena studios,2013.10.24
204100,max payne 3,$19.99 ,0,3,87,rockstar studios,2012.5.31
10460,the clubu2122,$14.99 ,0,0,67,bizarre creations,2008.2.20
502090,invisible mind,$4.99 ,0,-2,0,vgstudio,2016.8.10
98200,frozen synapse,$24.99 ,0,3,85,mode 7,2011.5.26
321540,modo indie,,0,1,0,the foundry,2014.12.11
370940,demons with shotguns,$9.99 ,0,1,0,mindshaft games. llc,2016.4.25
3500,mystery p.i.u2122 - the lottery ticket,$4.99 ,0,0,0,spintop games,2007.10.16
275850,no mans sky,$59.99 ,0,-2,61,hello games,2016.8.12
303340,concursion,$4.99 ,0,2,66,puuba,2014.6.6
305510,servo,,1,0,0,bonusxp,2015.5.28
463460,resettes prescription ~book of memory. swaying scale~,$12.99 ,0,2,0,liz-arts,2016.5.30
344740,cryptark,$14.99 ,0,3,80,alientrap,2017.6.20
486290,waddle home,$9.99 ,0,1,0,,
356550,east tower - kuon,$8.99 ,0,1,0,roseverte,2013.5.14
381310,proton pulse,$9.99 ,0,2,0,,
2910,fleet command,$9.99 ,0,3,0,sonalysts,1999.5.15
463270,ghost 1.0,$12.99 ,0,3,0,@unepic_fran,2016.6.7
251870,go! go! nippon! ~my first trip to japan~,$9.99 ,0,3,0,overdrive,2011.9.30
44360,f1 2011,$14.99 ,0,2,83,codemasters birmingham,2011.9.19
444270,hypersensitive bob,$4.99 ,0,2,0,sieidi ltd,2016.3.29
457380,storm vr,$1.99 ,0,2,0,,
2850,x: tension,$4.99 ,0,2,0,egosoft,2000.6.1
285960,q*bert: rebooted,$4.99 ,0,0,0,sideline amusements.gonzo games,2014.7.1
294570,freddi fish 5: the case of the creature of coral cove,$6.99 ,0,1,0,humongous entertainment,2001.6.19
433750,the grandfather,$0.99 ,0,0,0,mikeypoos games.david szymanski,2016.5.3
408640,code of princess,$14.99 ,0,0,53,studio saizensen,2016.4.14
100980,3d-coat v4.8,$99.99 ,0,3,0,pilgway,2012.10.2
446120,bunker punks,$14.99 ,1,3,0,ninja robot dinosaur,2016.3.30
312530,duck game,$12.99 ,0,4,82,landon podbielski,2015.6.4
17390,sporeu2122,$19.99 ,0,3,84,maxisu2122,2008.12.19
348180,starship traveller,$4.99 ,0,0,0,tin man games,2015.3.11
388830,tribequest: red killer,$0.99 ,1,0,0,iozo games,2016.5.18
346770,quarries of scred,$5.99 ,0,1,0,hammerspace games,2015.4.22
376130,illuminascii,$10.99 ,0,0,0,ddd wares,2015.8.11
491030,the last error,$1.99 ,0,0,0,anatoliy loginovskikh,2016.11.1
225280,full mojo rampage,$12.99 ,0,3,0,over the top games,2014.5.8
46790,armada 2526,$14.99 ,0,0,66,ntronium games,2010.6.10
263420,probably archery,$4.99 ,0,0,0,south east games,2014.2.6
241410,castlestorm,$9.99 ,0,3,73,zen studios,2013.7.29
390510,sim junta,$1.99 ,0,-2,0,icehole games,2015.8.18
335450,curse of the assassin,$4.99 ,0,0,0,tin man games,2015.5.12
342230,air guardians,$2.99 ,0,0,0,lazy bum games,2015.1.26
263980,out there somewhere,$0.49 ,0,3,0,miniboss,2016.3.14
381910,xenocide,$2.99 ,0,2,0,confused genius,2015.8.28
380140,the secret of tremendous corporation,,0,3,0,sebastian krzyszkowiak.konrad burandt.paweu0142 radej,2015.10.12
254060,knightshift,$6.99 ,0,0,0,reality pump,2003.12.31
283410,ct special forces: fire for effect,$9.99 ,0,0,0,asobo studio.hip games,2005.3.24
397340,simpleplanes,$12.99 ,0,3,67,jundroo. llc,2015.12.17
33770,drakensang: the river of time,$19.99 ,0,2,0,dtp,2011.1.11
366700,breakout invaders,$3.99 ,0,0,0,dreamssoftgames,2015.4.24
265950,ether one,$19.99 ,0,2,82,white paper games,2014.3.25
352850,dgu: death god university,$9.99 ,0,-2,0,dsk studios pvt. ltd,2015.7.15
322440,red goddess: inner world,$9.99 ,0,-2,53,yanim studio,2015.9.1
356570,party hard,$12.89 ,0,3,64,pinokl games.kverta,2015.8.25
236390,war thunder,,0,3,81,,
283080,super chibi knight,$4.99 ,0,3,0,pestoforce,2015.6.24
369990,gremlins. inc.,$14.99 ,0,3,75,alexey bokulev.sergei klimov.charlie oscar lima tango interactive entertainment,2016.3.10
426000,huniecam studio,$6.99 ,0,3,0,huniepot,2016.4.4
382880,feudalism,$14.99 ,0,-2,0,imagimotion.iv productions,2016.6.14
485230,halp!,,0,0,0,,
433920,aveyond 4: shadow of the mist,$14.99 ,0,1,0,amaranth games. llc,2016.2.1
427910,zavix tower,$9.99 ,0,2,0,batholith entertainment,2016.7.21
257750,bloody trapland,$9.99 ,0,3,0,2play,2013.10.27
525350,thick air,$2.99 ,1,0,0,people gotta play,2016.9.15
500790,moribund,$9.99 ,0,0,0,traptics,2017.3.16
368700,mysterious space,$10.00 ,0,1,0,ben hendel-doying,2015.5.15
252030,valdis story: abyssal city,$14.99 ,0,3,83,,2013.9.8
400230,starforce 2193: the hotepxae controversy,$0.99 ,0,0,0,simple designs gaming,2016.8.16
509540,svrvive: the deus helix,$18.99 ,0,3,0,,
11050,dracula origin,$9.99 ,0,0,70,frogwares,2008.5.20
306490,railroad pioneer,$4.99 ,0,0,50,kritzelkratz 3000.jowood,2003.10.17
259680,tales of majeyal,$6.99 ,0,4,0,netcore games,2012.12.31
387070,one final breathu2122,$3.99 ,0,-1,0,dark day interactive,2015.9.28
330470,over the void,$4.99 ,0,2,0,marie ronnaux games,2014.11.11
323380,the magic circle,$19.99 ,0,3,79,question,2015.7.9
300630,pure chess grandmaster edition,$15.99 ,0,0,0,ripstone,2016.9.9
347720,soda drinker pro,$4.99 ,0,3,0,snowrunner games,2016.4.13
314230,rodina,$14.99 ,1,3,0,elliptic games,2014.7.28
411390,getsuei gakuen -kou-,$24.99 ,0,1,0,arc system works,2015.11.3
204080,the showdown effect,$9.99 ,0,0,67,arrowhead game studios,2013.3.5
451830,one way to exit,$1.99 ,0,0,0,studio 48.turykin nikolay.varlamov anton,2016.3.12
263760,turbo dismountu2122,$9.99 ,0,3,0,secret exit ltd.,2014.5.21
297270,exodus wars: fractured empire,$9.99 ,0,-2,0,membraine studios,2015.1.30
405530,veer,$2.99 ,1,0,0,some-fish,2016.4.13
46380,reign: conflict of nations,$3.99 ,0,0,60,lesta studio,2010.6.30
32900,restaurant empire ii,$19.99 ,0,0,64,enlight software limited,2009.5.27
231200,kentucky route zero,$24.99 ,0,3,81,cardboard computer,2013.2.22
294060,aars awakening,$14.99 ,0,0,0,lumenox ehf,2015.2.23
428350,fear equation,$14.99 ,0,2,0,screwfly studios,2016.1.15
492430,alteric,$3.99 ,0,0,0,goonswarm,2016.7.13
257790,riptide gp2,$6.99 ,0,3,0,vector unit,2014.3.7
418280,retaliation,,0,-2,0,cameron baxter.billy jazz hills stickley,2015.11.24
215710,fieldrunners 2,$9.99 ,0,3,73,subatomic studios llc,2013.1.10
225160,shadow warrior classic redux,$9.99 ,0,3,0,general arcade,1997.5.13
428550,momodora: reverie under the moonlight,$9.99 ,0,4,82,bombservice,2016.3.4
3410,heavy weapon deluxe,$4.99 ,0,0,0,popcap games. inc.,2006.8.30
282640,lost orbit,$11.99 ,0,1,72,pixelnauts,2015.5.12
371320,samsa and the knights of light,$4.99 ,0,1,0,atixx.clorithstudio,2015.12.2
12590,sprint cars road to knoxville,$9.99 ,0,0,0,bigant studios,2008.7.29
506670,orbital,$0.99 ,0,1,0,ardi studio,2016.7.24
402030,zenohell,$9.99 ,0,1,0,team grybanser fox,2015.10.15
448610,draw rider,$0.99 ,0,0,0,17studio,2016.3.29
343770,rotieer,$4.99 ,0,0,0,enzo whyte,2015.3.5
422270,city play,$3.99 ,0,-2,0,framelinenetwork,2016.5.19
290460,legionwood 2: rise of the eternals realm - directors cut,$5.99 ,0,0,0,dark gaia studios,2014.2.28
315920,stonerid,$4.99 ,0,0,0,enitvare,2013.12.18
259340,chicken shoot gold,$6.99 ,0,0,0,toontraxx studios,2003.11.1
113200,the binding of isaac,$4.99 ,0,4,84,edmund mcmillen and florian himsl,2011.9.28
285160,legoxae the hobbitu2122,$19.99 ,0,2,0,travellers tales.feral interactive (mac),2014.4.8
380020,three heroes,$4.99 ,0,2,0,cats who play,2015.9.16
338760,death ray manta se,$2.99 ,0,3,0,the future of videogames,2015.9.17
313240,wilson chronicles,,0,2,0,frere darme,2016.1.14
401330,akuatica,$6.99 ,0,0,0,tianyu studio,2015.11.27
340250,crystal towers 2 xl,$7.99 ,0,0,0,david newton,2015.8.11
305460,franknjohn,$14.99 ,1,0,0,bitsmith games,2015.3.4
486780,fruit ninja vr,$14.99 ,0,3,0,,
397770,meridian: age of invention,$2.99 ,0,0,0,mirball games,2013.1.28
286770,shadow ops: red mercury,$6.99 ,0,3,61,zombie studios,2004.9.17
65700,arma 2: british armed forces,$8.99 ,0,3,0,bohemia interactive,2010.8.27
365310,organ biker,$0.99 ,0,0,0,screeching wizard,2015.6.1
406210,over the dream,$3.99 ,0,3,0,,2015.11.6
63000,hoard,$9.99 ,0,3,65,big sandwich games,2011.4.4
246360,perfection.,$2.99 ,0,0,0,dumb and fat games,2013.5.17
344260,agapan,$7.99 ,0,0,0,kursed studios,2015.5.30
387580,rest days,$1.99 ,0,0,0,,2014.12.10
94303,the dream machine: chapter 3,$4.99 ,0,0,0,cockroach inc.,2012.5.11
395500,rot gut,$1.99 ,0,3,0,shotgun surgeons,2016.7.12
333340,star rangersu2122 xe,$11.99 ,1,-2,0,project whitecard studios inc..nasa (some models),2016.7.6
332580,mimpi,$3.99 ,0,3,0,silicon jelly,2015.1.20
485580,24 hours,$2.99 ,0,0,0,mysticgames,2016.9.13
9970,star raiders,$9.99 ,0,-2,0,incinerator studios,2011.5.11
352120,fair strike,$3.99 ,0,0,56,g5 software,2004.2.5
377940,slam,$3.99 ,0,1,0,,
307070,memories of a vagabond,$4.99 ,0,0,0,darkelite,2014.7.7
378100,nyctophobia,$1.99 ,0,0,0,lightning man media,2015.8.25
353110,dreamscapes: nightmares heir - premium edition,$6.99 ,0,0,0,shaman games studio,2015.3.11
268890,masters of the world - geopolitical simulator 3,$34.99 ,0,0,0,eversim,2014.2.5
422650,megamagic: wizards of the neon age,$9.99 ,0,0,67,beautifun games,2016.4.20
279160,ultionus: a tale of petty revenge,$6.99 ,0,0,0,last dimension,2014.2.25
227380,dragons lair,$9.99 ,0,3,0,digital leisure inc.,1983.6.19
496310,momento temporis: light from the deep,$4.99 ,0,0,0,burning ice games,2016.10.27
432590,and so it was,$1.99 ,0,0,0,volumeup studios,2016.2.29
371460,gnumz: masters of defense,$4.99 ,0,0,0,creobit,2015.12.21
433190,cdf starfighter vr,$19.99 ,0,0,0,,
57640,broken sword: directors cut,$5.99 ,0,3,0,revolution software ltd,2010.9.2
390920,army of pixels,$4.99 ,0,1,0,gergely zsolnay.richard markos,2015.10.29
362350,boss monster,$4.99 ,0,0,0,plain concepts corp,2016.4.28
385440,buff knight advanced,$2.99 ,0,2,0,buff studio co..ltd.,2015.9.4
219780,divinity ii: developers cut,$19.99 ,0,3,0,larian studios,2012.10.29
373810,hot pinball thrills,$3.99 ,0,-2,0,fancy bytes. reactor,2015.6.26
471220,dont drop the bass,$4.99 ,0,0,0,radishbox,2017.3.17
459940,deer man,$1.99 ,0,2,0,,
375450,nobunagas ambition: sphere of influence - ascension / u4fe1u9577u306eu91ceu671buff65u5275u9020 u6226u56fdu7acbu5fd7u4f1d,$59.99 ,0,0,0,koei tecmo games co.. ltd.,2016.3.23
219830,king arthurs gold,$9.99 ,0,3,81,transhuman design,2013.11.5
394130,water bears vr,$9.99 ,0,3,0,,
371900,pillar,$7.99 ,0,0,0,michaelarts,2015.5.29
295870,the dungeoning,$6.99 ,0,2,0,nick donnelly,2014.4.24
496500,moon colonization project,$1.99 ,1,-2,0,belarus games,2016.7.9
47410,stronghold kingdoms,,0,0,75,firefly studios,2012.2.27
393420,hurtworld,$24.99 ,1,2,0,bankroll studios,2015.12.3
67000,the polynomial - space of the music,$6.99 ,0,2,0,dmytry lavrov,2010.10.15
230760,divo,$4.99 ,0,0,0,internal games,2013.2.1
227240,construct 2,,0,3,0,scirra,2013.1.25
300380,road redemption,$16.06 ,0,3,0,pixel dash studios. eqgames,2017.10.4
264320,captain morgane and the golden turtle,$4.99 ,0,0,0,wizarbox,2014.1.3
345350,lightning returnsu2122: final fantasyxae xiii,$19.99 ,0,3,0,square enix,2015.12.10
488660,just deserts,$9.99 ,0,3,0,vifth floor,2016.7.25
526240,cloudbound,$6.99 ,1,1,0,,
57900,duke nukem forever,$19.99 ,0,0,54,gearbox software,2011.6.13
348460,bierzerkers,$4.99 ,0,2,0,shield break studios,2016.2.25
222940,the king of fighters xiii steam edition,$19.99 ,0,3,0,snk corporation,2013.9.13
12650,fetch it again,$6.99 ,0,0,0,dtp u2013 young entertainment gmbh &amp; co. kg,2008.9.9
382890,final fantasy v,$15.99 ,0,2,0,square enix,2015.9.24
370360,tis-100,$6.99 ,0,4,0,zachtronics,2015.7.20
249550,nestalgia,$9.99 ,0,2,0,silk games,2014.4.15
291070,slip,$3.99 ,0,3,0,handsome games,2014.4.28
300840,juju,$19.99 ,0,1,65,flying wild hog,2014.12.10
495700,gabriel knight: sins of the fatherxae,$5.99 ,0,1,0,sierra on-line,1993.12.17
293500,amazing worldu2122,,0,2,0,ganz,2014.8.7
306020,bloons td 5,$9.99 ,0,3,0,ninja kiwi,2014.11.19
282780,stick em up 2: paper adventures,$2.99 ,0,0,0,never dont play,2015.7.27
382640,cinema six,$1.99 ,0,1,0,,2013.11.19
262590,chucks challenge 3d,$3.99 ,0,3,0,niffler ltd.,2014.2.28
281860,reflex,$7.99 ,0,3,0,siter skain,2014.3.27
352580,hidden: on the trail of the ancients,$9.99 ,0,0,0,lost spell,2015.8.5
279500,nicolas eymerich - the inquisitor - book 1 : the plague,$4.99 ,0,0,0,ticonbl,2014.4.30
422970,devil daggers,$4.99 ,0,4,83,sorath,2016.2.18
340950,let there be life,$5.99 ,0,2,0,backward pies,2015.2.13
212070,star conflict,,0,2,75,star gem inc.,2013.2.27
207350,ys origin,$19.99 ,0,4,76,nihon falcom,2012.5.31
404790,godot engine,,0,3,0,godot engine,2016.2.23
432610,monumental,$9.99 ,0,0,41,whipstitch games,2016.1.22
485370,mad combat marines,$0.99 ,0,0,0,freezenova,2016.7.13
65560,painkiller redemption,$4.99 ,0,0,43,eggtooth team,2011.2.25
