bundle_id,item_id
1440,485660
334,461890
460,308420
753,406870
442,364270
358,450060
472,420770
441,491000
802,416080
403,340070
362,7000
424,464760
377,512940
802,340070
670,391740
1418,3330
690,35700
1478,12670
1222,453270
1215,495110
597,379420
1373,383270
268,6830
634,463050
1399,45740
320,383150
1190,221040
628,269570
331,235360
1303,218020
383,31190
464,476920
549,237740
330,289930
836,460120
464,456430
268,277460
569,338120
383,8300
755,13540
153,327500
956,463040
824,423700
356,352780
813,351490
953,437890
137,355860
772,423120
646,227100
833,340650
823,407810
385,439190
955,463040
704,461140
268,315540
434,341090
1190,390340
1390,348240
1248,465060
230,387780
954,390970
854,334070
1291,258200
225,46440
1053,496990
803,429700
1017,388430
754,284790
531,283000
1103,508280
1418,3320
877,439250
1482,201420
505,473560
936,302490
302,358830
153,312530
1209,425410
753,284810
877,429470
721,35720
362,239160
663,19200
634,348020
268,6800
804,314450
526,449540
482,454890
1441,487270
1103,402620
604,40390
773,446310
580,257830
1418,3430
949,485950
631,447970
457,307190
426,448720
233,550
268,331610
319,22600
1041,443570
877,431710
1332,486170
451,244160
249,44350
1216,466780
356,292500
586,277560
854,352520
512,415080
461,203830
450,348540
457,291050
1352,337000
1215,284770
667,463110
473,466840
247,391040
445,274250
948,412150
480,438010
375,250180
355,282050
610,423700
225,293600
832,443330
334,434210
356,273240
454,291050
623,471910
1440,485920
268,362830
275,402530
623,447970
646,247910
799,364230
383,8240
1055,485860
1021,493650
769,318330
426,423760
1021,485330
843,317440
770,492370
494,454060
528,454060
1028,341120
1114,400180
752,284890
584,290060
772,446330
1372,485160
833,412170
1268,362780
588,467220
394,375160
751,259740
662,451570
568,428370
634,454930
225,419080
823,233130
279,303390
1303,208400
357,220780
746,462730
318,454550
1021,383330
1208,496030
488,297940
805,373730
770,397780
824,444420
153,224820
1293,430300
450,408770
233,500
469,388050
495,282800
1216,473480
268,307760
355,55140
1188,220440
770,328550
663,11330
813,391260
724,464230
833,448640
833,329000
664,371510
747,359350
531,305390
434,448720
803,263980
1468,255220
268,324760
734,470240
257,8980
767,416640
1055,470060
634,403570
383,8250
1284,507380
1183,389900
850,398970
334,454690
854,298140
532,346940
383,31280
805,448820
507,428350
1007,496550
232,240
896,492510
727,20920
868,492510
765,386520
1021,363490
474,476510
833,331790
505,383580
232,130
1107,394680
861,388450
1418,3360
884,390720
594,385230
768,463320
442,383520
1138,409600
680,269330
337,463440
1378,501830
231,20
356,358090
1468,44360
586,65080
345,366440
272,40700
876,346420
678,301610
403,434420
1204,457810
263,262940
364,295690
746,259550
1182,248470
1293,364250
1246,47810
1440,487330
471,432190
1104,454100
776,299540
770,356800
1258,325120
581,424000
1468,44350
972,406850
628,415000
364,371670
646,3720
728,301920
1216,456690
426,470060
480,438030
1356,289600
362,6910
805,491510
454,333390
255,448470
813,461640
565,208750
813,274560
490,405970
1418,3440
1418,3300
877,446640
157,233130
433,341090
225,363960
268,277500
398,461640
1356,285500
1478,33760
768,423320
1131,492130
782,419090
752,284870
296,448000
362,247430
721,319910
356,230700
567,449200
770,386520
331,270770
496,301930
362,6900
810,407420
936,306200
1158,379720
356,283680
728,335190
1056,485640
428,428750
339,371350
362,6880
754,284750
356,346730
304,427860
1468,12810
1040,487270
663,11370
1418,3590
507,337040
301,355920
736,439250
1288,424000
340,434780
430,386590
356,427660
983,107100
1206,336420
1290,512450
957,115120
665,321920
1053,496590
762,428020
1336,282900
514,385830
995,409530
1401,324800
426,485860
356,355240
539,434610
383,330830
482,438030
852,429470
428,262830
297,434800
145,232790
813,314020
285,270490
1116,485640
319,70650
383,8340
763,339350
1132,456040
279,448070
709,472870
871,487380
853,390290
1468,310560
469,449760
331,270790
813,394540
383,8280
781,336440
334,464960
1385,369990
1460,265120
955,473730
319,70600
1183,353790
768,343370
772,464380
567,403900
772,421630
339,395690
268,410440
292,249050
268,381120
767,304290
516,258050
572,8850
690,11200
803,351150
1028,436470
813,380020
377,450750
752,414660
803,394540
369,432230
479,448640
761,426330
774,439770
313,319970
767,397780
1219,389270
399,391420
944,390290
464,430020
963,27920
426,496990
230,377050
776,312300
476,269210
801,391420
627,286260
567,410210
585,413470
803,104200
1047,204880
247,226580
403,380020
1330,435530
1332,359250
362,6870
747,347470
334,357900
421,386420
362,225320
1265,50970
268,277490
249,255220
1003,236890
769,356000
1190,45770
432,448720
780,235660
482,486150
646,281940
498,438180
443,414080
565,389220
771,269790
865,373650
153,340000
663,345130
765,356000
383,429570
268,200130
540,388120
1387,509110
534,466790
1229,12810
157,382670
1267,431840
248,287340
631,448940
494,399670
334,375010
1382,440550
837,460120
538,383330
813,391420
250,204300
237,130
647,278460
153,250260
1351,337000
946,240440
1056,496990
511,394290
228,377040
1206,42120
334,495780
362,238010
1128,387850
240,240
665,11330
442,370040
770,312300
929,349220
503,351240
1418,3540
651,354970
462,370020
798,339400
1468,306670
1216,416320
736,460960
914,235620
813,306040
1418,3450
567,391070
268,383750
824,363510
580,456810
1216,435040
332,351720
454,257970
375,366260
746,471170
560,274190
813,429700
457,350490
764,339350
367,61500
1478,12540
436,451670
846,386540
956,463050
776,304290
622,351480
628,292350
268,306680
984,391280
934,449730
597,67000
457,317290
580,301190
1482,38720
936,296240
237,20
547,409660
268,277450
228,387800
1468,286570
824,461780
761,428020
1116,475220
957,316790
577,281610
257,261640
690,2500
398,463350
416,405550
228,377050
614,431640
319,70620
1418,3390
153,238630
759,15170
604,249230
317,428430
535,355760
663,2540
770,299540
232,60
1241,341800
379,228280
334,463710
362,8140
963,211280
425,207140
457,311680
770,476490
1009,47920
1194,403850
528,399670
265,271590
1291,247000
852,338710
770,463320
266,421120
361,413410
482,444480
1107,448400
628,337220
272,207690
498,454200
1468,11560
896,492470
854,46410
356,266210
426,434500
263,33610
634,496870
663,321920
462,291190
225,261720
436,434500
542,314410
1007,407420
718,433910
1468,287340
974,495960
426,476880
646,3700
383,8330
1143,248530
1478,33700
1144,427190
346,428900
231,50
802,306040
514,466420
457,305480
395,391420
577,244160
225,319850
879,423230
359,296710
1009,47870
955,496870
457,293920
770,406650
225,406940
770,318310
539,457710
342,220700
751,458480
1147,497850
749,458470
332,343280
247,44360
1216,416310
383,31170
582,432470
169,397460
770,459310
663,371510
1102,489910
383,94590
356,428550
760,207490
749,369420
650,427860
241,391220
511,370550
1207,457810
944,395160
764,406650
833,311860
399,351490
231,220
961,438080
1009,24740
1247,47890
383,31210
510,334280
1441,485660
145,402590
1418,3340
307,238370
923,349220
1156,391040
257,49520
1482,38740
728,258090
560,311690
347,391660
426,485640
760,260230
153,247140
230,387790
1204,403850
1245,24720
543,312370
833,385070
487,384280
760,316750
362,8000
944,368590
424,475220
616,1200
1248,430290
575,8930
356,352790
565,287220
426,485920
903,378610
1303,206020
1468,208500
231,70
782,489580
844,423180
245,335220
225,265120
770,428020
426,451670
552,322080
1128,402210
457,305490
241,225540
339,439900
913,498660
845,423180
951,47700
496,301920
1204,409560
268,277520
1128,369290
1332,359260
634,463040
1418,78000
1245,17440
683,391040
951,24800
1161,326120
868,492470
1084,327560
237,70
712,49520
1216,397770
1005,496500
1232,21690
728,282800
1146,497850
1132,492130
362,203140
235,40
1248,465070
362,224920
497,463070
1268,12520
1017,497040
234,620
567,375510
580,340310
646,397350
775,318310
275,284390
334,448470
569,263740
230,387770
956,454930
260,265000
772,517240
1103,489910
1206,235540
768,339350
438,434620
813,397500
770,426330
1291,358460
248,310560
365,460960
770,423440
634,388120
1418,3480
1232,221040
356,292480
474,418120
362,211740
775,410910
251,346610
426,467220
956,466790
623,485490
1110,485920
896,490090
1103,463750
1100,222880
770,423320
755,15000
845,342650
460,386080
362,6860
313,436430
736,420740
319,233840
781,252310
1216,448400
565,344740
1034,355350
320,383180
225,405050
594,387880
825,487220
1468,391040
232,420
1303,206040
464,500870
1303,112100
507,249360
663,298140
457,291030
426,503710
225,46400
362,224940
464,460890
362,224980
435,207140
457,257970
1303,206060
1478,33720
1293,465070
292,289130
1216,343390
1229,306670
292,208140
765,423320
680,308040
803,396360
301,350810
291,431390
236,730
833,467000
225,46450
240,320
1208,499110
957,246070
281,311690
268,373360
610,461780
567,388160
511,428750
381,458470
319,70640
663,11240
770,304290
460,262690
261,21690
1418,3380
425,403940
234,400
567,403560
334,461880
753,403510
356,363650
459,388440
380,321800
334,496680
153,306440
232,40
1478,12560
1085,449250
356,363980
300,428880
1208,465890
383,31180
333,266310
225,303260
646,3730
319,70660
469,390570
754,399890
704,508670
1153,471920
634,390970
646,404040
955,454930
961,398710
1250,485660
729,289840
436,423760
1246,17460
955,444790
1361,488660
1418,3620
1028,328500
394,384650
225,369180
955,397980
1196,453810
432,448790
268,318220
334,415960
540,390970
569,418180
347,457820
754,363330
1231,344850
687,386940
1460,451400
225,338320
376,362870
571,288610
1222,473810
936,338960
225,388420
542,262260
813,340070
157,382630
770,443830
755,15120
306,428830
1216,486810
1418,3310
358,450740
450,352010
344,449680
1478,33710
398,407230
580,453100
1130,414290
770,410910
1356,286830
804,274560
646,254880
957,115110
225,336030
365,420740
469,371330
413,343440
779,259550
303,397190
728,301930
768,318310
664,46520
383,8290
285,419810
1011,440730
1482,38700
1468,226580
268,342300
367,61510
585,277560
766,443830
15,357460
380,228280
1252,415960
651,346450
1021,466840
721,35700
1102,508280
395,396360
235,30
825,363490
396,263980
247,208500
381,279800
1226,495980
421,463180
961,439910
876,450700
1207,409560
663,11390
709,310360
664,11340
482,463220
228,387780
362,6920
955,466790
297,448790
469,418610
1009,24870
770,466430
1245,17390
461,339190
772,411570
339,374660
773,446330
765,423440
772,439770
1144,45770
929,449730
802,405610
153,312510
813,407230
362,242960
280,298520
764,396230
434,464760
302,292400
1053,485860
464,359810
383,8270
1252,375010
752,284770
350,448720
406,466820
948,448260
1468,203680
764,318330
1034,342620
762,426330
1191,326840
413,242860
268,352950
542,307010
383,376870
1288,502090
893,359250
832,435360
1216,347610
832,320760
855,321920
813,396360
770,343370
268,275080
383,261030
261,221040
1208,499120
1468,44340
1356,286810
268,277470
399,463350
778,485080
232,70
712,330830
1188,329050
383,250320
956,444790
734,470250
746,346560
957,225260
1053,470060
225,305500
956,485410
1225,436520
398,391260
270,427660
770,365210
93,234140
951,24810
362,225300
712,8980
374,265930
367,61520
1068,270070
501,340070
746,436140
417,320760
526,485870
725,427780
1232,254700
408,466820
263,33600
1217,474750
852,349500
1132,414290
759,15380
264,271590
383,94620
1297,504400
1102,474230
531,283020
646,7020
1399,45770
580,294230
761,397780
751,279800
406,402030
1028,394220
751,437420
574,8930
852,462960
1024,398680
1267,381870
356,373770
361,413420
1190,339340
1034,384000
1289,438480
1455,515570
356,312600
334,463100
480,444480
375,366230
426,496590
1138,361850
813,295690
1303,337850
646,3710
535,463030
432,439930
920,420050
868,490090
852,481870
949,448780
433,423760
855,352520
484,439920
319,217200
724,448560
232,50
729,279560
1107,486810
616,35480
646,238090
957,246110
1468,12830
749,284730
678,458750
336,359310
421,461760
1418,3420
569,352220
614,348360
439,486880
362,258180
670,473450
426,487330
1182,311250
1121,463520
1290,462030
425,368730
457,314200
235,60
1116,496990
647,285420
125,234140
153,247240
482,463210
1208,453390
569,338130
382,222730
693,362410
844,386540
362,203160
1418,3580
261,287290
1246,24980
825,399430
586,288630
852,431810
273,369070
498,485330
572,7670
813,291010
622,341150
1146,427250
962,441830
376,235900
215,419460
948,461690
460,293860
403,461640
445,274270
296,253650
1110,485860
426,448790
770,396230
983,237930
580,375460
809,329050
426,485660
957,246090
861,351090
450,396610
426,475220
333,325180
1085,400580
247,203680
663,315260
955,485410
426,434780
316,443650
736,431710
1207,403850
232,730
825,497050
1471,514170
272,421120
634,473730
813,314450
225,310850
419,401190
232,30
765,356800
461,105000
1144,45740
1002,499520
753,284850
954,463050
647,354730
1219,513340
471,399040
770,318330
586,288500
948,461720
534,397980
803,371670
1293,465060
647,354740
268,33650
433,467220
228,387790
231,420
1303,233310
357,365770
1468,12790
336,233470
1378,485220
1229,12710
272,40720
728,366780
426,464760
813,434420
813,263980
1102,463750
157,371270
330,350110
1056,496590
432,451670
225,279990
1339,410110
