item_id,tag_name,tag_order
294440,puzzle,1
262120,co-op,1
283980,family friendly,6
259680,singleplayer,5
342860,indie,4
252470,sandbox,13
257170,management,5
326840,indie,11
448530,indie,0
458710,singleplayer,3
228380,atmospheric,4
359630,action,2
379350,adventure,1
214420,simulation,17
346340,top-down shooter,9
11370,dystopian,8
274270,pixel graphics,1
444440,short,1
455710,rpg,3
429790,fantasy,8
45400,strategy,8
372690,level editor,0
94303,horror,3
316080,strategy,1
377250,adventure,3
314020,fantasy,6
294140,singleplayer,2
314020,anime,19
245730,sci-fi,0
33930,action,2
307880,fps,15
349670,simulation,4
339200,open world,1
268650,adventure,17
241320,action,16
230700,platformer,12
427550,female protagonist,13
285920,building,2
209160,hacking,8
48000,dark,13
201480,action,1
467310,pixel graphics,6
216090,strategy,4
287070,turn-based strategy,0
336520,multiplayer,3
252470,survival,14
356180,education,4
341780,jrpg,15
224960,third person,11
6120,multiplayer,7
388430,casual,8
107800,2.5d,0
312050,action,0
207250,multiplayer,0
302360,point & click,10
253350,action,4
63800,turn-based,1
474010,free to play,4
263620,anime,14
429620,rpg,16
201480,singleplayer,5
226580,simulation,7
80350,third person,13
329860,indie,5
351790,indie,6
432850,vr,3
285900,funny,8
98800,crafting,8
24980,choices matter,14
296300,casual,10
40700,casual,19
284950,simulation,2
446100,casual,2
2820,trading,1
363670,co-op,0
287980,singleplayer,10
379390,rhythm,0
354960,platformer,5
325520,indie,6
291370,indie,4
238010,fps,16
348360,minimalist,17
273240,retro,9
486880,strategy,3
269030,fantasy,11
406310,casual,2
253490,adventure,1
218410,strategy,18
22370,open world,7
242130,indie,6
65540,magic,5
205080,indie,4
282530,atmospheric,10
206440,2d,15
497670,singleplayer,3
329860,simulation,13
211180,adventure,5
248530,adventure,1
335830,class-based,13
28000,crime,6
394740,rts,3
228280,rpg,7
320140,great soundtrack,4
266310,gamemaker,16
6980,open world,13
2290,first-person,0
285050,management,2
308440,match 3,1
499540,adventure,1
295750,puzzle,0
241240,level editor,7
207350,action,12
48220,turn-based,8
355050,retro,7
376300,competitive,0
389570,multiplayer,13
372800,crafting,11
263020,arcade,5
386070,futuristic,7
363460,first-person,6
258520,horror,3
273070,diplomacy,5
262940,hand-drawn,4
261640,shooter,6
440380,4 player local,3
464690,destruction,1
365420,great soundtrack,8
8850,story rich,7
293740,cute,5
218230,strategy,12
73010,strategy,6
226620,adventure,10
265610,funny,3
8500,economy,3
362410,indie,8
266410,free to play,0
304500,puzzle,1
311840,economy,4
212630,atmospheric,11
1280,mod,8
300300,minimalist,3
24980,character customization,2
437740,indie,1
286100,exploration,0
273570,difficult,3
334260,visual novel,8
389460,action,4
328510,action,0
204960,casual,7
3720,funny,1
432940,racing,0
287450,atmospheric,5
377970,retro,7
527340,indie,4
428430,platformer,2
260570,mystery,7
12200,action,18
10150,sci-fi,5
2320,shooter,0
245450,crpg,12
248510,difficult,4
358830,rpg,1
102600,rpg,12
340250,platformer,0
244070,historical,1
397810,casual,2
394360,historical,7
252850,sports,4
340340,funny,7
366640,adventure,8
397090,adventure,3
428900,psychedelic,0
376870,crafting,5
206190,action,4
493380,strategy,0
80360,detective,5
105600,platformer,5
207710,casual,0
348190,procedural generation,2
256030,lore-rich,8
223220,side scroller,16
347690,football,3
38700,difficult,3
368230,adventure,19
383670,great soundtrack,3
458480,adventure,9
275810,puzzle,4
319320,atmospheric,7
275510,rts,0
32370,fantasy,13
457960,simulation,4
22340,survival,17
429620,turn-based combat,18
433190,action,5
497050,indie,1
312840,choices matter,19
290790,futuristic,3
251170,adventure,6
347280,demons,8
248410,kickstarter,4
39150,classic,11
6250,action,6
251270,visual novel,0
367110,survival,1
297210,free to play,1
297210,indie,8
209870,co-op,10
63700,action,10
4570,action,4
228320,strategy,7
351990,music-based procedural generation,1
449180,indie,0
497270,indie,4
281060,adventure,0
468050,point & click,1
252630,difficult,13
252470,vr,9
284710,hidden object,1
508180,adventure,3
498360,casual,0
305660,action,7
427730,multiplayer,0
49810,platformer,0
353560,psychological horror,1
424640,mystery,3
91700,action,1
252710,mystery,0
290990,romance,7
398160,indie,6
401550,2d,0
497940,free to play,3
243020,classic,0
379420,great soundtrack,10
25890,multiplayer,13
493730,indie,4
40930,2d,5
377840,cult classic,17
407760,indie,1
286080,puzzle,12
233130,ninja,8
362490,physics,2
328100,adventure,2
324360,strategy,2
222750,alternate history,15
372250,singleplayer,8
395880,simulation,2
335820,adventure,6
71240,arcade,3
348540,anime,6
420770,pixel graphics,6
367710,indie,0
221380,singleplayer,10
464440,walking simulator,4
487160,local co-op,4
473670,simulation,0
39210,female protagonist,8
333640,difficult,15
261880,great soundtrack,5
24870,arcade,4
335850,sci-fi,4
268870,class-based,1
313650,adventure,10
332200,side scroller,2
355070,massively multiplayer,4
237630,retro,12
282070,singleplayer,14
317040,1990s,2
371180,cute,3
287700,third-person shooter,17
42700,linear,1
251890,co-op,4
263400,anime,9
32450,funny,1
212070,multiplayer,13
266310,animation & modeling,10
291650,story rich,3
311980,indie,0
243200,puzzle,1
250600,free to play,12
204450,funny,10
408440,simulation,0
496530,puzzle,12
252630,indie,10
436270,strategy,3
314020,puzzle,16
395200,gore,0
246760,turn-based strategy,6
443810,indie,7
393420,open world,18
346240,management,2
6880,shooter,9
412830,atmospheric,1
442210,early access,4
401890,anime,0
113420,crafting,14
291030,simulation,3
409160,horror,0
466730,cartoony,5
497940,rpg,6
270310,indie,2
214490,singleplayer,16
354900,multiplayer,5
477910,action,4
435970,action,0
242590,action,1
451840,shooter,3
373120,platformer,0
32310,adventure,6
232790,puzzle,14
292480,beat em up,14
409460,rogue-like,1
488590,action,1
262000,point & click,4
501220,casual,1
364190,local multiplayer,3
355150,classic,7
362890,great soundtrack,15
344260,adventure,1
449130,early access,2
363650,atmospheric,13
312600,simulation,13
306200,simulation,2
41680,indie,0
358070,indie,2
312610,action,16
215080,adventure,14
336380,female protagonist,5
31500,free to play,2
2620,military,8
381020,procedural generation,7
401810,family friendly,6
116120,action,4
267980,singleplayer,4
459940,casual,3
320,physics,8
244910,short,8
393380,simulation,13
515910,side scroller,6
296240,management,0
352360,adventure,5
312150,shooter,2
405540,2d,2
257510,controller,15
326650,crpg,2
274230,turn-based tactics,5
354860,adventure,2
302240,singleplayer,1
427030,rpg,4
317360,free to play,9
289760,local co-op,7
17300,benchmark,10
298260,co-op,4
446390,mature,1
290530,hacking,5
340950,indie,1
414720,singleplayer,3
233700,casual,18
329490,pixel graphics,13
369080,modern,17
358770,indie,5
382850,co-op,2
55230,shooter,19
242700,controller,4
454460,casual,1
242780,kickstarter,7
212390,character customization,8
296710,atmospheric,6
433400,rogue-like,0
371430,turn-based,1
412140,surreal,11
495910,adventure,7
2600,great soundtrack,10
413870,indie,3
268130,procedural generation,2
72000,atmospheric,5
451570,2d,2
238460,difficult,5
307600,rpg,5
21000,singleplayer,2
415480,strategy,1
1200,simulation,5
252350,side scroller,17
371510,survival,8
511800,online co-op,11
63000,action,0
355130,racing,2
437900,casual,1
454070,massively multiplayer,3
302080,driving,3
254700,survival,15
217200,local multiplayer,1
382140,turn-based combat,3
381020,local multiplayer,8
257790,indie,1
312210,massively multiplayer,11
395480,indie,1
236450,controller,1
428180,anime,0
317280,choose your own adventure,1
510630,multiplayer,0
236370,online co-op,12
38700,puzzle,11
358380,racing,1
200710,steampunk,1
236130,indie,12
433530,flight,4
12500,casual,9
242800,fps,18
453830,casual,1
252690,game development,1
201230,massively multiplayer,0
329830,horror,8
249230,action,8
326730,story rich,3
431180,cute,8
55100,action,12
511670,science,4
280520,co-op,4
228400,war,11
63910,hex grid,2
369040,moddable,1
339200,singleplayer,8
46770,strategy,1
327930,pixel graphics,4
338550,indie,0
427820,casual,0
230270,colorful,10
329110,adventure,8
317400,sci-fi,9
392120,replay value,1
293480,first-person,4
34820,multiplayer,3
517350,rpg,8
347470,multiplayer,6
294440,fantasy,10
345750,sandbox,3
283080,cute,3
408650,strategy,14
220200,science,12
113400,multiplayer,12
430960,great soundtrack,2
35320,arcade,4
300760,early access,3
220200,space sim,6
32800,strategy,6
311560,pirates,0
370280,visual novel,2
329280,war,5
339530,adventure,8
376150,strategy,2
477980,action,2
342190,indie,0
360380,family friendly,6
359230,steampunk,7
405810,action,0
207930,indie,16
397320,strategy,2
387340,comedy,10
395160,atmospheric,6
263140,isometric,14
433750,indie,13
344410,psychological horror,3
371660,hunting,17
494150,vr,3
284140,adventure,10
213670,nudity,12
266430,adventure,2
212160,controller,8
524120,action,6
232890,building,10
443260,cartoony,17
302360,exploration,4
255320,funny,0
319850,indie,4
371450,casual,1
351900,indie,3
246580,co-op,0
265590,rts,18
262610,audio production,0
302830,adventure,11
386350,strategy,2
211360,puzzle-platformer,10
301050,retro,3
234080,action,12
364810,adventure,4
427550,horror,10
314160,moddable,5
337760,strategy,6
314230,atmospheric,10
238090,third person,10
296570,crpg,0
364970,animation & modeling,1
311170,tower defense,2
428550,pixel graphics,3
511010,rpg,10
38490,classic,1
339230,violent,16
400240,adventure,0
368890,sci-fi,17
302270,loot,10
408280,casual,8
215530,action,10
503480,pixel graphics,4
405000,rogue-like,11
372490,racing,1
202670,mystery,1
474050,indie,2
226580,singleplayer,0
351800,singleplayer,6
241240,multiplayer,10
19930,strategy,3
261680,indie,11
296030,action,1
373630,comedy,0
41740,singleplayer,1
322680,comedy,7
372740,action,1
34870,atmospheric,18
463250,multiplayer,3
428080,indie,0
356540,casual,2
357480,singleplayer,19
378660,singleplayer,6
429610,puzzle,7
218410,real-time with pause,6
428550,2d,19
394310,fighting,19
345090,comedy,5
479260,adventure,1
305380,quick-time events,5
296470,co-op,8
302810,action,4
297000,atmospheric,7
270090,action,2
485360,alternate history,1
461230,pixel graphics,0
32470,mod,16
286120,singleplayer,5
454250,point & click,6
253390,platformer,3
233150,rogue-like,15
263700,platformer,3
476460,casual,3
234650,fantasy,8
427660,casual,17
449140,building,10
270310,psychological horror,5
449420,action,2
260750,casual,5
389310,difficult,4
265300,casual,4
354310,strategy,4
522030,strategy,6
438680,tower defense,4
423740,action,2
305260,war,4
324800,loot,11
263760,third person,15
246680,action,1
270880,economy,1
254200,voxel,14
32390,singleplayer,3
289180,simulation,6
246760,story rich,9
282860,rpg,2
383960,rpgmaker,1
401560,indie,0
438160,indie,1
242570,singleplayer,4
398620,point & click,3
15400,tower defense,3
419000,puzzle,2
308520,jrpg,8
70640,turn-based strategy,3
6250,multiplayer,7
295710,action,9
302380,great soundtrack,4
366010,top-down shooter,15
246880,indie,2
348470,character customization,6
22230,historical,10
230410,singleplayer,13
250700,time travel,16
411600,management,6
12650,simulation,0
107200,rpg,4
458450,indie,4
390670,open world,17
40500,indie,2
253330,singleplayer,11
463210,simulation,6
22000,atmospheric,17
312440,multiplayer,0
274980,education,2
337000,story rich,18
20820,casual,14
415910,casual,13
46770,turn-based,7
427970,action,0
317360,survival,5
281370,indie,1
276870,indie,1
403300,puzzle,0
274980,singleplayer,0
378110,simulation,0
342500,strategy,8
341530,indie,4
351970,action-adventure,3
13500,atmospheric,4
244930,controller,13
511340,puzzle,5
321960,turn-based,8
501190,football,1
390460,indie,2
303550,puzzle,8
216090,cute,3
453770,casual,0
259410,indie,2
22600,funny,16
329440,third person,10
214250,parkour,13
218820,split screen,6
47540,singleplayer,0
413600,horror,1
420070,2d,4
363620,memes,2
243800,zombies,4
318350,fantasy,1
344160,indie,2
311730,moddable,11
293860,horror,4
482120,adventure,1
248310,story rich,3
40400,tactical,14
372800,indie,9
443860,multiplayer,3
312630,tower defense,0
377470,singleplayer,0
207610,post-apocalyptic,13
454460,puzzle,10
513150,violent,6
220200,singleplayer,8
239140,stealth,16
437160,story rich,1
22130,strategy,3
227080,adventure,12
432980,arcade,5
264080,classic,5
340580,side scroller,1
310950,singleplayer,4
275530,robots,8
313470,jrpg,3
65780,open world,8
310370,family friendly,14
12650,casual,1
348460,multiplayer,2
357070,singleplayer,7
512300,comedy,7
409380,simulation,0
523080,sports,3
274190,retro,8
325120,great soundtrack,7
270790,singleplayer,7
433490,action,3
454030,strategy,0
483680,vr,0
259130,adventure,0
450220,action,5
393530,nudity,4
464780,mature,3
244690,adventure,4
258760,singleplayer,5
211340,adventure,0
46560,tactical,1
487700,gore,5
107200,exploration,2
340810,multiplayer,5
520820,rpg,3
32200,racing,1
371300,noir,1
499440,puzzle,1
257350,romance,5
371520,action,2
6900,action,1
240760,adventure,8
300380,4 player local,14
413850,physics,3
33100,top-down shooter,2
415910,turn-based combat,9
377840,jrpg,6
298050,multiplayer,3
22300,female protagonist,17
374660,rpg,5
514220,adventure,1
200210,perma death,14
488470,indie,4
347790,simulation,3
466500,post-apocalyptic,13
225540,multiplayer,19
407420,singleplayer,0
406890,indie,3
205100,dystopian,6
263420,difficult,4
387480,drama,4
442080,singleplayer,12
420050,casual,9
262260,bullet hell,4
370780,adventure,6
2990,atmospheric,4
300040,hack and slash,0
356570,singleplayer,9
427270,third person,7
455230,strategy,0
21980,singleplayer,11
513980,co-op,1
423490,co-op,10
439920,simulation,2
306020,strategy,14
234330,multiplayer,6
383870,atmospheric,1
289760,singleplayer,4
268810,puzzle,1
226960,card game,7
367570,indie,2
359370,6dof,0
466490,great soundtrack,2
512550,indie,2
454030,rpg,2
327260,2d,2
263420,action,7
420500,indie,3
435800,fast-paced,11
2370,fps,3
339580,story rich,6
22300,story rich,7
303680,hack and slash,4
242840,atmospheric,12
348670,open world,5
346330,survival,11
245390,2d,10
213030,indie,1
12130,classic,11
306040,short,5
218510,space,4
278460,rpg,7
370510,comedy,11
327070,survival,1
233720,realistic,2
204060,fantasy,9
257350,character customization,2
46350,strategy,3
378720,fantasy,5
380750,story rich,3
406870,female protagonist,8
310390,strategy,9
368730,gore,2
359050,indie,12
273350,survival,7
226860,replay value,11
390200,casual,9
219830,singleplayer,2
327960,open world,5
236110,adventure,2
278620,dungeon crawler,5
33320,action,4
218640,puzzle,1
357370,comic book,1
443890,crafting,10
33100,singleplayer,6
246620,strategy,4
252610,indie,15
366970,singleplayer,2
249230,fantasy,2
328500,action,10
354140,gore,11
411870,casual,0
222480,horror,15
370540,strategy,11
251470,arcade,16
259130,crpg,4
214700,first-person,5
333930,female protagonist,9
446620,action,0
33520,classic,0
504750,abstract,3
213610,racing,7
274880,indie,2
502210,education,0
324680,multiplayer,7
330820,story rich,2
442710,2d,10
286690,fps,9
413410,singleplayer,9
290930,shooter,5
266190,walking simulator,7
331970,space,3
246700,simulation,15
409910,turn-based strategy,4
437710,casual,3
392610,abstract,8
338760,colorful,5
512230,platformer,2
102500,atmospheric,19
12330,action,4
360170,singleplayer,3
373360,action,3
227580,mouse only,7
525350,sci-fi,10
358080,action,2
400160,colorful,6
439190,dynamic narration,3
500870,puzzle,1
270550,survival,5
402840,singleplayer,0
397780,choices matter,3
348980,indie,4
385080,casual,4
511340,adventure,0
238050,classic,0
294750,tower defense,3
420070,platformer,6
269690,2d,2
405370,open world,3
429780,sports,0
368970,adventure,1
407230,2d,12
293780,dungeon crawler,2
390570,indie,0
291650,character customization,19
231910,point & click,7
343740,vr,0
420050,touch-friendly,3
314150,cult classic,8
331390,singleplayer,6
493720,steampunk,6
63600,remake,3
338060,casual,2
349440,indie,2
18050,parody,6
467120,indie,1
221100,military,9
390330,character customization,0
328070,shooter,8
370020,rogue-like,12
493340,base building,12
302310,rpg,4
419480,4x,5
349300,casual,1
388410,loot,11
1300,classic,0
323700,indie,2
256370,racing,5
368890,third person,19
332250,action,4
324260,open world,8
349500,walking simulator,9
470240,anime,0
234140,adventure,12
406150,3d platformer,17
272060,psychological horror,14
330770,indie,3
13520,horror,13
327090,exploration,3
292400,female protagonist,2
344890,survival,9
113400,co-op,9
12510,simulation,1
407880,open world,13
337410,horror,4
476880,hidden object,5
354720,fmv,4
471710,first-person,2
9930,open world,15
300380,violent,0
248370,indie,0
9200,adventure,14
299720,indie,4
412130,pixel graphics,1
268870,indie,7
493730,atmospheric,0
339580,classic,4
386260,relaxing,6
487160,difficult,11
311250,vr,7
465780,action,1
361380,strategy,2
343150,fast-paced,17
279540,casual,4
292240,casual,2
342570,arcade,1
444430,indie,2
252710,story rich,8
477160,parkour,13
80340,female protagonist,8
341780,episodic,11
435070,point & click,0
381900,pixel graphics,2
225540,third person,2
451700,adventure,2
429790,multiplayer,7
11330,puzzle,6
306040,strategy,15
374090,simulation,0
102600,co-op,5
381130,indie,0
229810,pixel graphics,11
32500,adventure,5
455910,simulation,6
412230,indie,2
423950,2.5d,1
427250,co-op,11
224260,realistic,12
233290,mystery,18
8140,shooter,10
300840,family friendly,3
502230,indie,0
295670,indie,3
232890,co-op,17
429600,point & click,13
284790,fantasy,13
316320,family friendly,3
477160,casual,10
237740,controller,13
401550,rpg,5
264400,adventure,0
337950,free to play,15
113420,action,13
227940,historical,0
351910,simulation,1
333340,survival,9
368500,parkour,13
207350,fantasy,10
67370,dark,15
253630,procedural generation,7
291190,rogue-like,19
70000,first-person,10
329020,free to play,0
19900,survival,19
470130,vr,5
321980,action,0
365810,casual,13
203160,rpg,8
439700,fps,5
463100,adventure,1
467210,casual,1
297110,music,2
409910,adventure,7
322500,funny,15
32340,fantasy,5
409440,adventure,2
218230,open world,10
329020,card game,1
217140,shooter,8
13630,shooter,0
409530,local co-op,1
108800,benchmark,5
338000,twin stick shooter,3
455230,indie,1
360940,great soundtrack,2
390920,pixel graphics,1
203290,open world,18
283040,indie,6
306640,strategy,1
311560,third person,6
452060,great soundtrack,2
330180,fast-paced,7
424000,horror,0
418110,casual,9
360720,indie,0
349700,open world,9
236090,story rich,11
448780,adventure,0
342430,game development,0
41500,fantasy,15
350010,point & click,9
18500,sci-fi,6
382850,team-based,6
205020,female protagonist,2
7940,fps,19
420,adventure,18
268420,casual,15
504280,historical,13
327070,crafting,15
80200,strategy,9
498240,batman,9
326410,economy,2
286940,realistic,18
63600,puzzle,7
405540,action,6
248190,indie,0
359450,shooter,14
347730,indie,2
325610,tactical,18
400450,top-down,14
448080,strategy,1
266230,pixel graphics,6
311730,beat em up,6
20,1990s,10
473460,adventure,1
361990,psychological horror,2
447270,sandbox,8
424640,dark comedy,14
358340,education,1
386260,survival,7
209670,2d,5
495720,fps,5
422250,indie,0
255370,music-based procedural generation,0
423700,casual,3
386750,twin stick shooter,2
337410,action rpg,6
329690,multiple endings,7
263620,jrpg,8
329680,naval,3
509210,steampunk,8
245490,racing,14
94303,drama,0
341060,adventure,5
208090,third-person shooter,4
22000,comedy,18
275390,4 player local,0
382050,local co-op,9
243360,local multiplayer,1
253750,2d,17
297940,turn-based,4
12310,adventure,7
318230,top-down,7
371010,atmospheric,0
13200,classic,0
279440,rpg,2
325730,rts,7
485080,simulation,2
498330,platformer,0
307760,management,2
289580,rts,1
65720,fps,3
414720,crafting,10
371200,simulation,7
428060,visual novel,2
244030,open world,1
328760,retro,5
460750,multiplayer,0
364050,puzzle-platformer,2
363410,short,4
236370,sci-fi,0
2810,action,9
525350,simulation,3
385310,mystery,11
306480,casual,5
406410,multiplayer,5
271520,action,0
247120,strategy,4
454250,atmospheric,5
4720,fps,10
58520,strategy,9
275390,co-op,4
354680,horror,4
376210,team-based,12
240660,hack and slash,0
111300,racing,1
340750,retro,3
426290,choices matter,2
32800,third person,3
382710,documentary,0
500790,2d,5
248610,shooter,11
40210,family friendly,0
389260,early access,4
55230,character customization,7
332540,dungeon crawler,4
341260,adventure,3
379720,horror,14
272270,party-based rpg,12
495960,indie,2
311690,indie,0
233680,design & illustration,3
360740,singleplayer,6
327090,action,7
385310,cute,6
428550,platformer,8
478980,card game,4
210550,family friendly,1
296810,action,0
343440,competitive,6
40700,touch-friendly,1
475550,dystopian,10
232050,4x,10
373390,point & click,4
40700,great soundtrack,13
455990,racing,2
386070,space,3
280,horror,13
2280,action,14
20900,adventure,5
375210,survival,4
301540,shoot em up,1
453090,simulation,3
441060,story rich,8
389510,singleplayer,5
218640,nudity,5
288930,pixel graphics,0
380690,shoot em up,1
389870,adventure,6
251710,strategy,7
259740,female protagonist,13
2320,singleplayer,5
315070,early access,0
485660,arcade,6
389430,pvp,0
35720,local co-op,16
503980,funny,16
287200,building,3
297470,multiplayer,1
2870,simulation,5
340330,strategy,1
315080,strategy,1
527810,platformer,0
293660,minimalist,15
33990,point & click,5
260790,retro,12
348510,multiplayer,5
373440,rpgmaker,0
444090,online co-op,8
360040,sci-fi,3
466420,action,3
367500,great soundtrack,9
306040,steampunk,16
453000,vr,4
203210,shooter,7
404510,choices matter,0
420,shooter,3
40720,adventure,3
22100,simulation,18
245150,choices matter,10
405640,singleplayer,4
437000,strategy,3
211420,singleplayer,14
65790,strategy,15
370710,adventure,2
314410,indie,5
314660,stealth,12
336130,singleplayer,2
293780,2d,16
391720,walking simulator,11
351060,blood,4
416130,nudity,2
2500,aliens,9
283040,fantasy,3
1230,realistic,4
257730,tactical,3
416530,indie,1
378530,indie,0
433280,classic,3
248470,horror,4
256290,atmospheric,9
284460,parkour,13
67370,adventure,0
337960,indie,7
301640,survival,6
312750,rpg,4
245410,dungeon crawler,6
388430,military,1
247350,simulation,3
204630,pixel graphics,16
465310,indie,5
224500,rts,0
429120,retro,1
34410,third person,2
29180,puzzle,3
307670,strategy,16
318220,third person,4
331650,racing,3
318690,fps,11
2390,1990s,9
449680,indie,0
261180,fighting,19
4580,singleplayer,15
282140,sci-fi,3
216110,shooter,4
220260,physics,17
385510,massively multiplayer,3
340120,casual,1
108200,multiplayer,9
305620,atmospheric,4
431220,comedy,3
32380,third person,8
369040,simulation,5
258050,real time tactics,4
343120,simulation,2
96800,action,1
222160,puzzle,2
300630,chess,4
304930,first-person,9
348360,education,4
370510,indie,2
488280,indie,0
23530,sci-fi,7
296050,turn-based,0
339800,sexual content,8
266190,indie,10
211400,platformer,5
428690,walking simulator,12
243040,rts,6
451570,dark humor,17
346110,sci-fi,18
492800,clicker,8
388260,sports,4
362780,simulation,0
433000,adventure,1
456160,4 player local,0
407230,casual,3
295770,retro,4
6870,war,1
203680,racing,3
327070,multiplayer,13
349690,indie,4
371890,retro,0
224600,third person,15
444870,action,0
458700,casual,2
449300,simulation,1
514970,casual,0
371690,casual,3
304030,nudity,10
395880,indie,3
407230,singleplayer,5
312430,strategy,4
292200,cute,4
473800,indie,1
385760,great soundtrack,7
33180,action,0
470280,vr,2
265610,strategy,7
11240,first-person,5
314380,singleplayer,1
382900,female protagonist,9
452440,visual novel,3
492130,platformer,10
425900,indie,2
380150,sci-fi,7
378370,post-apocalyptic,4
25010,sandbox,7
302390,horror,4
373650,indie,12
209520,indie,1
503900,sports,1
452120,point & click,1
377530,strategy,5
208670,nudity,1
255320,comedy,6
224500,indie,4
37260,female protagonist,1
320140,sports,9
6840,military,7
327510,post-apocalyptic,10
449530,memes,5
304930,indie,14
415860,indie,14
238280,multiplayer,1
383120,building,0
253570,indie,3
378270,shooter,2
280180,adventure,1
204440,hidden object,2
319850,casual,3
319270,indie,4
400180,rogue-lite,8
20540,multiplayer,5
409590,rpg,1
44350,arcade,9
382140,rogue-like,15
294540,adventure,0
338170,multiplayer,6
512020,adventure,1
290930,mod,6
360290,game development,2
92800,space,1
388430,team-based,4
368450,dark,8
434570,horror,0
454720,singleplayer,0
325120,psychological,16
10460,third-person shooter,1
41060,singleplayer,3
394540,gore,13
272510,3d vision,1
347730,mystery,3
302350,post-apocalyptic,15
250050,puzzle,8
301910,sandbox,19
400250,relaxing,5
424100,simulation,0
399070,platformer,1
336280,party-based rpg,3
491160,puzzle-platformer,2
286940,multiplayer,7
241910,story rich,9
467390,casual,0
329110,fantasy,4
291410,tactical,6
433190,aliens,7
249130,action,17
431240,early access,8
236450,classic,14
240760,exploration,6
232050,turn-based strategy,3
504260,psychedelic,4
209000,action-adventure,16
427980,adventure,2
6600,bullet hell,3
406780,indie,2
469600,fantasy,0
235320,indie,9
299680,atmospheric,3
31700,fps,2
294550,casual,3
234490,multiplayer,1
327410,visual novel,3
50620,fantasy,3
512300,indie,9
337320,sandbox,17
422110,difficult,12
340310,family friendly,4
344890,sci-fi,13
295750,physics,1
22230,funny,13
409340,indie,5
517060,psychological horror,1
343390,casual,1
342580,strategy,6
447860,adventure,2
386880,indie,12
352780,visual novel,1
465170,atmospheric,1
370770,action,7
497850,multiplayer,7
331790,story rich,5
211500,simulation,8
448790,casual,1
7020,third-person shooter,1
461640,survival,15
387880,action,1
355150,platformer,14
31300,anime,0
332390,casual,4
8980,multiplayer,14
336710,adventure,2
